Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	800.911	956.399	1364	827.487	955.382	1097.47	644.063	986.295	1256.79	650.554	980.976	1169.32	760.571	1018.33	1055.85	720.9	1014.3	1385.71	717.861	832.458	1393.44	719.326	474.637	1364.95	705.276	422.503	1370.5	761.978	410.821	1322.58	667.785	73.7253	1389.91	612.796	49.428	1348.55	818.859	41.831	1336.53	781.229	32.2957	1412.04	744.04	847.966	1053.61	711.772	473.242	1080.28	700.44	418.62	1073.48	753.072	403.76	1122.31	677.433	73.179	1051.23	618.905	42.0505	1091.62	828.388	40.6837	1106.99	800.421	29.9555	1038.21	735.504	474.36	1254	680.292	92.8105	1305.31	817.886	37.7565	1369.86	726.066	477.911	1194.79	688.483	93.733	1136.28	828.072	35.9802	1080.17
0.007	800.875	956.405	1364.01	827.453	955.391	1097.47	644.032	986.292	1256.8	650.518	980.976	1169.33	760.537	1018.34	1055.85	720.852	1014.3	1385.7	717.841	832.454	1393.44	719.315	474.643	1364.96	705.269	422.489	1370.5	761.962	410.824	1322.59	667.775	73.7252	1389.9	612.792	49.4246	1348.55	818.855	41.8326	1336.53	781.224	32.292	1412.04	743.996	847.972	1053.6	711.751	473.237	1080.28	700.419	418.619	1073.49	753.049	403.758	1122.3	677.428	73.1736	1051.23	618.908	42.0386	1091.62	828.386	40.6855	1106.99	800.41	29.958	1038.21	735.512	474.369	1254.02	680.29	92.8024	1305.32	817.881	37.7627	1369.87	726.057	477.906	1194.8	688.482	93.7375	1136.28	828.075	35.9925	1080.16
0.013	800.836	956.409	1364.02	827.436	955.405	1097.48	644.011	986.293	1256.8	650.479	980.975	1169.33	760.492	1018.35	1055.86	720.837	1014.31	1385.71	717.817	832.464	1393.45	719.313	474.633	1364.94	705.264	422.505	1370.51	761.959	410.832	1322.59	667.786	73.7267	1389.9	612.803	49.433	1348.54	818.859	41.8299	1336.53	781.219	32.2999	1412.04	743.953	847.978	1053.61	711.715	473.236	1080.28	700.405	418.619	1073.49	753.031	403.758	1122.31	677.415	73.1772	1051.23	618.908	42.0378	1091.62	828.384	40.6825	1106.98	800.417	29.9707	1038.21	735.503	474.385	1254.02	680.288	92.8062	1305.32	817.771	37.63	1369.75	726.037	477.91	1194.8	688.488	93.7347	1136.28	828.072	35.9872	1080.17
0.02	800.817	956.412	1364.03	827.403	955.412	1097.49	643.981	986.295	1256.81	650.442	980.975	1169.34	760.461	1018.35	1055.86	720.801	1014.32	1385.72	717.794	832.462	1393.45	719.291	474.634	1364.95	705.245	422.495	1370.52	761.942	410.836	1322.6	667.778	73.7256	1389.91	612.79	49.419	1348.56	818.859	41.8316	1336.54	781.228	32.2933	1412.04	743.898	847.981	1053.61	711.701	473.249	1080.29	700.381	418.621	1073.5	753.013	403.769	1122.31	677.417	73.1744	1051.23	618.907	42.0476	1091.62	828.389	40.685	1106.98	800.41	29.9626	1038.21	735.467	474.369	1254.03	680.297	92.8097	1305.31	817.871	37.7613	1369.87	725.999	477.907	1194.81	688.477	93.7351	1136.28	828.062	35.9885	1080.17
0.027	800.776	956.416	1364.03	827.369	955.398	1097.49	643.963	986.293	1256.81	650.408	980.979	1169.35	760.439	1018.36	1055.87	720.766	1014.31	1385.71	717.758	832.466	1393.46	719.289	474.636	1364.95	705.232	422.488	1370.51	761.937	410.835	1322.6	667.784	73.7161	1389.91	612.787	49.421	1348.56	818.857	41.8337	1336.53	781.221	32.3	1412.05	743.855	847.986	1053.61	711.666	473.233	1080.29	700.366	418.625	1073.5	752.987	403.782	1122.31	677.428	73.1806	1051.23	618.909	42.0356	1091.62	828.377	40.6806	1106.99	800.409	29.9675	1038.21	735.47	474.392	1254.03	680.292	92.8076	1305.32	817.882	37.7538	1369.86	725.987	477.902	1194.8	688.473	93.744	1136.28	828.063	35.9918	1080.17
0.033	800.756	956.417	1364.03	827.349	955.403	1097.48	643.919	986.294	1256.82	650.365	980.98	1169.35	760.402	1018.38	1055.86	720.742	1014.31	1385.72	717.734	832.46	1393.46	719.271	474.634	1364.95	705.235	422.504	1370.51	761.928	410.836	1322.6	667.784	73.7163	1389.91	612.785	49.426	1348.56	818.859	41.8265	1336.53	781.226	32.2947	1412.04	743.848	847.98	1053.62	711.634	473.238	1080.28	700.341	418.624	1073.51	752.973	403.779	1122.31	677.424	73.1758	1051.23	618.897	42.0506	1091.61	828.38	40.6806	1106.99	800.412	29.9732	1038.2	735.43	474.374	1254.03	680.285	92.813	1305.32	817.883	37.7617	1369.86	725.975	477.897	1194.81	688.482	93.7336	1136.28	828.066	35.9905	1080.17
0.04	800.721	956.424	1364.03	827.316	955.413	1097.48	643.897	986.301	1256.8	650.346	980.972	1169.36	760.37	1018.37	1055.88	720.708	1014.33	1385.73	717.705	832.463	1393.47	719.26	474.619	1364.96	705.213	422.482	1370.52	761.922	410.835	1322.59	667.785	73.7177	1389.91	612.786	49.4158	1348.56	818.853	41.8289	1336.53	781.214	32.295	1412.05	743.798	847.978	1053.63	711.606	473.239	1080.29	700.323	418.631	1073.51	752.945	403.781	1122.33	677.423	73.1732	1051.24	618.906	42.0429	1091.63	828.381	40.6831	1106.99	800.407	29.9687	1038.2	735.435	474.389	1254.04	680.285	92.8055	1305.32	817.772	37.627	1369.75	725.94	477.899	1194.81	688.481	93.733	1136.28	828.063	35.9924	1080.17
0.047	800.698	956.426	1364.02	827.289	955.41	1097.48	643.875	986.289	1256.81	650.289	980.986	1169.36	760.314	1018.38	1055.89	720.691	1014.33	1385.74	717.671	832.466	1393.47	719.244	474.633	1364.97	705.209	422.493	1370.52	761.909	410.84	1322.59	667.777	73.7142	1389.91	612.791	49.4164	1348.56	818.856	41.8354	1336.53	781.217	32.2972	1412.04	743.784	847.975	1053.63	711.573	473.244	1080.29	700.307	418.623	1073.52	752.929	403.789	1122.32	677.423	73.1737	1051.24	618.906	42.0337	1091.63	828.382	40.6829	1106.98	800.403	29.9667	1038.2	735.42	474.376	1254.03	680.276	92.8082	1305.32	817.882	37.7514	1369.86	725.934	477.899	1194.8	688.48	93.7353	1136.28	828.06	35.9913	1080.17
0.053	800.667	956.432	1364.01	827.252	955.412	1097.48	643.846	986.289	1256.81	650.263	980.976	1169.37	760.269	1018.39	1055.89	720.661	1014.31	1385.74	717.645	832.473	1393.47	719.22	474.633	1364.97	705.19	422.478	1370.52	761.89	410.848	1322.59	667.774	73.7155	1389.91	612.794	49.4213	1348.56	818.853	41.8307	1336.54	781.214	32.301	1412.04	743.75	847.977	1053.63	711.54	473.258	1080.29	700.279	418.622	1073.52	752.899	403.79	1122.31	677.411	73.1762	1051.23	618.893	42.0376	1091.61	828.378	40.6863	1106.98	800.398	29.9692	1038.2	735.402	474.378	1254.04	680.264	92.8037	1305.32	817.766	37.6317	1369.75	725.886	477.899	1194.82	688.482	93.7336	1136.27	828.059	35.9958	1080.16
0.06	800.642	956.436	1364.03	827.227	955.412	1097.48	643.82	986.288	1256.81	650.227	980.98	1169.38	760.215	1018.38	1055.89	720.652	1014.33	1385.75	717.622	832.471	1393.47	719.21	474.624	1364.97	705.177	422.484	1370.52	761.879	410.842	1322.59	667.781	73.7159	1389.91	612.793	49.4147	1348.58	818.855	41.8303	1336.53	781.222	32.302	1412.04	743.724	847.979	1053.64	711.512	473.247	1080.29	700.256	418.625	1073.51	752.705	403.545	1122.33	677.411	73.1734	1051.23	618.896	42.0402	1091.61	828.384	40.682	1106.98	800.405	29.9687	1038.2	735.371	474.375	1254.04	680.262	92.8089	1305.32	817.768	37.6328	1369.75	725.875	477.898	1194.82	688.476	93.7308	1136.27	828.056	35.9897	1080.16
