Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	134.015	824.267	-256.574	144.327	845.114	-558.842	-34.5628	863.84	-365.582	-31.7274	870.051	-450.783	NaN	NaN	NaN	54.7666	870.628	-241.791	88.595	730.801	-230.35	196.245	427.41	-278.601	218.384	375.728	-277.232	276.604	383.964	-317.247	302.177	74.6715	-294.824	268.46	43.3087	-346.463	444.778	86.8457	-336.045	402.198	52.6643	-274.14	44.3778	757.968	-588.35	25.1428	421.031	-524.852	11.708	364.093	-520.98	63.2624	346.782	-476.153	-66.5266	65.1517	-457.656	-115.382	57.6534	-403.259	64.0062	41.8531	-416.223	19.82	30.7034	-480.24
0.007	138.401	823.499	-256.754	148.706	844.571	-558.84	-30.0997	863.05	-365.278	-27.3392	869.393	-450.399	NaN	NaN	NaN	59.1645	869.799	-241.581	93.3203	730.006	-230.23	200.905	426.614	-278.808	223.216	375.031	-277.529	281.26	383.318	-318.161	307.369	74.0508	-295.398	273.14	42.7344	-346.734	449.573	86.2267	-337.877	407.477	52.0147	-275.566	48.2533	757.61	-588.285	26.9085	420.957	-524.854	13.2646	364.043	-520.995	64.7436	346.463	-476.123	-66.3985	65.4009	-457.711	-115.356	58.0334	-403.373	63.9686	41.8549	-416.2	19.8177	30.772	-480.65
0.013	143.147	822.874	-256.668	152.898	843.964	-558.714	-25.6823	862.281	-364.927	-22.9126	868.711	-450.019	NaN	NaN	NaN	63.5067	868.968	-241.37	98.1327	729.292	-230.057	205.578	425.776	-279.024	228.144	374.384	-277.516	285.751	382.541	-318.849	311.782	73.2905	-296.007	277.108	41.9757	-347.035	453.704	85.0838	-339.7	412.161	50.9059	-277.056	52.1184	757.179	-588.208	28.8165	420.893	-524.806	14.8375	364.048	-520.979	66.2265	346.054	-476.104	-66.2655	65.6244	-457.781	-115.311	58.5157	-403.548	63.9011	41.8311	-416.17	19.7585	30.6744	-480.23
0.02	148.08	822.142	-256.567	157.237	843.317	-558.662	-21.0843	861.537	-364.522	-18.3952	868.049	-449.559	NaN	NaN	NaN	67.6289	868.69	-240.1	103.078	728.572	-229.904	210.411	424.979	-279.344	232.939	373.631	-277.961	290.429	381.649	-319.68	315.524	72.271	-296.744	280.814	40.9699	-347.642	457.074	83.4087	-341.472	416.037	49.4582	-278.62	56.0268	756.753	-587.765	30.9218	420.79	-524.822	16.5205	363.929	-520.999	67.8905	345.604	-475.983	-66.1395	65.8778	-457.842	-115.283	59.1008	-403.715	63.8381	41.8136	-416.165	19.7243	30.7506	-480.633
0.027	152.929	821.432	-256.515	161.599	842.741	-558.695	-16.4925	860.791	-364.061	-13.9656	867.425	-449.107	NaN	NaN	NaN	73.4606	867.391	-240.862	108.145	727.894	-229.741	215.125	424.234	-279.634	237.608	372.75	-278.447	294.783	380.627	-320.319	318.568	71.1759	-297.564	282.806	40.5871	-348.045	460.058	81.519	-343.21	419.064	47.6469	-280.117	60.0909	756.279	-587.551	33.1523	420.574	-524.734	18.4914	363.901	-520.941	69.7174	345.207	-475.973	-66.0377	66.1633	-457.896	-115.246	59.7733	-403.759	63.7362	41.7948	-416.12	19.6186	30.6423	-480.195
0.033	157.544	820.65	-256.443	165.891	842.047	-558.555	-11.9255	860.059	-363.537	-9.30903	866.694	-448.595	NaN	NaN	NaN	78.4104	866.52	-240.633	113.185	727.167	-229.531	219.968	423.41	-279.978	242.201	371.915	-278.835	299.325	379.551	-320.992	320.915	69.9087	-298.485	285.075	40.0154	-348.797	462.286	79.2106	-344.943	421.35	45.5779	-281.685	64.165	755.774	-587.747	35.5516	420.375	-524.637	20.4921	363.769	-520.859	71.6033	344.736	-475.938	-65.9615	66.5265	-457.936	-115.203	60.4433	-403.808	63.6202	41.7865	-416.088	19.5042	30.6265	-480.177
0.04	162.538	819.941	-256.206	170.334	841.394	-558.39	-7.23926	859.317	-363.02	-4.7424	866.067	-448.056	NaN	NaN	NaN	83.0256	865.705	-240.089	118.526	726.47	-229.442	224.843	422.63	-280.434	246.768	370.974	-279.398	303.739	378.258	-321.709	322.656	68.621	-299.457	285.644	39.8116	-349.169	463.906	76.4731	-346.629	422.925	43.1376	-283.263	68.1079	755.366	-587.152	38.0625	420.173	-524.514	22.7133	363.601	-520.698	73.6451	344.253	-475.871	-65.8202	66.9759	-458.317	-115.123	61.055	-403.959	63.5756	41.7705	-416.072	19.4564	30.6095	-480.166
0.047	167.577	819.119	-256.054	174.707	840.713	-558.216	-2.60846	858.589	-362.422	-0.12751	865.428	-447.461	NaN	NaN	NaN	87.8303	864.838	-239.715	123.605	725.734	-229.048	229.662	421.796	-280.961	251.145	370.064	-279.993	308.077	377.024	-322.52	323.921	67.2564	-300.438	286.247	39.1709	-349.795	465.036	73.2383	-348.317	423.966	40.7126	-284.913	72.2806	754.865	-586.835	40.7955	419.921	-524.316	24.9446	363.525	-520.594	75.6624	343.701	-475.692	-65.656	67.3341	-458.372	-115.016	61.7074	-404.097	63.5628	41.7609	-416.081	19.4334	30.5894	-480.172
0.053	172.668	818.434	-255.842	179.151	840.076	-558.072	2.05656	857.9	-361.812	4.44388	864.85	-446.845	NaN	NaN	NaN	92.5001	864	-239.165	128.794	725.063	-228.756	234.519	421.064	-281.5	255.486	369.197	-280.527	312.476	375.886	-323.182	324.864	66.2895	-301.392	286.466	38.9975	-350.08	465.999	69.4349	-350.707	424.716	38.2226	-286.297	76.4305	754.373	-586.478	43.4332	419.629	-524.103	27.2799	363.344	-520.4	77.8385	343.226	-475.505	-65.4109	67.6784	-458.433	-114.892	62.451	-404.15	63.5607	41.7435	-416.067	19.4321	30.6658	-480.608
0.06	177.632	818.122	-255.549	183.635	839.382	-557.85	6.68546	857.301	-361.114	8.96466	864.399	-446.238	NaN	NaN	NaN	97.363	863.164	-238.647	134.001	724.538	-228.363	239.165	420.518	-282.028	259.771	368.666	-280.985	317.015	375.237	-323.966	326.046	66.1021	-302.658	287.214	39.5534	-350.394	467.597	64.8753	-352.294	425.7	35.371	-287.973	80.5693	753.898	-586.118	46.3251	419.469	-523.827	29.7375	363.224	-520.136	80.2036	342.734	-475.448	-65.1426	68.1309	-458.575	-114.737	63.28	-404.315	63.5564	41.7335	-416.07	19.418	30.5617	-480.203
