Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-7.03614	834.947	15.8827	2.95526	816.073	-286.446	-173.239	868.83	-99.3626	-171.707	857.333	-185.555	-74.5426	872.234	-306.904	-78.5631	887.014	24.4673	-75.5802	747.405	44.0032	-152.424	425.928	-12.8476	-162.736	369.241	-15.6786	-113.538	350.638	-63.1661	-252.228	73.0592	-50.394	-299.92	55.1767	-97.8866	-115.515	37.9061	-88.669	-169.843	29.9454	-21.6454	-73.7331	729.555	-315.924	107.636	438.863	-297.216	122.502	384.866	-306.677	182.182	386.589	-269.299	203.303	76.9003	-296.451	164.478	49.4974	-241.2	337.169	89.0598	-259.844	299.841	60.1376	-315.831
0.007	0.9629	833.61	15.0844	11.6167	814.49	-287.08	-165.323	867.092	-100.236	-163.661	855.341	-186.301	-66.3367	870.019	-307.537	-71.2953	885.771	24.315	-68.3608	746.361	43.4633	-147.89	425.669	-13.3661	-158.896	369.127	-16.169	-109.822	349.768	-63.4765	-252.114	74.1878	-50.2304	-299.684	56.3299	-98.2013	-115.435	37.8833	-88.6689	-169.969	30.0321	-21.8794	-65.8189	727.523	-316.115	114.357	436.077	-299.198	131.403	382.74	-308.454	191.19	386.215	-269.992	223.56	77.9774	-299.961	185.317	49.0563	-245.165	357.259	94.2874	-263.322	321.19	64.1669	-318.919
0.013	8.82104	832.321	14.5811	20.165	812.835	-287.651	-157.216	865.247	-101.128	-155.43	853.309	-187.075	-57.8711	867.734	-308.28	-63.7654	884.42	23.334	-60.9599	745.251	43.0563	-143.342	425.571	-13.8682	-154.909	369.169	-16.6462	-105.935	349.12	-63.8224	-251.473	74.7241	-50.8192	-299.373	57.5717	-98.4993	-115.362	37.8544	-88.6527	-170.04	30.0973	-22.0177	-57.7014	725.458	-316.37	121.438	433.203	-301.607	140.682	380.875	-310.375	200.222	385.863	-270.971	242.336	79.1172	-302.943	204.661	48.7217	-248.554	375.426	99.3899	-265.585	340.548	68.5286	-321.593
0.02	16.84	831.075	13.8295	28.7842	811.034	-288.252	-149.027	863.404	-102.066	-147.803	851.301	-187.936	-49.5275	865.505	-309.14	-56.3005	883.22	22.3535	-53.5397	744.403	42.6433	-138.578	425.561	-14.3326	-150.805	369.232	-16.9735	-101.586	348.323	-64.0548	-251.049	75.7793	-50.8115	-299.07	58.9825	-98.591	-115.29	37.8358	-88.6187	-170.057	30.1632	-22.1026	-49.2636	723.322	-316.603	128.939	430.652	-303.997	150.095	379.335	-312.281	209.024	385.513	-272.224	259.42	80.1635	-305.537	222.342	48.448	-251.409	391.857	104.066	-266.951	358.599	71.8785	-323.363
0.027	24.984	829.845	12.9142	37.5234	809.24	-288.729	-140.652	861.581	-103.141	-139.476	849.41	-188.892	-40.8374	863.366	-310.182	-48.582	882.033	21.4993	-45.8657	743.7	42.0625	-133.752	425.634	-14.6655	-146.595	369.375	-17.3207	-97.7461	347.875	-64.1175	-250.51	76.9108	-50.6891	-298.705	60.5351	-98.4985	-115.21	37.819	-88.5643	-169.604	30.0303	-22.1854	-41.012	721.19	-317.108	136.973	428.511	-306.146	159.297	377.781	-314.107	217.719	384.963	-273.869	274.903	80.9478	-307.805	238.325	48.1349	-253.988	406.697	107.806	-268.82	374.575	74.7274	-324.917
0.033	33.3582	828.608	11.8966	46.1015	807.482	-289.403	-132.177	859.841	-104.32	-131.008	847.628	-189.88	-32.3991	861.457	-311.389	-40.4143	880.648	20.5479	-37.9885	742.853	41.0805	-128.602	425.687	-15.0284	-142.184	369.59	-17.5718	-93.4976	347.27	-64.4034	-250.061	78.4461	-49.962	-298.301	62.365	-98.1496	-115.154	37.815	-88.5003	-169.468	30.1134	-22.0816	-32.5376	719.242	-317.765	145.125	426.581	-308.031	168.154	376.108	-315.925	226.415	384.119	-275.63	288.913	81.4001	-309.855	252.633	47.7258	-256.328	419.924	110.553	-270.059	389.018	76.7367	-326.291
0.04	41.7942	827.563	12.3518	54.7984	805.886	-290.058	-123.539	858.203	-105.494	-122.481	845.955	-191.039	-23.7058	859.631	-312.557	-32.0114	879.387	19.4898	-29.9282	742.029	40.0755	-123.251	425.749	-15.4904	-137.401	369.8	-17.8449	-89.0716	346.655	-64.6291	-249.307	79.7581	-49.4384	-297.831	64.2783	-97.5762	-115.088	37.8108	-88.3888	-169.259	30.2074	-21.8488	-23.9795	717.344	-318.702	153.007	424.75	-309.806	176.765	374.46	-317.655	234.931	383.162	-277.419	301.335	81.4108	-311.731	264.93	47.0794	-258.52	431.734	112.033	-271.006	401.613	77.9038	-327.471
0.047	50.4701	826.421	11.5858	63.5322	804.289	-290.939	-114.81	856.734	-106.778	-113.777	844.342	-192.295	-15.2421	858.05	-313.934	-23.2616	878.316	18.3668	-21.6348	741.229	39.1491	-117.953	425.911	-15.6856	-132.405	370.014	-18.0117	-84.4284	345.891	-64.7113	-248.422	81.1304	-48.6999	-297.338	66.3863	-96.7809	-115.027	37.8104	-88.2574	-168.976	30.2784	-21.5442	-15.4042	715.791	-319.841	161.03	423.045	-311.302	185.314	372.81	-319.058	242.929	382.004	-279.323	312.02	80.7995	-313.21	275.59	45.9805	-260.456	442.051	112.03	-271.706	412.54	78.0338	-328.415
0.053	59.215	825.275	10.6426	72.2931	802.914	-292.06	-105.963	855.37	-108.125	-104.944	842.842	-193.657	-6.76329	856.503	-315.147	-14.3218	877.343	17.1519	-13.1795	740.248	37.8989	-111.92	425.887	-15.9752	-127.165	370.196	-18.0631	-79.6065	345.343	-64.8	-247.407	82.5188	-48.1389	-296.795	68.6989	-95.6839	-114.985	37.8257	-88.1005	-168.674	30.3283	-21.1813	-6.67329	714.461	-321.028	169.355	421.36	-312.717	193.74	371.27	-320.432	251.697	380.79	-281.304	321.127	79.5601	-314.616	284.481	44.3568	-262.128	450.836	110.968	-272.319	421.475	77.406	-329.411
0.06	68.2147	824.119	9.45355	81.3144	801.754	-293.353	-97.0308	854.124	-109.51	-95.9838	841.52	-195.117	1.77295	855.126	-316.511	-5.21542	876.356	15.6698	-4.48754	739.34	36.6055	-105.361	425.761	-16.3424	-121.64	370.39	-18.1122	-74.4223	344.614	-64.8719	-246.568	84.3792	-46.6502	-296.117	71.2607	-94.4131	-114.919	37.8591	-87.9034	-168.291	30.3884	-20.7472	4.34954	713.633	-323.478	177.96	419.736	-313.916	202.35	369.805	-321.577	260.492	379.247	-282.552	328.481	77.661	-315.613	291.514	42.4117	-263.359	458.041	108.635	-272.447	429.139	75.1164	-329.943
