Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.00670312	-0.0118913	-0.304118	-0.00615	-0.002984	-0.267041	0.0116713	-0.00039875	-0.176685	0.025742	0.00255133	-0.144452	0.0106913	0.00943812	0.0154419	0.004136	0.00485667	-0.002582	0.121052	0.354716	-0.0421025	0.142841	0.35615	0.004026
1	0.0183706	0.00097	-0.321993	0.0229827	-0.00197467	-0.237883	0.0108731	0.0150481	-0.185506	0.0308233	0.00654667	-0.116975	0.00946063	0.0282	0.0364325	0.000211333	0.00577533	-0.00421067	0.323778	1.19481	-0.123923	0.330993	1.24078	-0.0355633
2	0.106164	0.0200637	-0.216234	0.0585527	0.00782667	-0.124465	0.0294231	0.0312675	-0.144216	0.028714	0.0144227	-0.0594927	0.00235563	0.0414825	0.0440431	-0.0101253	0.00559467	-0.0185033	0.329011	1.86477	-0.176763	0.294907	2.04218	-0.0911593
3	0.118331	0.0290287	-0.207553	0.0707713	0.017992	-0.176087	0.04247	0.0334525	-0.160432	0.0450373	0.0190593	-0.0877227	0.00173625	0.0434475	0.0394606	-0.0173993	0.004982	-0.0346433	0.0865138	2.19832	-0.144743	0.0303567	2.51589	-0.10698
4	0.0885375	0.0319081	-0.271129	0.076782	0.0184067	-0.28722	0.0634575	0.0327606	-0.202973	0.0810447	0.0210087	-0.125713	0.0109294	0.04948	0.0415413	-0.0191713	0.005216	-0.0436313	-0.128826	2.63007	-0.0404512	-0.142688	3.01893	-0.056664
5	0.0700244	0.0267412	-0.340119	0.109423	0.0109253	-0.315569	0.0958363	0.0331675	-0.225684	0.126643	0.0206887	-0.0936207	0.0239013	0.0593938	0.0512381	-0.0176793	0.00325267	-0.0496367	-0.199418	3.26294	0.100782	-0.16282	3.63138	0.0588187
6	0.0720538	0.0198906	-0.35829	0.14312	0.00023	-0.285718	0.128785	0.03356	-0.221511	0.162692	0.0161867	-0.0383953	0.0340619	0.0700944	0.0704119	-0.011364	0.00248733	-0.0434993	-0.260007	3.82324	0.197791	-0.207325	4.09822	0.184818
7	0.117752	0.0226694	-0.395499	0.180934	-0.00756133	-0.295025	0.162976	0.0397331	-0.240037	0.200331	0.011892	-0.027248	0.0370875	0.0836375	0.0986563	-0.00545867	0.00620133	-0.02738	-0.326767	4.21595	0.210689	-0.284305	4.41633	0.268157
8	0.197572	0.0361337	-0.400377	0.225185	-0.00899267	-0.294084	0.189343	0.0502356	-0.253749	0.232353	0.011728	-0.0260427	0.0344906	0.094525	0.125666	-0.00392067	0.01117	-0.0105433	-0.345393	4.50451	0.182161	-0.326003	4.69377	0.296022
9	0.263671	0.0495269	-0.380613	0.272528	-0.00538333	-0.273812	0.202616	0.0597162	-0.253113	0.249523	0.016256	-0.0137873	0.0326775	0.101595	0.148114	-0.00567067	0.0151887	0.00493933	-0.337181	4.69965	0.164367	-0.332709	4.94941	0.286591
10	0.273023	0.0541131	-0.358849	0.304972	-0.001304	-0.251436	0.204398	0.0638587	-0.254768	0.255391	0.0219327	-0.002176	0.0349438	0.108716	0.169578	-0.009234	0.0196413	0.020318	-0.329878	4.84802	0.164699	-0.330399	5.18703	0.259149
11	0.249619	0.0524412	-0.341808	0.315087	-0.001348	-0.23849	0.202946	0.0646763	-0.263267	0.259744	0.024136	-0.00363267	0.0392175	0.117238	0.191424	-0.0130407	0.025096	0.0366893	-0.332582	5.02574	0.165736	-0.327615	5.42747	0.233109
12	0.241832	0.0526956	-0.337115	0.316223	-0.00408267	-0.226516	0.209986	0.0674562	-0.276227	0.270641	0.0236333	-0.0105213	0.0440975	0.127877	0.216177	-0.0156627	0.030592	0.053608	-0.341021	5.27753	0.164784	-0.322697	5.69106	0.226897
13	0.271341	0.056875	-0.346671	0.335405	-0.00666	-0.218372	0.231279	0.0737275	-0.288746	0.294624	0.0230607	-0.0134653	0.0496694	0.139884	0.244285	-0.0159687	0.0353707	0.0714287	-0.354003	5.60359	0.174468	-0.318817	5.98153	0.251385
14	0.327533	0.0646106	-0.353079	0.376177	-0.008094	-0.21319	0.263713	0.0828769	-0.296202	0.328755	0.0242633	-0.008596	0.0558494	0.152978	0.275823	-0.0148427	0.0398813	0.089996	-0.373544	5.98431	0.200262	-0.319635	6.307	0.298761
15	0.388192	0.0726037	-0.358404	0.428879	-0.00895	-0.214487	0.300114	0.0926944	-0.303632	0.367221	0.0279647	-0.000409333	0.0622762	0.167324	0.310249	-0.0145187	0.0456673	0.110128	-0.398304	6.40876	0.234386	-0.325305	6.68463	0.346944
16	0.433622	0.0789294	-0.366184	0.483813	-0.00903	-0.215141	0.334099	0.101872	-0.31708	0.405557	0.0322153	0.005676	0.0682262	0.182983	0.346495	-0.0156687	0.0526767	0.133233	-0.421267	6.8804	0.262914	-0.33323	7.11585	0.381085
17	0.477135	0.0896119	-0.363007	0.537169	-0.009294	-0.212251	0.366822	0.111778	-0.337028	0.443279	0.036	0.00732333	0.0737487	0.200376	0.385134	-0.0176393	0.060606	0.159731	-0.43847	7.38918	0.283421	-0.33865	7.57671	0.402577
18	0.530384	0.102643	-0.355349	0.589453	-0.00964267	-0.204118	0.402326	0.122784	-0.360344	0.481459	0.0394453	0.00591267	0.0791756	0.218094	0.42417	-0.0195593	0.0691653	0.188703	-0.444871	7.90197	0.305731	-0.339018	8.03311	0.422502
