Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-2.56025	11.0674	8.97768	-1.71785	10.7524	9.64552	-10.8698	-7.29754	31.6829	-10.2863	-9.53701	31.4508	4.36031	-25.6911	-0.63252	4.26127	-28.6458	-2.98837	5.31065	11.4536	-0.0122767	5.10896	16.3971	2.7564	6.44006	13.6119	26.7388	4.13441	13.4565	30.968
1	-2.17965	11.108	8.85562	-1.50824	10.9343	9.42664	-10.4311	-7.17559	32.1512	-10.1884	-9.32324	31.7773	4.76691	-25.5506	2.31582	4.67181	-28.4985	-0.394595	4.08063	11.1735	-0.46232	4.21404	16.3364	2.92633	6.06501	13.5304	23.337	3.84505	13.0838	28.5758
2	-1.67103	10.9867	8.75506	-1.11821	10.8835	9.19776	-9.79761	-6.88937	32.5248	-9.78835	-8.99532	32.0355	5.09713	-25.2226	5.12519	5.08422	-27.6822	2.39067	2.93194	11.0725	-1.64928	2.88285	15.9146	2.39308	5.932	12.9146	19.2605	3.53644	12.3726	25.0474
3	-1.06312	10.7172	8.7157	-0.55426	10.5757	9.01698	-9.04266	-6.33107	32.86	-9.0952	-8.35517	32.2804	5.37058	-24.7133	7.65598	5.41728	-26.6467	5.00801	1.97981	11.0298	-3.49575	1.48364	15.3435	0.76947	6.02032	11.787	14.7899	3.4934	11.3346	20.5726
4	-0.382737	10.3148	8.7214	0.163473	10.0103	8.89504	-8.23608	-5.55651	33.2315	-8.16825	-7.35447	32.6166	5.68373	-23.6748	10.082	5.6794	-25.3805	7.47318	1.05757	10.6164	-5.38007	0.405337	14.486	-1.57164	5.91355	10.3331	10.3546	3.72852	10.0491	15.7199
5	0.348573	9.79224	8.71595	1.00215	9.22675	8.78552	-7.41058	-4.75745	33.6681	-7.10604	-6.18642	33.1059	6.14882	-21.7238	12.7243	6.02018	-23.4223	10.1555	-0.0868133	9.37504	-6.38315	-0.268492	12.8963	-3.60451	5.13383	8.91581	6.53531	3.91321	8.76623	11.1999
6	1.10951	9.16588	8.64225	1.91479	8.29687	8.63207	-6.5528	-4.11763	34.102	-5.98813	-5.14532	33.6923	6.78199	-19.0679	15.6938	6.55875	-20.7003	13.2859	-1.56117	7.42022	-6.0413	-0.849705	10.5376	-4.58531	3.6085	7.87141	3.72411	3.67282	7.79625	7.41531
7	1.87355	8.47187	8.47271	2.83486	7.30369	8.41533	-5.62936	-3.69983	34.368	-4.84209	-4.42949	34.1897	7.45934	-16.6492	18.7115	7.20346	-17.9497	16.587	-3.09379	5.60947	-4.62221	-1.75939	8.17846	-4.46446	1.88416	7.29576	1.98235	2.84148	7.25392	4.50052
8	2.6059	7.77565	8.21812	3.67087	6.33068	8.1584	-4.63696	-3.4594	34.2842	-3.70024	-4.05283	34.374	8.03267	-15.4681	21.3313	7.77935	-16.1319	19.5535	-4.32153	4.89481	-2.65452	-3.10644	6.83289	-3.5393	0.525227	7.066	1.08103	1.55793	7.01166	2.4477
9	3.26473	7.16264	7.91906	4.33095	5.45814	7.89343	-3.63052	-3.32795	33.7667	-2.64173	-3.9122	34.1223	8.4345	-15.7937	23.2644	8.18586	-15.662	21.8895	-5.0343	5.52492	-0.53433	-4.53593	6.94602	-2.06014	-0.287543	7.02795	0.703427	0.20609	6.88629	1.15969
10	3.81263	6.70857	7.6252	4.76924	4.75	7.63803	-2.69568	-3.28315	32.8773	-1.75259	-3.89995	33.4684	8.66297	-17.0337	24.5062	8.39785	-16.2102	23.5866	-5.24027	6.94247	1.48564	-5.56885	8.12716	-0.242683	-0.668553	7.06784	0.57972	-0.853072	6.80265	0.467518
11	4.23296	6.44445	7.37456	5.01583	4.23322	7.39209	-1.89648	-3.34095	31.7671	-1.06084	-3.96481	32.5347	8.74031	-18.2805	25.2408	8.43483	-17.0826	24.7771	-5.11391	8.31432	3.25973	-6.00123	9.58867	1.64276	-0.81319	7.11395	0.535033	-1.48961	6.75771	0.160035
12	4.53779	6.34276	7.1795	5.16077	3.88933	7.1479	-1.24245	-3.5211	30.5804	-0.517223	-4.10588	31.45	8.69215	-18.8839	25.689	8.34077	-17.7264	25.618	-4.85998	9.0656	4.76127	-5.97055	10.7474	3.38044	-0.86227	7.13848	0.486703	-1.79871	6.73639	0.045105
13	4.75869	6.33678	7.02937	5.30077	3.67332	6.90053	-0.69722	-3.83155	29.3958	-0.0355525	-4.32883	30.2965	8.53888	-18.6733	26.0001	8.16223	-17.9581	26.2223	-4.61717	9.08829	6.04041	-5.71523	11.4264	4.89128	-0.885157	7.13937	0.410967	-1.93116	6.72487	-0.0064675
