Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.435704	8.02767	15.8024	7.69906	12.8859	16.5798	-1.19239	-3.42083	36.5495	1.64983	-12.9853	39.1967	-1.70659	-15.1876	0.147733	-1.17105	-8.15173	-0.152086	-2.59773	7.26351	2.4592	-9.15745	12.5515	2.14611	-1.52739	4.69123	22.4815	-6.85897	-6.13044	22.3895
1	0.775769	8.41808	15.8078	7.98116	13.3079	16.5324	-1.03996	-3.32185	36.5303	1.74681	-12.9149	39.133	-1.58872	-15.531	1.29673	-1.1825	-8.97922	1.08226	-2.70259	7.04713	1.98189	-9.35931	12.335	1.72735	-1.36685	4.56295	20.7834	-6.97398	-5.75599	20.5681
2	1.13851	8.66272	15.8491	8.29836	13.5408	16.5088	-0.750751	-3.15888	36.5304	2.01208	-12.8979	39.0964	-1.45768	-16.063	2.69853	-1.1691	-9.8256	2.54925	-2.97316	6.98754	0.95625	-9.74059	12.2053	0.723389	-1.2724	4.4711	18.2192	-7.17527	-5.31359	17.8703
3	1.50965	8.75749	15.95	8.63158	13.5635	16.518	-0.335229	-2.8685	36.563	2.43948	-12.8331	39.0938	-1.33932	-16.8001	4.19572	-1.14242	-10.703	4.11748	-3.46835	7.12443	-0.604053	-10.3143	12.1803	-0.777689	-1.32389	4.34028	14.9488	-7.47121	-4.87754	14.5294
4	1.88059	8.69999	16.1243	8.96622	13.3745	16.5617	0.187087	-2.4271	36.6726	3.01386	-12.6659	39.1543	-1.24713	-17.51	5.756	-1.13592	-11.417	5.76893	-4.18576	7.32325	-2.34173	-10.9392	12.1727	-2.39052	-1.60625	4.06643	11.4073	-7.79311	-4.59046	11.0395
5	2.25265	8.49118	16.3622	9.29501	12.9968	16.6289	0.792467	-1.88413	36.9074	3.71324	-12.4129	39.3087	-1.16289	-17.7668	7.47126	-1.1756	-11.6225	7.58771	-4.96721	7.27034	-3.73834	-11.344	11.9468	-3.66153	-2.09921	3.60924	8.13171	-7.99431	-4.54674	7.91125
6	2.63624	8.13822	16.628	9.61959	12.4722	16.695	1.46093	-1.34063	37.2735	4.51633	-12.1352	39.5487	-1.04746	-17.232	9.43103	-1.26441	-11.0575	9.63311	-5.59362	6.65735	-4.46136	-11.369	11.2409	-4.32022	-2.67735	3.04962	5.47195	-8.00068	-4.70959	5.43171
7	3.04544	7.66052	16.8732	9.94901	11.8507	16.7319	2.18268	-0.899777	37.7006	5.40562	-11.9024	39.8003	-0.878647	-15.8879	11.5857	-1.39021	-9.72882	11.8275	-5.95781	5.40066	-4.46083	-11.0144	9.93633	-4.31528	-3.20192	2.53796	3.52938	-7.79121	-4.92057	3.65875
8	3.48918	7.09322	17.0569	10.2939	11.1827	16.7182	2.95283	-0.62463	38.0545	6.3589	-11.7684	39.9405	-0.668566	-14.0563	13.7456	-1.53395	-7.93102	13.9742	-6.07213	3.71675	-3.86165	-10.3767	8.18481	-3.73395	-3.55339	2.20245	2.24181	-7.35406	-5.016	2.5051
9	3.96352	6.48277	17.1599	10.6587	10.5134	16.6457	3.75554	-0.518649	38.1883	7.34174	-11.7436	39.8478	-0.444423	-12.2615	15.673	-1.66696	-6.14666	15.8491	-6.0173	2.07325	-2.85366	-9.63304	6.43891	-2.72608	-3.67615	2.06697	1.46058	-6.74955	-4.96698	1.81932
10	4.44961	5.8783	17.1849	11.035	9.88197	16.5185	4.55667	-0.530256	37.9993	8.30896	-11.7823	39.4471	-0.223209	-11.015	17.1741	-1.75135	-4.86802	17.2771	-5.89008	0.988154	-1.62555	-8.95488	5.23282	-1.47255	-3.60569	2.05831	1.02155	-6.09386	-4.8516	1.44716
11	4.91672	5.3267	17.1507	11.4013	9.32224	16.3449	5.31021	-0.581741	37.4594	9.21367	-11.8119	38.7206	-0.00835	-10.6024	18.1563	-1.75685	-4.38296	18.1761	-5.73953	0.752831	-0.332436	-8.41467	4.86846	-0.156174	-3.41661	2.09208	0.791934	-5.4837	-4.74183	1.25881
12	5.32848	4.86808	17.0785	11.7288	8.85869	16.1302	5.9693	-0.603299	36.6072	10.0191	-11.7758	37.6963	0.200119	-10.98	18.6377	-1.67992	-4.65804	18.5676	-5.56513	1.29861	0.917047	-7.99206	5.28778	1.08679	-3.17461	2.12115	0.679664	-4.96175	-4.6645	1.1618
13	5.65106	4.53065	16.981	11.9909	8.50436	15.8776	6.49761	-0.562274	35.5147	10.705	-11.6573	36.4313	0.393684	-11.8246	18.7167	-1.54553	-5.40323	18.5485	-5.35745	2.27472	2.06077	-7.64096	6.17556	2.18706	-2.92316	2.12994	0.626434	-4.5308	-4.62248	1.10217
14	5.8595	4.32761	16.8629	12.1674	8.26012	15.5963	6.87454	-0.476296	34.2633	11.2649	-11.4792	35.001	0.55121	-12.6998	18.5261	-1.3947	-6.23259	18.2471	-5.12431	3.24539	3.07663	-7.33307	7.14226	3.12779	-2.68714	2.11872	0.597851	-4.17633	-4.61014	1.05293
15	5.94022	4.25274	16.7308	12.2419	8.11329	15.307	7.09652	-0.396961	32.9329	11.6978	-11.2845	33.4869	0.646007	-13.2385	18.1945	-1.26766	-6.80996	17.7863	-4.88924	3.87701	3.97125	-7.06203	7.86861	3.92346	-2.47979	2.09325	0.574303	-3.87981	-4.61748	1.0021
16	5.8898	4.27932	16.5991	12.2012	8.0415	15.0368	7.17528	-0.379149	31.5938	12.0026	-11.1179	31.9603	0.65757	-13.2584	17.8165	-1.19305	-6.94364	17.2569	-4.67655	4.03684	4.76496	-6.83115	8.19327	4.60225	-2.30468	2.05999	0.545199	-3.62496	-4.63459	0.945624
17	5.71171	4.36943	16.4878	12.0368	8.01846	14.8147	7.13065	-0.460719	30.2961	12.177	-11.0162	30.4744	0.578996	-12.7961	17.4372	-1.18395	-6.62362	16.7056	-4.50103	3.80852	5.47852	-6.63986	8.14089	5.19213	-2.15975	2.02331	0.505694	-3.39845	-4.65412	0.882623
18	5.41723	4.48578	16.4216	11.751	8.01734	14.6696	6.98505	-0.656776	29.0694	12.222	-11.0036	29.0668	0.418499	-12.0564	17.0534	-1.2381	-5.99422	16.1391	-4.36368	3.42644	6.12594	-6.47782	7.88453	5.71349	-2.04229	1.98625	0.454784	-3.19052	-4.67135	0.812509
19	5.02547	4.59589	16.4232	11.3561	8.01371	14.6224	6.76035	-0.957016	27.9229	12.1456	-11.0947	27.7551	0.19705	-11.2959	16.6328	-1.34187	-5.27516	15.5388	-4.24979	3.15064	6.71342	-6.32613	7.66568	6.17964	-1.9482	1.95251	0.393617	-2.99502	-4.68321	0.734414
20	4.55919	4.67138	16.5032	10.8703	7.98651	14.6759	6.47641	-1.31894	26.8458	11.9636	-11.2853	26.5319	-0.0544457	-10.707	16.1398	-1.4731	-4.66479	14.8815	-4.13726	3.14628	7.24253	-6.16469	7.68856	6.60036	-1.87068	1.92606	0.324019	-2.80869	-4.68807	0.647714
21	4.04062	4.6878	16.6557	10.3184	7.91851	14.8145	6.15108	-1.6807	25.8154	11.7009	-11.5466	25.3727	-0.30243	-10.3488	15.557	-1.60654	-4.25378	14.1586	-4.01121	3.42751	7.71514	-5.98192	8.02485	6.98377	-1.80143	1.90902	0.246981	-2.63024	-4.68677	0.552194
22	3.49015	4.62728	16.8593	9.72958	7.79559	15.0104	5.80171	-1.98798	24.8049	11.3906	-11.8258	24.2488	-0.521887	-10.1503	14.8942	-1.72041	-4.00666	13.3839	-3.87052	3.88393	8.13683	-5.77902	8.59463	7.33624	-1.73233	1.89976	0.161724	-2.45873	-4.68322	0.44719
23	2.92484	4.48079	17.0835	9.13231	7.60729	15.2303	5.44551	-2.19202	23.7895	11.0671	-12.048	23.1336	-0.70181	-9.9917	14.1803	-1.79936	-3.81595	12.5866	-3.72164	4.35494	8.5167	-5.56826	9.22276	7.66256	-1.65697	1.89351	0.0661257	-2.29261	-4.68345	0.33167
24	2.35395	4.24448	17.297	8.5493	7.34941	15.4412	5.09507	-2.23987	22.747	10.7593	-12.1438	22.0043	-0.843769	-9.79085	13.4465	-1.8381	-3.56858	11.7972	-3.5694	4.70999	8.86609	-5.36755	9.72883	7.96752	-1.57266	1.88514	-0.0407686	-2.13119	-4.69268	0.2053
25	1.77873	3.91838	17.4722	7.99469	7.02356	15.6191	4.75404	-2.09939	21.6577	10.4851	-12.0737	20.8478	-0.95684	-9.51598	12.715	-1.84153	-3.20494	11.0385	-3.41875	4.88275	9.199	-5.1908	10.0086	8.26009	-1.48193	1.87438	-0.155313	-1.97529	-4.71181	0.0707038
26	1.20027	3.51074	17.595	7.47408	6.63771	15.7502	4.42065	-1.78864	20.5188	10.2496	-11.8415	19.6587	-1.05369	-9.15431	11.9997	-1.82025	-2.72557	10.3203	-3.27772	4.85889	9.53118	-5.04113	10.0521	8.55414	-1.39121	1.87015	-0.268946	-1.82495	-4.73512	-0.0644638
27	0.629061	3.04194	17.6694	6.98485	6.2064	15.8278	4.09566	-1.37601	19.3499	10.0446	-11.4855	18.4335	-1.14667	-8.70044	11.3115	-1.78339	-2.16518	9.63825	-3.15222	4.66223	9.87536	-4.9114	9.91136	8.85982	-1.30545	1.88642	-0.373479	-1.67654	-4.75288	-0.19273
