Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.057668	-5.4e-05	-0.231098	-0.0545233	-0.00267333	-0.16153	-0.00688	-0.001304	-0.111412	0.000183333	-0.00139333	-0.07949	0.002096	-0.001914	-0.003082	-0.00593	-0.00441333	-0.01053	-0.028352	0.642	0.000122	-0.0967	0.52968	0.0256667
1	-0.062104	-0.00511	-0.23666	-0.0853567	-0.00033	-0.14916	-0.01238	-0.001862	-0.094512	-0.00985333	-0.00364	-0.0782033	-0.002034	-0.006748	-0.016066	-0.01412	-0.0104967	-0.02429	-0.113424	1.64132	-0.042262	-0.187893	1.37361	0.03239
2	-0.06028	-0.007212	-0.206534	-0.0948767	-0.00371333	-0.133337	-0.02242	-0.004086	-0.077794	-0.01633	-0.00730333	-0.0717967	-0.010998	-0.014044	-0.037624	-0.0261633	-0.0183733	-0.04484	-0.249514	2.62379	-0.11269	-0.276313	2.31085	0.0120633
3	-0.045016	-0.001394	-0.190626	-0.0596867	-0.00497667	-0.11701	-0.029154	-0.0056	-0.083896	-0.01225	-0.00952667	-0.0613867	-0.021956	-0.020242	-0.056656	-0.0395333	-0.0248467	-0.06326	-0.413122	3.32916	-0.179622	-0.38982	3.11057	-0.0332033
4	-0.006668	0.00925	-0.180646	-0.0209267	-0.00225	-0.128947	-0.025662	-0.003482	-0.089754	-0.00674	-0.01015	-0.0626167	-0.030716	-0.023748	-0.065304	-0.0499733	-0.0306867	-0.0703133	-0.538452	3.85158	-0.22961	-0.51471	3.7508	-0.0916933
5	0.057266	0.02037	-0.181878	0.0455467	0.00560333	-0.158553	-0.004744	0.00219	-0.075638	0.0149967	-0.00620333	-0.06305	-0.03592	-0.023868	-0.065516	-0.0570333	-0.0327133	-0.0694667	-0.602406	4.25384	-0.246152	-0.592547	4.24888	-0.13818
6	0.126832	0.024882	-0.211626	0.137463	0.01222	-0.177417	0.02551	0.00615	-0.053984	0.05222	-7.66667e-05	-0.0509667	-0.036424	-0.022502	-0.05816	-0.0596233	-0.0311967	-0.0637533	-0.640412	4.52124	-0.20895	-0.620013	4.58262	-0.139523
7	0.166214	0.017452	-0.257572	0.205607	0.00864333	-0.197857	0.050386	0.003688	-0.04142	0.0862033	0.00135	-0.0410333	-0.03177	-0.02248	-0.045298	-0.0563167	-0.0306667	-0.0533333	-0.661408	4.69399	-0.119414	-0.619567	4.78758	-0.0727167
8	0.193122	0.00086	-0.293674	0.2534	-0.00420667	-0.21837	0.075838	-0.003006	-0.038444	0.120307	-0.00216667	-0.0364867	-0.02466	-0.022636	-0.031306	-0.0487833	-0.0307867	-0.0410233	-0.665014	4.85588	-0.009972	-0.607697	4.94557	0.0471067
9	0.229292	-0.016464	-0.30948	0.29146	-0.01961	-0.231933	0.106462	-0.00935	-0.041202	0.161423	-0.00747667	-0.0396067	-0.01817	-0.021638	-0.018076	-0.04023	-0.0296367	-0.0283733	-0.658856	5.06842	0.084786	-0.59059	5.12822	0.180383
10	0.277144	-0.026716	-0.288346	0.335163	-0.0296433	-0.22892	0.138578	-0.01272	-0.042198	0.208903	-0.0114133	-0.0484133	-0.013698	-0.020258	-0.005162	-0.0332767	-0.0270367	-0.01523	-0.650416	5.37172	0.151142	-0.566053	5.40612	0.29392
11	0.335254	-0.02745	-0.242368	0.39267	-0.0302867	-0.20529	0.169794	-0.012944	-0.040406	0.256867	-0.0120733	-0.0587167	-0.011192	-0.018838	0.00877	-0.0291633	-0.02408	-0.000796667	-0.650918	5.80376	0.19275	-0.544063	5.84503	0.37135
12	0.396362	-0.020156	-0.196936	0.460507	-0.0231567	-0.177933	0.20058	-0.011608	-0.039766	0.30175	-0.00953333	-0.0717233	-0.009838	-0.01666	0.025378	-0.0283867	-0.0212167	0.01586	-0.670128	6.38907	0.218402	-0.540177	6.48548	0.407513
13	0.450774	-0.010692	-0.169916	0.53165	-0.0129333	-0.155047	0.230536	-0.010618	-0.042052	0.34276	-0.00567667	-0.0875367	-0.00907	-0.013096	0.04575	-0.03078	-0.0181267	0.0355433	-0.709212	7.10388	0.233424	-0.56268	7.3094	0.40451
14	0.49555	-0.00381	-0.15685	0.597867	-0.00394	-0.141123	0.259088	-0.010206	-0.044382	0.379767	-0.00253667	-0.104913	-0.008832	-0.008012	0.069568	-0.03507	-0.0144033	0.05844	-0.758176	7.86311	0.239214	-0.603433	8.21327	0.376433
15	0.53278	-0.001392	-0.145716	0.65203	0.000816667	-0.128217	0.28465	-0.00938	-0.042802	0.412727	-4.33333e-05	-0.118083	-0.008656	-0.001652	0.095704	-0.0390667	-0.00958333	0.0846467	-0.801412	8.558	0.23895	-0.64097	9.04521	0.346063
16	0.567318	-0.002172	-0.134046	0.69441	0.00072	-0.111133	0.306936	-0.007698	-0.037832	0.442433	0.00291	-0.124087	-0.007694	0.005678	0.122868	-0.04087	-0.00322	0.114013	-0.825592	9.10854	0.237332	-0.657843	9.68807	0.332593
17	0.59938	-0.006352	-0.125128	0.726157	-0.00276333	-0.0964867	0.325202	-0.005054	-0.031148	0.469183	0.00671333	-0.12578	-0.006034	0.013532	0.149818	-0.0397067	0.00460333	0.145627	-0.825278	9.49007	0.23754	-0.647643	10.1081	0.3403
18	0.626964	-0.009932	-0.1108	0.750283	-0.00253333	-0.07314	0.339728	-0.001104	-0.024224	0.491703	0.01144	-0.124917	-0.004388	0.021692	0.176034	-0.0360467	0.0134733	0.17798	-0.802764	9.73103	0.239882	-0.61312	10.3348	0.359
19	0.648772	-0.008276	-0.08617	0.76748	0.00103667	-0.0459833	0.35079	0.003538	-0.0206	0.506987	0.01665	-0.124503	-0.003544	0.029812	0.201334	-0.0311967	0.02289	0.210447	-0.76394	9.87358	0.24253	-0.56289	10.4053	0.37548
20	0.660808	-0.00358	-0.064356	0.778293	0.00437	-0.0264467	0.357064	0.007924	-0.02268	0.513107	0.0222	-0.125713	-0.003104	0.037736	0.225786	-0.0257267	0.0329533	0.243633	-0.713494	9.9418	0.243088	-0.507893	10.3395	0.383117
21	0.662052	0.003796	-0.037112	0.780963	0.00965	-0.00189	0.358254	0.011572	-0.02985	0.509603	0.0283333	-0.127713	-0.002452	0.045608	0.249618	-0.0193867	0.0438933	0.27763	-0.654796	9.93813	0.240834	-0.456173	10.1567	0.381083
22	0.656454	0.011346	-0.008046	0.77337	0.01592	0.0324467	0.354616	0.014528	-0.041018	0.497807	0.0348433	-0.12909	-0.001586	0.053496	0.273194	-0.01214	0.05558	0.312333	-0.592242	9.85552	0.236754	-0.41205	9.89036	0.369933
23	0.647342	0.017326	0.023554	0.751753	0.02116	0.0557167	0.347376	0.017658	-0.052314	0.47958	0.0407733	-0.131937	-0.000682	0.06136	0.29645	-0.00411333	0.0677133	0.348147	-0.531166	9.69447	0.232374	-0.37972	9.5888	0.350627
24	0.635232	0.02057	0.049276	0.728477	0.0282333	0.0763267	0.337756	0.021046	-0.061582	0.459873	0.0464533	-0.135357	0.000334	0.06914	0.319156	0.00455667	0.0804933	0.385723	-0.474338	9.47489	0.227762	-0.36194	9.3051	0.32592
25	0.61915	0.02336	0.064546	0.709713	0.0346067	0.0988833	0.326538	0.024196	-0.070628	0.44223	0.0523033	-0.136263	0.001632	0.076984	0.341936	0.0134567	0.09366	0.424847	-0.422898	9.2357	0.221258	-0.356923	9.07953	0.300797
26	0.599234	0.026218	0.074934	0.694287	0.0374767	0.109	0.313944	0.027254	-0.079696	0.42861	0.058	-0.135997	0.003356	0.085366	0.366194	0.0225833	0.10688	0.46468	-0.378682	9.02089	0.211078	-0.357537	8.93365	0.279387
27	0.57956	0.027628	0.08434	0.680563	0.0398467	0.107987	0.301888	0.030842	-0.086564	0.419553	0.0636033	-0.138903	0.00563	0.094666	0.392862	0.03172	0.120177	0.504907	-0.343076	8.86461	0.19742	-0.35314	8.87203	0.26161
28	0.56409	0.029446	0.094306	0.66407	0.0431167	0.108533	0.292036	0.034974	-0.092926	0.413527	0.0696467	-0.146577	0.008462	0.104978	0.422238	0.0400533	0.133697	0.545913	-0.313406	8.78211	0.182152	-0.334317	8.88517	0.245163
29	0.55366	0.03251	0.100242	0.654293	0.0464233	0.137147	0.285886	0.039168	-0.102016	0.409317	0.0771833	-0.15184	0.011878	0.116226	0.454096	0.04626	0.14724	0.58716	-0.283938	8.7696	0.166676	-0.298183	8.95302	0.22843
30	0.545828	0.036872	0.109762	0.650977	0.0492067	0.162173	0.282036	0.043672	-0.111938	0.407503	0.0846667	-0.158993	0.015986	0.128384	0.487796	0.05092	0.160603	0.627267	-0.251392	8.81027	0.151776	-0.248	9.05023	0.213027
31	0.540168	0.0418	0.12144	0.650223	0.0527533	0.174067	0.278906	0.04856	-0.122162	0.40834	0.09087	-0.170447	0.020736	0.141384	0.523092	0.0559933	0.173807	0.666593	-0.21713	8.88757	0.138212	-0.19147	9.15589	0.20241
32	0.538682	0.045664	0.137992	0.652777	0.0579733	0.184717	0.277148	0.054144	-0.130012	0.41086	0.0966567	-0.1825	0.025288	0.155026	0.560488	0.0624367	0.18708	0.70658	-0.183982	8.98483	0.126526	-0.13826	9.25686	0.198343
33	0.541536	0.048404	0.151336	0.65625	0.06339	0.19328	0.277426	0.059528	-0.138706	0.41445	0.102447	-0.194107	0.02947	0.169176	0.600342	0.0701633	0.200447	0.748087	-0.15329	9.08236	0.118416	-0.0946933	9.3433	0.199197
34	0.546908	0.051702	0.158302	0.65942	0.06877	0.205347	0.280424	0.064558	-0.149562	0.418907	0.108623	-0.204483	0.033682	0.183746	0.641842	0.0784567	0.213973	0.791717	-0.124486	9.16401	0.115954	-0.0601333	9.41123	0.202037
35	0.551866	0.056564	0.17366	0.66331	0.07461	0.21697	0.284202	0.069376	-0.158984	0.423773	0.11481	-0.21598	0.037972	0.198052	0.68375	0.0868433	0.227527	0.836787	-0.096462	9.22094	0.119396	-0.0291	9.46008	0.205923
