Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	801.927	1009.97	1354.15	812.092	999.724	1096.76	621.597	1061.11	1258.39	623.165	1061.47	1175.05	717.086	1098.19	1051	723.314	1097.04	1389.85	719.921	906.221	1419.97	689.437	521.702	1402.73	667.125	462.306	1409.06	736.585	445.412	1355.96	654.462	78.6393	1383.72	611.71	53.7731	1332.22	825.121	49.8854	1330.15	790.702	34.7929	1403.46	704.689	908.661	1038.87	723.931	522.08	1050.77	699.168	454.568	1044.4	763.559	437.643	1087.13	673.437	77.7172	1056.2	621.815	48.086	1101.78	836.398	47.7484	1105.62	811.28	31.0094	1037.69	685.495	506.249	1273.24	685.98	93.6206	1299.45	820.521	41.6187	1361.33	721.401	504.787	1174.13	695.163	88.9249	1144.38	834.717	38.8968	1080.95
0.007	801.932	1009.96	1354.16	812.099	999.729	1096.75	621.603	1061.11	1258.38	623.176	1061.48	1175.03	717.103	1098.18	1051	723.32	1097.04	1389.84	719.926	906.227	1419.97	689.447	521.7	1402.73	667.152	462.349	1409.18	736.587	445.415	1355.96	654.454	78.6373	1383.72	611.709	53.7728	1332.21	825.122	49.8837	1330.16	790.697	34.7999	1403.46	704.699	908.659	1038.87	723.943	522.077	1050.78	699.151	454.566	1044.4	763.557	437.632	1087.13	673.443	77.7045	1056.22	621.814	48.0869	1101.78	836.401	47.7399	1105.62	811.3	31.0106	1037.68	685.495	506.246	1273.24	685.982	93.6199	1299.46	820.522	41.6179	1361.33	721.403	504.795	1174.14	695.157	88.9325	1144.39	834.713	38.8961	1080.95
0.013	801.937	1009.96	1354.15	812.109	999.731	1096.77	621.606	1061.1	1258.38	623.179	1061.47	1175.04	717.083	1098.19	1050.98	723.329	1097.04	1389.83	719.939	906.227	1419.97	689.444	521.698	1402.72	667.118	462.305	1409.06	736.589	445.41	1355.98	654.452	78.6415	1383.72	611.713	53.7677	1332.21	825.123	49.8859	1330.15	790.694	34.7912	1403.46	704.706	908.661	1038.86	723.942	522.076	1050.77	699.161	454.573	1044.4	763.561	437.639	1087.12	673.435	77.6947	1056.2	621.813	48.0831	1101.77	836.399	47.7459	1105.61	811.294	31.0074	1037.69	685.483	506.251	1273.24	685.988	93.6179	1299.45	820.526	41.623	1361.34	721.401	504.789	1174.13	695.148	88.9299	1144.39	834.717	38.8976	1080.95
0.02	801.936	1009.95	1354.15	812.101	999.736	1096.76	621.612	1061.11	1258.38	623.198	1061.47	1175.03	717.075	1098.2	1050.98	723.342	1097.03	1389.84	719.944	906.221	1419.96	689.443	521.695	1402.72	667.154	462.334	1409.18	736.593	445.405	1355.98	654.456	78.6352	1383.71	611.719	53.772	1332.22	825.124	49.8804	1330.15	790.707	34.7955	1403.46	704.723	908.659	1038.86	723.924	522.076	1050.77	699.157	454.572	1044.4	763.557	437.634	1087.13	673.438	77.6937	1056.22	621.804	48.0761	1101.77	836.393	47.7424	1105.61	811.292	31.0123	1037.69	685.493	506.253	1273.24	685.977	93.6242	1299.45	820.527	41.6217	1361.34	721.388	504.787	1174.13	695.159	88.9328	1144.39	834.722	38.9003	1080.94
0.027	801.951	1009.96	1354.15	812.101	999.724	1096.76	621.614	1061.11	1258.38	623.203	1061.49	1175.04	717.096	1098.2	1050.98	723.351	1097.04	1389.83	719.95	906.218	1419.96	689.452	521.697	1402.73	667.125	462.309	1409.05	736.588	445.414	1355.97	654.462	78.6494	1383.73	611.713	53.7634	1332.21	825.126	49.8915	1330.15	790.699	34.7929	1403.46	704.724	908.657	1038.87	723.94	522.075	1050.77	699.165	454.565	1044.39	763.564	437.647	1087.13	673.44	77.6924	1056.21	621.809	48.0808	1101.78	836.4	47.75	1105.61	811.283	31.009	1037.68	685.499	506.253	1273.25	685.985	93.6245	1299.46	820.517	41.6246	1361.34	721.397	504.803	1174.14	695.154	88.9238	1144.39	834.712	38.9021	1080.94
0.033	801.95	1009.95	1354.15	812.106	999.729	1096.75	621.622	1061.11	1258.38	623.193	1061.48	1175.02	717.112	1098.19	1051	723.343	1097.03	1389.83	719.95	906.223	1419.96	689.455	521.7	1402.72	667.13	462.307	1409.05	736.597	445.405	1355.97	654.455	78.6423	1383.73	611.717	53.7643	1332.22	825.135	49.8857	1330.16	790.702	34.7951	1403.46	704.728	908.658	1038.85	723.929	522.078	1050.77	699.164	454.571	1044.39	763.555	437.635	1087.13	673.436	77.6896	1056.2	621.819	48.0807	1101.76	836.402	47.7382	1105.61	811.288	31.0167	1037.69	685.482	506.246	1273.24	685.984	93.6166	1299.45	820.522	41.6149	1361.33	721.392	504.786	1174.13	695.163	88.9337	1144.4	834.723	38.9002	1080.93
0.04	801.95	1009.95	1354.15	812.11	999.725	1096.76	621.624	1061.11	1258.37	623.198	1061.48	1175.03	717.105	1098.2	1050.99	723.349	1097.03	1389.83	719.945	906.211	1419.96	689.459	521.695	1402.72	667.135	462.305	1409.06	736.596	445.409	1355.97	654.456	78.6358	1383.72	611.721	53.7661	1332.22	825.126	49.8855	1330.15	790.699	34.8019	1403.46	704.733	908.661	1038.86	723.941	522.074	1050.77	699.168	454.571	1044.39	763.558	437.637	1087.13	673.437	77.694	1056.21	621.806	48.0836	1101.78	836.396	47.7533	1105.61	811.29	31.0116	1037.69	685.496	506.246	1273.24	685.983	93.6258	1299.45	820.527	41.6191	1361.34	721.391	504.797	1174.14	695.149	88.9264	1144.39	834.714	38.899	1080.95
0.047	801.954	1009.95	1354.15	812.113	999.73	1096.76	621.629	1061.1	1258.37	623.202	1061.47	1175.03	717.114	1098.19	1050.99	723.35	1097.02	1389.83	719.953	906.21	1419.96	689.456	521.695	1402.72	667.162	462.335	1409.17	736.589	445.406	1355.97	654.456	78.6358	1383.72	611.711	53.7762	1332.21	825.119	49.88	1330.15	790.703	34.7944	1403.46	704.733	908.656	1038.85	723.941	522.078	1050.77	699.174	454.577	1044.39	763.574	437.645	1087.13	673.449	77.6927	1056.2	621.809	48.0846	1101.76	836.397	47.7412	1105.62	811.294	31.0181	1037.69	685.484	506.247	1273.23	685.979	93.6212	1299.45	820.528	41.6181	1361.34	721.399	504.789	1174.13	695.156	88.9349	1144.39	834.723	38.9017	1080.94
0.053	801.955	1009.95	1354.14	812.111	999.721	1096.75	621.638	1061.11	1258.37	623.205	1061.47	1175.02	717.107	1098.2	1050.99	723.357	1097.03	1389.84	719.956	906.218	1419.95	689.461	521.687	1402.72	667.136	462.291	1409.05	736.602	445.402	1355.97	654.458	78.6336	1383.71	611.711	53.7689	1332.21	825.13	49.883	1330.15	790.706	34.8032	1403.46	704.727	908.661	1038.85	723.941	522.064	1050.77	699.169	454.577	1044.39	763.568	437.633	1087.13	673.437	77.6999	1056.2	621.806	48.0754	1101.78	836.394	47.7418	1105.61	811.29	31.0147	1037.69	685.495	506.238	1273.24	685.984	93.6137	1299.46	820.518	41.6277	1361.33	721.406	504.789	1174.13	695.163	88.9294	1144.39	834.713	38.9026	1080.94
0.06	801.964	1009.95	1354.14	812.109	999.724	1096.75	621.625	1061.11	1258.38	623.205	1061.47	1175.02	717.09	1098.2	1050.98	723.364	1097.01	1389.84	719.953	906.222	1419.95	689.455	521.697	1402.72	667.136	462.296	1409.05	736.596	445.407	1355.97	654.452	78.6413	1383.72	611.714	53.7671	1332.21	825.129	49.8832	1330.15	790.698	34.7947	1403.45	704.729	908.653	1038.85	723.943	522.073	1050.77	699.171	454.565	1044.39	763.572	437.64	1087.13	673.438	77.6902	1056.2	621.809	48.0703	1101.76	836.386	47.746	1105.62	811.281	31.0155	1037.69	685.489	506.24	1273.23	685.992	93.6221	1299.45	820.527	41.6195	1361.33	721.415	504.795	1174.14	695.155	88.9269	1144.39	834.709	38.8999	1080.95
