Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	810.401	873.646	1334.27	812.069	873.085	1124.06	641.615	899.722	1267.68	639.786	897.224	1194.34	741.364	933.458	1093.82	740.843	936.914	1366.17	749.118	818.73	1391.58	708.476	449.438	1394.76	698.615	403.136	1400.71	742.876	387.053	1348.54	672.987	63.0257	1408.48	632.553	47.6844	1372.1	818.746	40.4475	1353.35	792.567	29.3335	1420.96	735.464	810.293	1073.31	696.578	442.091	1067.09	692.23	394.165	1062.64	736.11	380.707	1105.6	676.066	64.1222	1048.4	633.046	47.2693	1083.46	819.167	40.4294	1104.22	796.205	27.0717	1038.4	688.15	429.927	1284.96	688.492	81.5603	1333.25	817.283	36.5269	1379.22	686.692	428.459	1179.94	689.056	79.856	1123.52	821.895	34.0417	1080.03
0.007	810.399	873.65	1334.28	812.07	873.085	1124.07	641.612	899.718	1267.69	639.784	897.22	1194.34	741.36	933.461	1093.81	740.851	936.914	1366.17	749.126	818.735	1391.57	708.518	449.523	1395.07	698.62	403.139	1400.72	742.87	387.05	1348.54	672.987	63.0169	1408.48	632.546	47.6922	1372.11	818.739	40.4506	1353.35	792.567	29.3367	1421.06	735.473	810.297	1073.32	696.575	442.096	1067.09	692.254	394.123	1062.75	736.114	380.72	1105.6	676.067	64.1296	1048.39	633.052	47.2743	1083.45	819.17	40.4288	1104.2	796.202	27.0777	1038.4	688.158	429.927	1284.97	688.498	81.5724	1333.24	817.285	36.5274	1379.22	686.676	428.498	1179.94	689.053	79.8658	1123.51	821.898	34.043	1080.02
0.013	810.398	873.651	1334.28	812.081	873.09	1124.07	641.615	899.725	1267.7	639.794	897.228	1194.34	741.373	933.464	1093.82	740.854	936.916	1366.18	749.13	818.737	1391.57	708.481	449.424	1394.76	698.6	403.143	1400.74	742.867	387.049	1348.56	672.983	63.0181	1408.48	632.544	47.6871	1372.1	818.745	40.4528	1353.35	792.577	29.328	1420.96	735.474	810.298	1073.33	696.58	442.096	1067.09	692.241	394.132	1062.74	736.106	380.714	1105.62	676.062	64.1406	1048.4	633.046	47.2699	1083.45	819.169	40.4281	1104.21	796.19	27.0689	1038.39	688.157	429.926	1284.99	688.49	81.5777	1333.25	817.289	36.5293	1379.22	686.68	428.491	1179.93	689.043	79.8643	1123.51	821.888	34.0463	1080.02
0.02	810.399	873.641	1334.3	812.092	873.082	1124.08	641.623	899.73	1267.7	639.797	897.229	1194.35	741.386	933.466	1093.82	740.864	936.921	1366.17	749.138	818.732	1391.57	708.471	449.445	1394.78	698.596	403.14	1400.72	742.849	387.059	1348.58	672.983	63.0246	1408.47	632.55	47.6882	1372.1	818.742	40.4477	1353.35	792.565	29.329	1420.97	735.481	810.3	1073.33	696.576	442.09	1067.1	692.249	394.123	1062.75	736.111	380.719	1105.61	676.06	64.1209	1048.38	633.051	47.2729	1083.44	819.174	40.4256	1104.21	796.196	27.0609	1038.39	688.143	429.928	1284.98	688.507	81.534	1333.26	817.291	36.5364	1379.22	686.682	428.5	1179.94	689.057	79.8549	1123.51	821.896	34.0114	1080.01
0.027	810.396	873.641	1334.3	812.099	873.087	1124.08	641.619	899.732	1267.7	639.8	897.24	1194.34	741.395	933.464	1093.82	740.865	936.926	1366.18	749.138	818.739	1391.56	708.456	449.438	1394.77	698.58	403.139	1400.74	742.847	387.051	1348.57	672.988	63.0164	1408.48	632.547	47.6897	1372.1	818.732	40.4579	1353.35	792.574	29.3355	1420.96	735.491	810.31	1073.32	696.581	442.099	1067.09	692.245	394.167	1062.64	736.102	380.718	1105.62	676.063	64.1295	1048.37	633.043	47.2771	1083.45	819.167	40.431	1104.2	796.197	27.075	1038.38	688.134	429.926	1284.99	688.497	81.5654	1333.26	817.289	36.5254	1379.22	686.681	428.489	1179.93	689.059	79.8644	1123.51	821.904	34.0114	1080
0.033	810.396	873.636	1334.31	812.113	873.081	1124.09	641.619	899.742	1267.7	639.807	897.245	1194.34	741.413	933.464	1093.82	740.868	936.932	1366.18	749.144	818.735	1391.56	708.454	449.444	1394.78	698.591	403.134	1400.74	742.83	387.054	1348.58	672.987	63.0185	1408.48	632.546	47.683	1372.11	818.744	40.4557	1353.35	792.575	29.331	1420.96	735.503	810.307	1073.33	696.57	442.105	1067.1	692.247	394.131	1062.75	736.104	380.717	1105.62	676.059	64.1244	1048.38	633.046	47.2748	1083.45	819.166	40.4363	1104.2	796.191	27.0681	1038.39	688.106	429.936	1285	688.508	81.5253	1333.26	817.287	36.5323	1379.22	686.673	428.494	1179.94	689.046	79.8724	1123.51	821.903	34.0422	1080.02
0.04	810.387	873.629	1334.31	812.124	873.079	1124.1	641.62	899.744	1267.69	639.804	897.252	1194.33	741.434	933.466	1093.82	740.861	936.925	1366.18	749.143	818.733	1391.56	708.444	449.445	1394.78	698.572	403.141	1400.74	742.828	387.047	1348.57	672.983	63.0168	1408.47	632.544	47.6892	1372.1	818.734	40.4494	1353.34	792.569	29.3298	1420.96	735.503	810.306	1073.32	696.565	442.091	1067.09	692.243	394.133	1062.74	736.088	380.719	1105.61	676.069	64.1325	1048.39	633.041	47.2782	1083.44	819.168	40.4351	1104.2	796.196	27.0723	1038.38	688.109	429.923	1285	688.489	81.5827	1333.26	817.288	36.5354	1379.22	686.658	428.494	1179.94	689.056	79.8685	1123.51	821.899	34.047	1080.02
0.047	810.381	873.639	1334.31	812.128	873.074	1124.1	641.609	899.757	1267.68	639.81	897.261	1194.32	741.446	933.472	1093.83	740.861	936.924	1366.18	749.137	818.735	1391.55	708.429	449.447	1394.79	698.572	403.14	1400.74	742.829	387.053	1348.58	672.979	63.0211	1408.49	632.544	47.6779	1372.1	818.751	40.4531	1353.35	792.571	29.3275	1420.97	735.52	810.306	1073.32	696.572	442.093	1067.09	692.247	394.131	1062.75	736.091	380.713	1105.62	676.064	64.1239	1048.39	633.044	47.2719	1083.44	819.165	40.4222	1104.19	796.198	27.0669	1038.39	688.107	429.921	1285	688.477	81.5757	1333.26	817.291	36.5368	1379.22	686.656	428.496	1179.94	689.047	79.8622	1123.51	821.891	34.0403	1080.02
0.053	810.375	873.635	1334.31	812.136	873.067	1124.12	641.615	899.763	1267.69	639.813	897.27	1194.32	741.459	933.471	1093.82	740.854	936.927	1366.18	749.122	818.731	1391.55	708.487	449.502	1395.07	698.564	403.142	1400.74	742.812	387.053	1348.58	672.975	63.0215	1408.48	632.538	47.6926	1372.1	818.738	40.4548	1353.36	792.574	29.3205	1420.97	735.531	810.3	1073.32	696.552	442.09	1067.09	692.236	394.13	1062.75	736.078	380.715	1105.62	676.065	64.1294	1048.39	633.044	47.2775	1083.44	819.169	40.4343	1104.21	796.203	27.0647	1038.39	688.11	429.924	1285	688.505	81.5273	1333.27	817.288	36.5363	1379.22	686.65	428.459	1179.94	689.053	79.8589	1123.5	821.894	34.0478	1080.02
0.06	810.367	873.638	1334.33	812.145	873.066	1124.11	641.608	899.769	1267.67	639.817	897.27	1194.3	741.468	933.468	1093.81	740.843	936.927	1366.17	749.12	818.731	1391.54	708.426	449.447	1394.78	698.553	403.136	1400.75	742.813	387.054	1348.58	672.968	63.0298	1408.48	632.546	47.6875	1372.1	818.736	40.4534	1353.34	792.572	29.3264	1420.96	735.536	810.299	1073.32	696.567	442.087	1067.09	692.234	394.126	1062.75	736.078	380.705	1105.62	676.063	64.1281	1048.38	633.048	47.2671	1083.43	819.167	40.4304	1104.2	796.2	27.0701	1038.39	688.103	429.927	1285	688.512	81.5198	1333.26	817.283	36.5309	1379.22	686.639	428.49	1179.93	689.041	79.8667	1123.51	821.9	34.0106	1080
