Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	801.748	936.12	1336.93	800.972	928.396	1084.42	623.849	976.32	1239.73	622.416	975.029	1166.64	714.906	978.305	1036.39	710.264	982.537	1382.78	710.741	860.239	1387.97	700.762	477.197	1379.28	695.933	429.313	1383.02	763.019	402.886	1337.57	672.739	71.2614	1388.29	624.863	54.5459	1351.54	821.086	42.597	1333.5	786.573	30.3011	1407.51	704.578	836.193	1034.45	701.919	481.416	1049.38	696.94	434.933	1046.93	745.302	401.028	1078.3	674.134	71.4327	1048.59	623.043	43.8991	1087.59	815.39	46.2056	1110.94	796.405	26.448	1041.69	735.474	457.084	1264.03	685.281	78.463	1308.85	814.636	40.2284	1363.18	722.7	455.463	1163.72	691.552	84.04	1127.87	818.375	38.3458	1082
0.007	801.721	936.113	1336.93	800.937	928.389	1084.43	623.823	976.321	1239.73	622.387	975.04	1166.65	714.87	978.315	1036.4	710.237	982.521	1382.79	710.705	860.239	1387.97	700.714	477.193	1379.27	695.871	429.323	1383.01	762.973	402.89	1337.58	672.729	71.2576	1388.29	624.856	54.5292	1351.55	821.081	42.6058	1333.5	786.58	30.3001	1407.48	704.542	836.2	1034.45	701.907	481.42	1049.37	696.948	434.943	1046.94	745.296	401.034	1078.3	674.133	71.4365	1048.58	623.039	43.8862	1087.59	815.389	46.2049	1110.94	796.4	26.4606	1041.69	735.425	457.07	1264.03	685.264	78.4568	1308.85	814.634	40.2379	1363.17	722.675	455.464	1163.71	691.556	84.0471	1127.87	818.369	38.3497	1081.99
0.013	801.687	936.101	1336.93	800.91	928.382	1084.42	623.803	976.327	1239.73	622.363	975.044	1166.65	714.844	978.324	1036.41	710.216	982.5	1382.8	710.676	860.237	1387.97	700.644	477.189	1379.27	695.794	429.334	1383.03	762.922	402.907	1337.58	672.715	71.2564	1388.29	624.856	54.5291	1351.54	821.078	42.592	1333.5	786.571	30.2974	1407.5	704.51	836.205	1034.46	701.906	481.418	1049.38	696.936	434.935	1046.93	745.287	401.024	1078.3	674.138	71.432	1048.58	623.031	43.8847	1087.59	815.392	46.2088	1110.94	796.411	26.4566	1041.69	735.413	457.08	1264.03	685.266	78.4661	1308.84	814.639	40.2367	1363.16	722.685	455.456	1163.71	691.551	84.0347	1127.88	818.378	38.3493	1082
0.02	801.661	936.086	1336.93	800.881	928.379	1084.42	623.782	976.344	1239.74	622.335	975.058	1166.65	714.807	978.334	1036.41	710.192	982.494	1382.8	710.64	860.238	1387.98	700.577	477.189	1379.27	695.717	429.342	1383.01	762.874	402.917	1337.59	672.719	71.2567	1388.29	624.853	54.5197	1351.55	821.079	42.5988	1333.51	786.577	30.3006	1407.48	704.479	836.212	1034.46	701.899	481.403	1049.38	696.93	434.933	1046.92	745.273	401.02	1078.29	674.139	71.4368	1048.59	623.035	43.8819	1087.58	815.396	46.2008	1110.93	796.394	26.4582	1041.68	735.349	457.084	1264.03	685.252	78.4653	1308.84	814.632	40.2313	1363.16	722.67	455.452	1163.7	691.543	84.0378	1127.87	818.372	38.3468	1082
0.027	801.632	936.026	1336.86	800.846	928.379	1084.42	623.761	976.349	1239.75	622.319	975.059	1166.66	714.784	978.344	1036.41	710.166	982.495	1382.81	710.625	860.242	1387.99	700.504	477.198	1379.25	695.661	429.348	1383.01	762.826	402.931	1337.58	672.716	71.2648	1388.29	624.846	54.5194	1351.56	821.068	42.59	1333.5	786.57	30.304	1407.49	704.446	836.205	1034.47	701.893	481.404	1049.37	696.924	434.933	1046.93	745.268	401.014	1078.29	674.134	71.433	1048.58	623.028	43.8867	1087.58	815.384	46.2075	1110.94	796.395	26.4567	1041.69	735.284	457.06	1263.84	685.239	78.4634	1308.84	814.628	40.2363	1363.17	722.673	455.451	1163.7	691.546	84.0447	1127.87	818.371	38.3504	1082
0.033	801.616	936.087	1336.93	800.824	928.376	1084.42	623.741	976.368	1239.74	622.294	975.073	1166.66	714.757	978.332	1036.41	710.147	982.503	1382.8	710.6	860.249	1388	700.453	477.198	1379.26	695.602	429.351	1383.01	762.769	402.932	1337.58	672.694	71.2666	1388.29	624.843	54.5262	1351.54	821.073	42.597	1333.5	786.573	30.3057	1407.5	704.421	836.202	1034.47	701.882	481.409	1049.37	696.918	434.934	1046.93	745.26	401.017	1078.28	674.126	71.4317	1048.57	623.027	43.8819	1087.57	815.376	46.2073	1110.94	796.389	26.4601	1041.68	735.259	457.073	1264.03	685.234	78.4623	1308.84	814.633	40.2367	1363.16	722.661	455.447	1163.69	691.54	84.0327	1127.86	818.365	38.3513	1082
0.04	801.593	936.084	1336.93	800.799	928.365	1084.42	623.721	976.38	1239.74	622.271	975.073	1166.67	714.726	978.329	1036.41	710.134	982.517	1382.79	710.578	860.253	1388	700.401	477.202	1379.25	695.551	429.356	1383	762.729	402.944	1337.57	672.694	71.2628	1388.28	624.842	54.5119	1351.55	821.062	42.5911	1333.5	786.576	30.3025	1407.48	704.406	836.192	1034.48	701.874	481.409	1049.38	696.903	434.93	1046.93	745.233	401.015	1078.29	674.126	71.4197	1048.59	623.025	43.8799	1087.58	815.38	46.2028	1110.93	796.394	26.4635	1041.69	735.212	457.077	1264.03	685.23	78.4558	1308.84	814.631	40.2404	1363.16	722.668	455.442	1163.7	691.54	84.0383	1127.87	818.369	38.3487	1082
0.047	801.579	936.104	1336.92	800.782	928.36	1084.42	623.699	976.393	1239.75	622.249	975.079	1166.67	714.698	978.319	1036.41	710.113	982.551	1382.8	710.561	860.261	1388	700.361	477.205	1379.25	695.518	429.36	1383	762.689	402.944	1337.57	672.699	71.2577	1388.28	624.845	54.5175	1351.55	821.069	42.593	1333.49	786.573	30.3074	1407.49	704.374	836.193	1034.48	701.855	481.402	1049.38	696.892	434.924	1046.93	745.225	401.019	1078.28	674.126	71.4244	1048.57	623.02	43.8796	1087.58	815.383	46.1985	1110.93	796.388	26.4605	1041.69	735.174	457.077	1264.02	685.242	78.4478	1308.84	814.632	40.2413	1363.16	722.633	455.439	1163.7	691.535	84.0336	1127.87	818.365	38.3422	1082
0.053	801.56	936.113	1336.9	800.764	928.361	1084.42	623.687	976.402	1239.74	622.223	975.081	1166.67	714.67	978.301	1036.41	710.098	982.584	1382.78	710.538	860.266	1388.01	700.313	477.214	1379.25	695.478	429.362	1383	762.658	402.953	1337.57	672.694	71.2613	1388.28	624.841	54.5196	1351.55	821.059	42.5924	1333.5	786.564	30.3063	1407.5	704.36	836.19	1034.49	701.839	481.397	1049.38	696.873	434.923	1046.94	745.217	401.005	1078.29	674.121	71.4265	1048.58	623.031	43.8662	1087.58	815.377	46.2068	1110.94	796.388	26.4505	1041.69	735.133	457.078	1264.03	685.233	78.4582	1308.84	814.631	40.2432	1363.16	722.617	455.456	1163.71	691.528	84.042	1127.88	818.368	38.3453	1082
0.06	801.533	936.133	1336.91	800.747	928.347	1084.43	623.668	976.406	1239.75	622.204	975.085	1166.67	714.645	978.28	1036.4	710.093	982.611	1382.77	710.514	860.285	1388.02	700.279	477.21	1379.25	695.448	429.373	1382.99	762.638	402.957	1337.58	672.68	71.2594	1388.28	624.834	54.516	1351.55	821.066	42.5983	1333.5	786.564	30.3037	1407.5	704.342	836.189	1034.48	701.83	481.39	1049.38	696.86	434.914	1046.94	745.201	401.005	1078.31	674.127	71.424	1048.58	623.021	43.8723	1087.6	815.376	46.1938	1110.94	796.39	26.4547	1041.7	735.114	457.082	1264.02	685.223	78.4615	1308.85	814.628	40.2386	1363.17	722.6	455.438	1163.72	691.53	84.0285	1127.88	818.365	38.348	1082.01
