Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-0.50727	2.29296	27.3228	-1.68828	3.33749	26.4256	-0.19934	-1.93159	47.8122	-2.51664	10.0611	49.0833	-0.30665	-23.7123	3.39292	-0.08207	-27.567	6.04459	9.33722	14.8226	2.70784	5.09651	7.56819	6.46102	8.95222	9.91065	23.4439	2.92977	8.8735	24.4378
1	-0.38121	2.38201	27.1768	-1.6101	3.47414	26.3946	-0.10318	-1.63642	47.4146	-2.53277	10.6801	48.679	-0.16922	-23.8916	4.36304	0.38654	-29.2709	6.85573	8.77486	14.9999	1.8952	4.91176	8.16563	5.76885	8.98715	9.40678	21.2044	3.07478	9.23781	22.5286
2	-0.15862	2.41939	26.9978	-1.44526	3.60025	26.3713	0.13327	-1.2784	46.689	-2.42801	11.0639	47.9805	0.00821	-24.3958	4.9875	0.73237	-30.9341	7.23657	7.83416	14.8423	0.39237	4.88509	8.80589	4.50273	8.97249	9.42872	18.2476	3.57718	9.68466	20.2625
3	0.16339	2.41169	26.8202	-1.17891	3.69799	26.3655	0.4853	-0.89197	45.6869	-2.19012	11.0806	47.1136	0.18394	-25.0305	5.13338	0.89155	-32.0949	7.24577	6.61967	14.2378	-1.5986	4.92396	9.15552	2.64889	8.8861	9.91061	14.9267	4.35974	10.2072	17.6652
4	0.5693	2.35669	26.6738	-0.81421	3.74075	26.384	0.91681	-0.53465	44.6121	-1.82162	10.7396	46.2711	0.34873	-25.3136	5.12241	0.91798	-32.2143	7.18571	5.2554	13.1291	-3.47892	5.01372	8.82752	0.59227	8.57419	10.5086	11.6506	5.2804	10.6615	14.9382
5	1.03665	2.24123	26.5754	-0.38108	3.69657	26.4225	1.42392	-0.32699	43.7277	-1.33561	10.1429	45.6294	0.52382	-24.8671	5.41819	0.94342	-31.108	7.41533	3.76117	11.7116	-4.67366	5.14387	7.75894	-1.16849	7.81295	10.8363	8.74001	6.13453	10.8802	12.3039
6	1.55034	2.04535	26.5284	0.07526	3.53387	26.4647	2.04325	-0.39311	43.1641	-0.73575	9.40772	45.218	0.6871	-23.8092	6.17234	1.02833	-29.3154	8.00516	2.13577	10.4718	-4.98938	5.07479	6.47671	-2.39092	6.55202	10.717	6.42558	6.61119	10.8186	9.90661
7	2.09692	1.75558	26.5202	0.51252	3.2383	26.4917	2.7973	-0.73168	42.8161	-0.03422	8.6592	44.8822	0.79824	-22.592	7.17789	1.15194	-27.7235	8.70728	0.51687	9.79281	-4.59593	4.43975	5.71383	-3.05481	5.05058	10.2544	4.78356	6.4088	10.5419	7.87505
8	2.66308	1.37501	26.5273	0.9161	2.82307	26.4955	3.666	-1.18766	42.4574	0.74313	8.06971	44.4321	0.85171	-21.5648	8.12449	1.30401	-26.9015	9.26951	-0.88866	9.60557	-3.78846	3.23309	5.77115	-3.19507	3.64366	9.71496	3.71107	5.58594	10.161	6.30908
9	3.24434	0.93021	26.5283	1.29427	2.32183	26.4771	4.60321	-1.55953	41.9027	1.57136	7.80346	43.7823	0.88253	-20.8899	8.7822	1.48806	-26.8689	9.61446	-1.93785	9.64376	-2.83567	1.8063	6.40888	-2.87806	2.54911	9.30811	3.03069	4.48752	9.7697	5.20104
10	3.84446	0.46994	26.5095	1.65934	1.77971	26.441	5.56065	-1.72892	41.0641	2.42942	7.92155	42.9364	0.93787	-20.6804	9.04314	1.67869	-27.3466	9.7442	-2.67185	9.83888	-1.90033	0.49734	7.20429	-2.26429	1.77532	9.0635	2.57764	3.42299	9.42869	4.44371
11	4.4536	0.048	26.465	2.02157	1.24807	26.399	6.4976	-1.69673	39.9487	3.29768	8.36984	41.9284	1.02741	-20.9485	8.91091	1.83451	-28.0164	9.65784	-3.20983	10.2315	-1.04517	-0.56272	7.82026	-1.54251	1.22328	8.92499	2.24366	2.52676	9.16798	3.90895
12	5.03173	-0.29286	26.3973	2.38231	0.77585	26.3651	7.3731	-1.55081	38.6437	4.14953	8.98951	40.8082	1.10873	-21.4723	8.48813	1.91994	-28.5813	9.38249	-3.61464	10.7206	-0.27886	-1.39765	8.08348	-0.83323	0.81212	8.84615	1.97945	1.8001	8.97868	3.50054
13	5.51853	-0.52737	26.321	2.72833	0.39752	26.3436	8.13871	-1.41139	37.2722	4.94921	9.57271	39.6435	1.1258	-21.8559	7.9172	1.91399	-28.7994	9.00012	-3.90356	11.0606	0.40334	-2.06484	7.95603	-0.17615	0.49594	8.79555	1.76795	1.20313	8.83843	3.16699
14	5.85527	-0.64822	26.2611	3.0343	0.12684	26.3266	8.73467	-1.39632	35.9429	5.65822	9.97216	38.4966	1.05631	-21.7506	7.30731	1.82068	-28.5934	8.60611	-4.093	11.0446	1.00008	-2.60201	7.51617	0.43791	0.24939	8.75479	1.6018	0.70383	8.73583	2.89191
15	6.00072	-0.66061	26.2416	3.27473	-0.04068	26.307	9.0987	-1.58087	34.7071	6.24179	10.1172	37.4062	0.92763	-21.0641	6.69712	1.66638	-28.0575	8.25601	-4.20861	10.6706	1.51619	-3.02568	6.94741	1.02858	0.05893	8.71905	1.47475	0.29157	8.66297	2.67266
16	5.93974	-0.58046	26.2763	3.4327	-0.12018	26.2893	9.194	-1.93736	33.5491	6.67286	9.95821	36.3909	0.79721	-20.0255	6.06365	1.4881	-27.3104	7.95478	-4.27467	10.1505	1.9738	-3.35107	6.44154	1.60601	-0.08323	8.69167	1.37919	-0.03441	8.61124	2.50365
17	5.6833	-0.43548	26.3636	3.48975	-0.13267	26.2932	9.02944	-2.38307	32.4295	6.92822	9.53977	35.452	0.71361	-19.0143	5.38175	1.33101	-26.4762	7.67042	-4.30254	9.78454	2.40854	-3.60078	6.10589	2.17138	-0.18276	8.68076	1.30658	-0.27832	8.57572	2.37291
18	5.26272	-0.26072	26.4884	3.41611	-0.09951	26.34	8.6559	-2.84073	31.3272	6.98554	9.03077	34.5744	0.69272	-18.3132	4.66846	1.23371	-25.7155	7.36478	-4.29098	9.77422	2.85638	-3.79514	5.97018	2.72643	-0.24784	8.69353	1.24915	-0.45258	8.55087	2.26789
19	4.73139	-0.09135	26.6159	3.19236	-0.03864	26.421	8.16017	-3.3194	30.2385	6.84824	8.51494	33.7264	0.71306	-17.8858	3.98345	1.19307	-25.0643	7.02624	-4.23691	10.078	3.33874	-3.9503	6.01316	3.2732	-0.28818	8.73244	1.20014	-0.57884	8.53103	2.17799
20	4.14682	0.03804	26.6983	2.82755	0.03101	26.5012	7.63546	-3.85977	29.1647	6.55988	7.96606	32.8668	0.73942	-17.502	3.40813	1.16977	-24.4474	6.66516	-4.14002	10.5	3.86493	-4.0768	6.18845	3.81271	-0.31071	8.79356	1.15114	-0.68201	8.51597	2.09497
21	3.55329	0.0989	26.7053	2.36774	0.08949	26.5598	7.14978	-4.41944	28.1206	6.19737	7.37133	31.981	0.74279	-17.0158	3.01638	1.12413	-23.8109	6.29814	-3.99922	10.856	4.43841	-4.17571	6.42829	4.34421	-0.31875	8.8684	1.09113	-0.77803	8.5149	2.01541
22	3.00245	0.07813	26.6415	1.89569	0.12603	26.5896	6.76181	-4.89981	27.1331	5.85941	6.71845	31.0666	0.70197	-16.442	2.84141	1.02894	-23.1001	5.92813	-3.81603	11.0548	5.05865	-4.24913	6.63744	4.8617	-0.31501	8.94971	1.01161	-0.87168	8.53986	1.93971
23	2.53138	-0.02524	26.5246	1.46959	0.13804	26.5763	6.50483	-5.24079	26.2138	5.60445	6.01388	30.1009	0.60989	-15.8634	2.86665	0.88283	-22.2626	5.53802	-3.60133	11.1046	5.72695	-4.30791	6.72938	5.35589	-0.30772	9.04025	0.91535	-0.96155	8.59182	1.86835
24	2.14155	-0.20531	26.371	1.1114	0.12503	26.5055	6.368	-5.43029	25.3489	5.44514	5.28494	29.0591	0.48034	-15.3603	3.03866	0.70438	-21.2852	5.10882	-3.37338	11.0628	6.44426	-4.36422	6.66784	5.82068	-0.30924	9.15461	0.81441	-1.04343	8.66136	1.80115
25	1.81009	-0.44783	26.1991	0.82835	0.08741	26.3788	6.30666	-5.47152	24.5153	5.37489	4.54806	27.9441	0.33924	-14.9872	3.28902	0.51523	-20.2007	4.64367	-3.14561	10.9811	7.19784	-4.42001	6.48268	6.25947	-0.32623	9.30565	0.71644	-1.11356	8.73583	1.73529
26	1.52443	-0.72811	26.0246	0.61327	0.02731	26.2229	6.28685	-5.42709	23.6901	5.37121	3.86698	26.7922	0.20113	-14.7118	3.5544	0.33741	-19.1349	4.16494	-2.92276	10.8842	7.96205	-4.46376	6.2508	6.68446	-0.35675	9.48906	0.61961	-1.16831	8.80528	1.6654
27	1.28972	-1.01953	25.8618	0.4311	-0.05146	26.068	6.30102	-5.36937	22.8577	5.38627	3.32178	25.6457	0.06582	-14.4628	3.78795	0.19	-18.2245	3.69759	-2.70202	10.7769	8.70742	-4.48379	6.04518	7.10864	-0.38999	9.67962	0.51474	-1.20611	8.86756	1.58759
28	1.1096	-1.30382	25.7263	0.2443	-0.14206	25.9203	6.34908	-5.32289	22.0158	5.3753	2.90878	24.5203	-0.07103	-14.1985	3.96287	0.07545	-17.5028	3.26063	-2.4749	10.6604	9.40594	-4.47234	5.90585	7.54341	-0.40794	9.84407	0.38922	-1.22925	8.92881	1.50235
