Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	818.668	930.077	1337.98	814.356	932.943	1124.13	642.097	966.871	1283.7	638.038	971.815	1197.01	749.827	1002.22	1089.28	738.486	997.279	1384.4	737.28	855.317	1414.25	676.101	471.155	1381.32	661.636	422.583	1388.4	719.222	403.377	1335.68	678.552	77.6944	1384.6	624.319	49.8655	1350.86	831.6	42.1062	1335.64	788.172	33.0881	1408.16	727.558	856.353	1047.14	687.874	478.243	1079.66	676.589	423.978	1070.76	735.443	409.302	1111.3	684.323	76.4516	1058.15	635.874	47.8229	1095.35	833.236	43.6005	1103.03	803.914	31.0303	1033.74	676.542	465.209	1265.69	686.896	82.5039	1305.61	821.193	41.2157	1366.37	702.294	460.595	1191.96	699.982	82.9487	1136.62	833.451	37.1994	1076.93
0.007	818.685	930.075	1337.96	814.366	932.942	1124.12	642.097	966.872	1283.7	638.042	971.81	1197.02	749.816	1002.22	1089.26	738.499	997.285	1384.4	737.287	855.312	1414.24	676.115	471.151	1381.3	661.638	422.575	1388.41	719.224	403.379	1335.68	678.551	77.6941	1384.61	624.329	49.8675	1350.86	831.603	42.1033	1335.64	788.23	33.2535	1408.31	727.546	856.356	1047.14	687.897	478.25	1079.67	676.609	423.975	1070.76	735.447	409.313	1111.3	684.322	76.45	1058.16	635.875	47.8261	1095.34	833.246	43.5994	1103.03	803.915	31.026	1033.74	676.564	465.203	1265.7	686.907	82.5022	1305.62	821.194	41.2145	1366.35	702.314	460.585	1191.97	699.979	82.9427	1136.62	833.453	37.2078	1076.92
0.013	818.684	930.07	1337.97	814.365	932.942	1124.12	642.103	966.868	1283.71	638.036	971.812	1197.02	749.813	1002.22	1089.26	738.511	997.284	1384.41	737.304	855.312	1414.24	676.113	471.16	1381.32	661.646	422.568	1388.4	719.237	403.385	1335.68	678.558	77.6869	1384.59	624.323	49.879	1350.87	831.612	42.0998	1335.64	788.177	33.0872	1408.16	727.556	856.351	1047.13	687.891	478.247	1079.66	676.609	423.979	1070.77	735.453	409.307	1111.3	684.322	76.4607	1058.15	635.885	47.8193	1095.35	833.242	43.6001	1103.03	803.919	31.0316	1033.74	676.549	465.205	1265.7	686.911	82.5008	1305.62	821.192	41.2105	1366.36	702.326	460.568	1191.95	699.978	82.9384	1136.62	833.447	37.2062	1076.93
0.02	818.687	930.073	1337.96	814.364	932.939	1124.12	642.109	966.866	1283.71	638.042	971.803	1197.03	749.801	1002.21	1089.26	738.523	997.293	1384.4	737.321	855.313	1414.25	676.116	471.165	1381.31	661.649	422.563	1388.39	719.234	403.373	1335.67	678.552	77.6869	1384.6	624.33	49.8699	1350.86	831.609	42.0976	1335.63	788.177	33.0898	1408.16	727.551	856.352	1047.14	687.894	478.245	1079.67	676.612	423.972	1070.77	735.458	409.314	1111.3	684.329	76.4464	1058.16	635.879	47.8199	1095.35	833.246	43.5958	1103.03	803.903	31.0184	1033.74	676.567	465.216	1265.7	686.912	82.502	1305.62	821.208	41.2116	1366.36	702.321	460.585	1191.97	699.977	82.9414	1136.62	833.456	37.2079	1076.92
0.027	818.7	930.074	1337.95	814.363	932.937	1124.11	642.116	966.863	1283.72	638.042	971.804	1197.03	749.8	1002.21	1089.26	738.537	997.296	1384.4	737.339	855.318	1414.25	676.13	471.151	1381.32	661.663	422.579	1388.4	719.246	403.389	1335.67	678.55	77.6898	1384.59	624.321	49.8756	1350.86	831.607	42.0959	1335.63	788.183	33.0905	1408.15	727.562	856.354	1047.14	687.902	478.244	1079.67	676.615	423.981	1070.76	735.461	409.3	1111.3	684.324	76.4485	1058.15	635.883	47.8207	1095.35	833.246	43.598	1103.03	803.912	31.0357	1033.74	676.577	465.209	1265.69	686.907	82.4907	1305.62	821.195	41.2092	1366.36	702.324	460.587	1191.98	699.975	82.9504	1136.63	833.454	37.2034	1076.92
0.033	818.713	930.074	1337.96	814.36	932.935	1124.11	642.122	966.857	1283.72	638.048	971.802	1197.03	749.794	1002.22	1089.26	738.544	997.302	1384.39	737.357	855.313	1414.25	676.141	471.157	1381.32	661.671	422.573	1388.41	719.238	403.369	1335.68	678.557	77.6814	1384.59	624.324	49.8726	1350.86	831.608	42.0956	1335.64	788.181	33.0917	1408.16	727.555	856.358	1047.14	687.906	478.248	1079.67	676.634	423.98	1070.77	735.464	409.308	1111.3	684.328	76.4526	1058.16	635.883	47.8132	1095.36	833.24	43.5955	1103.03	803.913	31.0298	1033.74	676.568	465.214	1265.69	686.912	82.4936	1305.61	821.198	41.2085	1366.35	702.331	460.595	1191.99	699.974	82.9429	1136.62	833.456	37.1998	1076.92
0.04	818.722	930.078	1337.95	814.376	932.968	1124.13	642.133	966.855	1283.73	638.045	971.801	1197.04	749.777	1002.21	1089.25	738.561	997.305	1384.38	737.371	855.31	1414.25	676.134	471.153	1381.32	661.684	422.56	1388.4	719.256	403.375	1335.66	678.555	77.68	1384.59	624.318	49.8718	1350.86	831.608	42.0935	1335.63	788.185	33.0898	1408.16	727.553	856.359	1047.14	687.898	478.254	1079.67	676.617	423.981	1070.77	735.471	409.318	1111.31	684.318	76.4469	1058.15	635.882	47.8106	1095.35	833.248	43.5993	1103.03	803.915	31.0324	1033.74	676.546	465.216	1265.68	687.053	82.5061	1305.46	821.2	41.2096	1366.35	702.344	460.593	1191.98	699.978	82.936	1136.62	833.449	37.2051	1076.92
0.047	818.738	930.077	1337.94	814.376	932.943	1124.11	642.138	966.854	1283.73	638.05	971.806	1197.05	749.77	1002.23	1089.26	738.581	997.308	1384.39	737.39	855.306	1414.24	676.154	471.155	1381.31	661.674	422.58	1388.41	719.254	403.381	1335.68	678.563	77.6778	1384.6	624.321	49.87	1350.86	831.606	42.0983	1335.63	788.181	33.0957	1408.15	727.543	856.363	1047.14	687.901	478.245	1079.68	676.628	423.984	1070.76	735.468	409.316	1111.3	684.33	76.4471	1058.16	635.882	47.8184	1095.35	833.243	43.5927	1103.03	803.911	31.0369	1033.73	676.577	465.219	1265.69	686.915	82.4951	1305.61	821.199	41.2191	1366.37	702.344	460.591	1191.99	699.985	82.9447	1136.62	833.459	37.2045	1076.92
0.053	818.755	930.078	1337.94	814.372	932.945	1124.11	642.148	966.856	1283.74	638.053	971.799	1197.05	749.774	1002.22	1089.27	738.603	997.301	1384.38	737.406	855.309	1414.24	676.156	471.162	1381.32	661.679	422.58	1388.4	719.266	403.375	1335.68	678.552	77.6815	1384.59	624.32	49.8811	1350.87	831.608	42.0959	1335.63	788.179	33.0947	1408.15	727.538	856.359	1047.15	687.9	478.247	1079.67	676.623	423.989	1070.76	735.472	409.311	1111.3	684.329	76.4572	1058.15	635.882	47.8142	1095.34	833.246	43.598	1103.03	803.911	31.0299	1033.73	676.571	465.22	1265.69	686.912	82.5045	1305.61	821.204	41.2123	1366.35	702.353	460.588	1191.98	699.98	82.9354	1136.62	833.459	37.2069	1076.92
0.06	818.757	930.076	1337.94	814.364	932.936	1124.1	642.145	966.843	1283.73	638.061	971.8	1197.05	749.752	1002.22	1089.25	738.605	997.301	1384.39	737.421	855.31	1414.24	676.167	471.157	1381.32	661.692	422.569	1388.41	719.27	403.376	1335.68	678.556	77.6874	1384.59	624.323	49.8821	1350.86	831.611	42.0993	1335.63	788.173	33.0849	1408.15	727.537	856.355	1047.14	687.903	478.245	1079.67	676.621	423.978	1070.77	735.472	409.32	1111.29	684.323	76.4479	1058.15	635.873	47.8201	1095.35	833.246	43.5958	1103.03	803.918	31.0358	1033.73	676.583	465.207	1265.7	687.049	82.5091	1305.44	821.194	41.2099	1366.36	702.346	460.581	1191.99	699.977	82.9446	1136.63	833.464	37.2055	1076.92
