Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-27.31	-75.99	-8.7	2459.21	0	902.08	-4095.67	102.08	1195.98	-57.37	2004.55	0	1309.98	27138.2
2	-0	-0	-0	2149	0	976.7	-0	60.12	1176.45	-65	1981.91	0	1305.99	17707.7
3	-26.4	-62.56	-12.97	2527.52	0	870.96	-6245.31	118.26	1200.56	-60.73	2012.04	0	1310.13	30456.9
4	-0	-0	-0	2149	0	976.7	-0	71.56	1170.35	-66.83	1985.88	0	1302.43	18278.2
5	-0	-0	-0	2149	0	976.7	-0	93.08	1186.52	-62.41	1997.71	0	1308.54	27874.1
6	8.85	-50.66	-14.19	2431.92	0	831.28	-3245.71	83.16	1175.23	-57.07	1982.96	0	1310.67	19901
7	60.27	39.98	-7.32	2712.84	0	1110.72	-10496.2	82.4	1158.14	-61.8	1975.86	0	1306.65	20679.9
8	-16.02	-60.12	-13.43	2532.19	0	796.69	-4502.23	124.66	1175.54	-63.32	1996.8	0	1310.83	27759.7
9	74.16	44.56	-7.78	2583.55	0	1169.44	-16087.4	76.29	1138	-64.85	1970.2	0	1303.51	17102.6
10	-0	-0	-0	2149	0	976.7	-0	127.56	1161.5	-67.9	1999.99	0	1306.48	33273.7
11	-0	-0	-0	2149	0	976.7	-0	94.3	1139.22	-63.02	1976.52	0	1306.72	20501.5
12	73.39	146.18	-23.19	2218.54	0	1169.73	-4074.32	115.66	1137.08	-61.04	1982.68	0	1307.53	28841.2
13	-0	-0	-0	2149	0	976.7	-0	118.87	1146.85	-56.15	1982.43	0	1314.41	24605.1
14	93.54	193.79	-27.01	2283.01	0	1146.96	-11161.9	89.42	1101.99	-62.1	1957.61	0	1306.03	16778.8
15	-0	-0	-0	2149	0	976.7	-0	137.33	1127.01	-60.58	1993.64	0	1311.87	27576
16	54.78	144.35	-16.63	2228.9	0	1196.56	-12355.9	82.09	1073	-67.44	1956.18	0	1301.33	14311.7
17	-0	-0	-0	2149	0	976.7	-0	136.11	1096.19	-65.16	1986.94	0	1305.73	31424.5
18	-0	-0	-0	2149	0	976.7	-0	99.03	1062.32	-65.16	1969.04	0	1303.37	15930.3
19	31.59	150.76	-8.24	2218.94	0	1166.58	-7260.76	115.36	1054.38	-58.29	1956.17	0	1307.58	22507.8
20	-0	-0	-0	2149	0	976.7	-0	131.68	1063.54	-57.07	1975.33	0	1311.63	27195.2
21	26.86	172.73	-12.21	2288.79	0	1153.13	-7355.28	94.91	1016.54	-54.02	1944.73	0	1305.92	15051.4
22	-0	-0	-0	2149	0	976.7	-0	148.32	1045.84	-62.1	1988.33	0	1308.04	31575.1
23	4.43	142.21	-6.1	2264.06	0	1211.6	-10019.1	89.87	988.16	-60.58	1948.33	0	1300.58	15067.7
24	-24.11	146.79	-7.78	2174.6	0	1199.64	2809.58	140.08	1013.49	-55.54	1977.36	0	1308.83	28985.7
25	-0	-0	-0	2149	0	976.7	-0	108.64	981.45	-54.02	1956.63	0	1304.89	17488.4
26	19.68	199.28	8.39	2284.48	0	1153.55	-6898.41	108.49	957.34	-52.19	1952.77	0	1304.39	21419.3
27	-0	-0	-0	2149	0	976.7	-0	124.51	969.24	-49.13	1962.77	0	1311.14	19192.5
28	35.86	212.71	-5.49	2255.83	0	1160.86	-11692.6	90.18	914.31	-51.88	1934.32	0	1298.64	14364.2
29	-18.46	198.36	2.14	2180.53	0	1208.09	2692.08	149.08	935.36	-56.76	1976.74	0	1303.96	29283.9
30	24.41	232.85	-1.98	2177.44	0	1181.15	-7394.61	93.08	892.33	-54.78	1937.02	0	1297.72	11428.1
31	19.38	291.14	0.31	2232.81	0	1148.55	-5541.7	128.02	898.44	-53.25	1959.02	0	1302.5	24446.1
32	-0	-0	-0	2149	0	976.7	-0	120.7	880.13	-45.47	1949.25	0	1304.84	23617.3
33	32.5	335.39	5.19	2237.53	0	1135.43	-9515.24	108.64	854.19	-48.52	1938.58	0	1301.9	16838.8
34	-0	-0	-0	2149	0	976.7	-0	140.69	856.63	-46.23	1962.83	0	1304.88	25517.6
35	2.75	313.11	-9.92	2212.87	0	1160.13	-8900.07	93.23	813.29	-48.22	1918.64	0	1297.3	11681.8
36	-32.5	279.24	1.22	2173.16	0	1191.69	4660.78	142.97	825.2	-49.9	1965.21	0	1302.01	25218.6
37	-20.29	269.17	-10.83	2167.6	0	1200.78	-3036.24	103.91	786.44	-48.22	1930.53	0	1296.06	14044.6
38	7.02	357.06	-3.66	2214.77	0	1139.1	-6626.41	114.29	782.17	-45.62	1934.45	0	1298.54	19754
39	-0	-0	-0	2149	0	976.7	-0	116.12	760.5	-41.5	1936.36	0	1299.98	14782.2
40	26.4	372.92	2.29	2232.06	0	1140.71	-13132.7	100.71	729.68	-42.11	1903.52	0	1297.34	15450
41	-42.42	294.19	-6.41	2149.74	0	1191.1	5695.56	139.77	753.78	-45.01	1960.77	0	1303.35	21687
42	19.53	348.51	0.31	2220.77	0	1157.09	-12123.2	86.98	687.56	-42.42	1895.37	0	1289.11	10906.2
43	-14.65	357.67	7.78	2203.33	0	1155.74	-2138.21	135.19	715.64	-48.68	1951.54	0	1297.23	24971.3
44	-38.76	288.7	-1.83	2134.94	0	1207.18	5131.86	103.15	672.61	-39.22	1921.35	0	1292.22	13297.6
45	14.95	396.12	7.93	2233.85	0	1138.66	-9227.61	117.19	672.91	-41.2	1932.97	0	1294.97	20305.2
46	-63.48	289.31	5.34	2119.97	0	1214.46	10754.5	116.58	660.1	-35.1	1927.75	0	1301.18	17095.4
47	31.28	385.74	10.99	2228.06	0	1149.48	-12991.5	86.06	614.01	-38.15	1895.24	0	1285.55	9810.86
48	-65	328.67	5.19	2150.77	0	1186.82	8008.91	125.27	633.85	-39.06	1940.65	0	1296.24	19403.6
49	-7.93	350.65	7.78	2167.02	0	1170.28	-6115.5	86.36	584.41	-38.45	1894.14	0	1281.73	11823.6
50	15.87	411.38	20.6	2218.72	0	1143.39	-8986.79	112	596.01	-36.01	1928.52	0	1293.05	19763.5
51	-51.73	327.45	3.2	2130.13	0	1193.07	3758.45	97.2	566.71	-32.5	1903.81	0	1288.62	10272.2
52	29.45	446.78	23.5	2237.97	0	1135.27	-10071.3	94.3	545.65	-26.7	1885.6	0	1289.62	14707.4
53	-56.3	355.22	16.48	2148.34	0	1185.86	6343.76	121.15	565.19	-31.28	1926.51	0	1303.17	17440.6
54	13.58	446.17	20.6	2207.6	0	1143.25	-13403.2	83.01	503.85	-21.82	1853.77	0	1286.03	9071.06
55	-23.8	428.47	19.99	2190.05	0	1153.2	-256.4	119.17	527.95	-34.18	1939.55	0	1288.08	20786.1
56	-53.86	389.71	21.06	2152.17	0	1185.96	3705.66	88.81	484.01	-36.47	1879.24	0	1278.35	9740.96
57	3.51	495.61	31.43	2220.53	0	1138.44	-7259.04	115.81	488.59	-30.36	1924.14	0	1282.1	22070.3
58	-69.12	399.17	24.11	2128.97	0	1195.62	9320.53	94.3	468.44	-26.09	1896.19	0	1287.83	10349.6
59	12.05	519.41	33.26	2213.86	0	1142.71	-13484.5	84.99	431.52	-22.58	1836.4	0	1275.28	12463.7
60	-75.38	456.54	28.84	2147.59	0	1176.49	6801.38	103.61	454.1	-24.72	1921.78	0	1291.38	13422.7
61	-20.6	515.14	33.57	2188.21	0	1156.77	-6387.11	71.56	392.46	-21.36	1818.45	0	1266.59	4825.56
62	-25.02	573.12	39.22	2191.9	0	1139.15	-5001.99	118.71	419.01	-27.16	1908.17	0	1280.74	23623.5
63	-50.2	515.75	34.18	2155.94	0	1171.08	-3196.01	74.77	377.81	-23.65	1854.23	0	1266.32	7530.82
64	-14.5	625.61	41.35	2212.95	0	1138.23	-6765.85	95.21	373.54	-22.13	1859.36	0	1270.11	17269.9
65	-88.35	546.57	36.47	2148.86	0	1171.89	7320.83	102.39	381.47	-19.07	1901.35	0	1290.55	13524.7
66	-2.14	653.38	45.62	2207.38	0	1140.28	-10704.3	73.09	328.37	-12.82	1794.35	0	1266.2	9971.38
67	-87.43	617.98	40.13	2162.63	0	1157.14	5450.11	112.46	354.61	-19.84	1916.06	0	1279.5	21118
68	-50.35	614.62	34.94	2165.35	0	1162.56	-3148.43	62.1	307.01	-19.38	1819.83	0	1250.5	4942.88
69	-51.57	688.78	46.23	2188.59	0	1144.99	-776.39	103.45	307.92	-21.82	1904.19	0	1252.73	27504.7
70	-99.18	618.9	38.6	2139.69	0	1174.23	4347.33	74.46	301.51	-13.12	1843.8	0	1275.35	5786.11
71	-0.76	740.36	44.86	2203.31	0	1137.54	-12544.7	64.85	252.08	-5.04	1735.18	0	1241.69	9648.71
72	-116.27	660.1	40.89	2144.37	0	1170.71	10034.7	90.18	281.68	-10.83	1882.19	0	1280.44	14792.5
73	-24.87	740.66	42.57	2181.01	0	1147.21	-12904.1	-0	-0	-0	2149	0	1465.7	-0
74	-46.08	774.54	48.07	2176.71	0	1141.55	-3387.61	103.76	248.41	-10.99	1943.23	0	1251.03	28019.5
75	-79.19	731.51	37.23	2154.51	0	1159.89	-2359.37	-0	-0	-0	2149	0	1465.7	-0
76	-17.85	848.39	55.24	2194.3	0	1136.66	-9072.45	87.74	199.58	-4.73	1841.53	0	1223.25	25141
77	-114.75	726.93	43.33	2131.6	0	1173.2	10675.1	68.36	212.71	-0.61	1878.21	0	1274.3	10756.9
78	-18.01	872.19	50.66	2196.49	0	1139.14	-12206	-0	-0	-0	2149	0	1465.7	-0
79	-95.37	811.46	45.17	2145.92	0	1156.97	2995.47	81.48	193.79	-1.22	1955.78	0	1267.66	17984.1
