Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	108.475	831.166	-108.078	84.5404	829.043	-408.421	-70.3715	870.262	-201.032	-78.4622	862.267	-287.549	1.87888	885.077	-417.818	35.476	881.1	-85.5131	42.8699	743.676	-75.6519	-43.6084	427.786	-129.125	-54.5041	371.172	-132.176	-9.34855	351.587	-183.596	-145.174	73.1059	-163.56	-197.049	56.9637	-207.23	-14.0806	37.7036	-220.911	-59.0279	28.3309	-146.826	5.89945	738.993	-433.301	176.465	440.394	-428.667	189.028	386.741	-437.995	252.212	386.209	-407.581	258.003	76.023	-430.296	222.769	51.1488	-371.835	395.52	84.0453	-404.587	353.477	54.1302	-456.096
0.007	114.929	830.033	-108.52	91.6632	827.898	-409.502	-63.7084	869.011	-202.279	-71.7294	860.839	-288.681	8.67829	883.495	-418.997	42.0161	880.005	-86.5367	49.1469	742.912	-76.3334	-39.9554	427.821	-129.625	-51.631	371.216	-132.674	-6.46738	351.254	-184.105	-144.964	73.7221	-163.577	-196.906	57.9138	-207.282	-14.0331	37.7033	-220.852	-59.0829	28.3071	-146.845	12.5305	737.401	-434.226	182.69	438.289	-429.83	197.136	385.271	-439.465	260.182	386.136	-407.78	274.905	76.5415	-433.104	239.855	50.9223	-374.864	412.436	86.4423	-406.771	371.205	56.3243	-458.315
0.013	121.553	828.949	-109.552	98.8319	826.651	-410.618	-57.004	867.715	-203.535	-64.9025	859.414	-289.902	15.7132	881.897	-420.173	48.4841	878.918	-87.595	55.325	742.211	-77.3524	-36.2276	427.817	-130.254	-48.4575	371.381	-133.258	-3.35262	350.797	-184.291	-144.411	74.3181	-163.565	-196.659	58.9623	-207.395	-14.0059	37.6896	-220.786	-59.103	28.2878	-146.849	19.3976	735.839	-435.143	189.042	436.33	-431.11	205.168	383.78	-440.258	267.74	385.882	-407.655	290.51	77.1461	-435.417	255.654	50.9978	-377.471	427.957	88.6174	-407.711	387.664	58.294	-459.984
0.02	128.27	827.88	-110.502	106.042	825.356	-411.732	-50.1187	866.419	-204.889	-58.0105	858.024	-291.188	22.5979	880.38	-421.479	54.8743	877.742	-88.944	61.6761	741.385	-78.4054	-32.1613	427.791	-130.942	-45.0015	371.478	-133.781	-0.02676	350.229	-184.663	-144.326	75.2176	-163.459	-196.387	60.1436	-207.328	-13.9703	37.6891	-220.715	-59.0985	28.2694	-146.811	26.2634	734.314	-436.241	195.78	434.552	-432.275	213.196	382.601	-441.657	275.535	385.627	-408.112	304.797	77.7153	-437.238	269.994	51.0161	-379.557	442.171	90.656	-408.73	402.737	59.838	-461.111
0.027	134.959	826.815	-111.579	113.208	824.087	-412.91	-43.255	864.942	-206.593	-51.1105	856.71	-292.57	29.7192	879.034	-422.839	61.3589	876.641	-90.3116	68.1035	740.776	-79.3301	-27.7775	427.674	-131.699	-41.2633	371.546	-134.377	3.52008	349.655	-185.159	-143.883	75.9947	-163.276	-196.036	61.4015	-207.28	-13.9263	37.6806	-220.626	-59.0708	28.2288	-146.758	33.3396	732.825	-437.38	202.537	432.975	-433.509	220.805	381.146	-442.379	283.014	385.286	-408.861	317.849	78.0051	-438.536	283.034	50.9089	-381.074	455.04	92.1096	-409.15	416.369	60.8859	-461.646
0.033	141.812	825.796	-112.73	120.394	822.738	-414.049	-36.4309	863.985	-208.201	-44.1002	855.442	-294.045	36.7326	877.708	-424.311	68.0502	875.438	-91.1906	74.4469	740.533	-79.8301	-23.1442	427.545	-132.495	-37.293	371.509	-135.02	7.39997	348.981	-185.684	-143.148	76.8266	-163.066	-195.64	62.8446	-207.02	-13.8979	37.6913	-220.526	-59.0044	28.202	-146.667	40.4393	731.458	-438.694	209.436	431.396	-434.584	228.462	379.932	-443.594	290.494	384.718	-409.623	329.412	77.9682	-439.371	294.54	50.5659	-382.144	466.42	93.2032	-409.033	428.555	61.498	-461.738
0.04	148.716	824.786	-113.911	127.704	821.482	-415.379	-29.5127	862.982	-210.017	-37.0395	854.224	-295.606	43.8615	876.456	-425.674	74.8023	874.386	-92.3429	81.3882	739.206	-81.142	-18.1938	427.476	-133.327	-32.979	371.545	-135.603	11.3903	348.332	-186.23	-142.546	77.8311	-162.733	-195.24	64.3708	-206.609	-13.8517	37.7146	-220.414	-58.922	28.1742	-146.541	47.5737	730.197	-440.072	216.394	429.922	-435.589	235.919	378.51	-444.431	297.967	383.965	-410.566	339.647	77.5614	-439.762	304.586	49.8914	-382.732	476.432	93.6838	-408.637	439.123	61.5898	-461.515
0.047	155.791	823.743	-115.269	134.989	820.382	-416.722	-22.4508	862.008	-211.749	-29.8345	853.052	-297.251	51.1066	875.368	-427.273	81.4984	873.177	-94.4728	88.0498	737.964	-83.493	-12.837	427.269	-134.33	-28.7584	371.711	-136.307	15.757	347.578	-187.06	-142.068	79.0887	-162.3	-194.747	66.0587	-206.142	-13.7962	37.7344	-220.257	-58.7741	28.1639	-146.332	54.8452	729.038	-441.607	223.415	428.482	-436.547	243.274	377.018	-445.09	305.558	383.183	-411.795	348.415	76.7562	-439.747	313.106	48.9304	-382.908	484.913	93.4249	-407.795	448.23	61.0348	-460.871
0.053	162.82	822.792	-116.636	142.373	819.365	-418.19	-15.3117	861.054	-213.739	-22.5382	851.945	-298.938	58.2683	874.258	-428.7	88.5274	871.936	-95.1837	94.5126	737.297	-85.5005	-7.22176	427.027	-135.328	-23.352	371.443	-137.173	20.4639	346.794	-187.637	-141.165	80.2256	-161.781	-194.123	67.9385	-205.601	-13.7154	37.768	-220.1	-58.7079	28.17	-146.257	62.4664	727.953	-443.154	230.747	427.105	-437.302	250.671	375.674	-445.668	312.939	381.994	-412.329	355.774	75.4341	-439.217	320.237	47.5608	-382.73	492.086	92.2727	-406.835	455.727	59.8156	-459.979
0.06	170.002	821.87	-118.018	149.826	818.428	-419.806	-7.72946	859.607	-214.488	-15.1377	850.887	-300.715	65.6831	873.336	-430.36	95.7039	870.87	-96.5481	101.884	737.082	-85.6623	-1.30214	426.711	-136.408	-18.5799	371.515	-137.908	25.3489	345.964	-188.292	-140.512	81.7029	-161.182	-193.523	70.0804	-204.974	-13.6294	37.8288	-219.909	-58.5072	28.1585	-146.037	70.1977	727.036	-444.886	238.292	425.874	-437.725	258.106	374.409	-446.034	320.221	380.701	-412.715	361.773	73.7718	-438.489	325.809	46.1577	-382.07	497.961	90.1828	-405.273	461.747	57.8719	-458.722
