Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	2.17829	5.88955	10.0446	-0.257365	6.24929	9.15899	4.7464	-3.00137	34.1388	5.87088	-0.207753	33.6458	-2.24709	-19.2657	2.92784	-5.43171	-10.2433	0.477772	6.07946	6.62942	7.21438	1.67952	-0.837083	3.99148	7.64029	9.67145	29.2212	5.3544	6.41453	27.9287
1	2.09436	6.23491	9.98011	-0.24404	6.39733	9.13943	4.70633	-3.01133	34.1187	6.13681	0.154075	33.7752	-2.01823	-19.9156	3.76268	-5.38441	-11.2902	1.67232	5.58206	7.04368	6.64855	1.25307	-0.428952	3.51723	7.65286	9.58931	27.733	5.22587	6.35002	26.3803
2	2.06767	6.549	9.85341	-0.164017	6.4918	9.06039	4.78213	-2.75679	33.9315	6.54143	0.507845	33.7944	-1.78988	-20.8112	4.86249	-5.37606	-12.3636	3.14639	4.73598	7.59527	5.37969	0.419968	-0.0203875	2.3205	7.53554	9.25105	25.0867	4.73	6.19348	23.7236
3	2.11218	6.81559	9.66364	-0.0246625	6.53906	8.91942	4.97817	-2.27248	33.5923	7.0602	0.888675	33.6776	-1.5938	-21.6826	6.09002	-5.40823	-13.3572	4.71552	3.56825	8.04327	3.32304	-0.872478	0.29622	0.242143	7.30201	8.64805	21.3489	3.83153	5.8996	19.9627
4	2.2334	7.01497	9.41942	0.16095	6.54322	8.71888	5.28173	-1.53534	33.1472	7.65694	1.40655	33.4305	-1.4413	-22.3222	7.39067	-5.45845	-14.1528	6.28242	2.26695	8.13051	0.747229	-2.45731	0.345343	-2.51476	6.96656	7.82936	16.9292	2.64528	5.45173	15.452
5	2.43122	7.12764	9.1374	0.378827	6.50237	8.46697	5.65906	-0.483436	32.6751	8.28287	2.19739	33.113	-1.26169	-22.5626	8.85778	-5.44808	-14.563	7.94409	1.12805	7.60114	-1.7147	-3.95598	-0.140138	-5.327	6.54735	6.90614	12.5026	1.39899	4.8635	10.8657
6	2.70383	7.13923	8.84124	0.622937	6.40878	8.18112	6.06969	0.917813	32.281	8.89198	3.33929	32.8347	-0.89369	-22.3042	10.6618	-5.24279	-14.4248	9.94115	0.303173	6.28513	-3.40165	-5.08664	-1.3886	-7.4642	6.01701	6.02663	8.66278	0.218697	4.20101	6.85906
7	3.04997	7.04503	8.55698	0.899335	6.25118	7.88472	6.49482	2.59916	32.0453	9.46639	4.7655	32.6944	-0.194256	-21.6098	12.8494	-4.72103	-13.7632	12.4021	-0.318849	4.26184	-3.99243	-5.84098	-3.39403	-8.484	5.32054	5.31859	5.70002	-0.871015	3.60837	3.80678
8	3.46706	6.85194	8.3021	1.21977	6.01878	7.59776	6.95157	4.36961	31.9519	10.0249	6.25824	32.6922	0.838393	-20.737	15.2353	-3.87949	-12.8379	15.1553	-0.950381	1.94694	-3.59047	-6.3451	-5.79332	-8.38226	4.47468	4.82795	3.62935	-1.7742	3.22783	1.7673
9	3.94747	6.57465	8.0771	1.592	5.70796	7.33284	7.48041	5.97934	31.8735	10.6033	7.54623	32.7078	2.04336	-20.0385	17.499	-2.86547	-12.0402	17.8088	-1.72413	-0.0435986	-2.54797	-6.72742	-7.94908	-7.46372	3.56511	4.50978	2.29347	-2.36561	3.08963	0.565093
