Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	34.87	549.47	33.57	2356.09	0	1150.2	20750.5	1.22	-43.64	7.32	3010.82	0	1610.03	35546.4
2	27.24	550.23	37.54	2343.7	0	1151.39	21719	2.98	-45.62	6.71	2928.29	0	1615.36	33891.1
3	30.36	548.4	37.08	2348.33	0	1152.77	22970.8	6.48	-42.11	1.3	2846.69	0	1692.84	27199.5
4	38.07	544.89	39.29	2352.26	0	1156.58	21084.7	-2.21	-44.25	4.65	3018.03	0	1640.74	33900.4
5	31.28	549.93	42.5	2364.61	0	1156.68	23069.4	-0	-0	-0	2149	0	1465.7	-0
6	37.16	540.31	37.08	2353.9	0	1158.06	19281	-0.84	-49.29	7.78	2965.66	0	1597.97	34628.4
7	39.9	563.51	39.67	2338.17	0	1147.83	20948.7	3.59	-41.66	2.29	2874.08	0	1675.82	28678.7
8	28.53	545.35	34.64	2332.94	0	1152.25	23221.7	7.1	-47.61	2.75	2774.97	0	1663.76	30572
9	43.49	564.73	42.88	2335.48	0	1150.33	20959.6	-0	-0	-0	2149	0	1465.7	-0
10	33.65	545.35	43.79	2347.18	0	1159.29	25533.5	5.57	-44.71	8.01	2997.3	0	1612.16	35356.1
11	38.3	562.74	44.4	2338.74	0	1154.35	19337.6	-0	-42.57	7.02	3015.31	0	1608.56	34431.5
12	40.51	557.71	40.74	2340.1	0	1153.74	19135	3.81	-44.56	6.1	2940.87	0	1643.29	33647.1
13	33.95	561.83	39.14	2318.67	0	1149.33	24519.9	4.5	-47.3	3.28	2875.96	0	1653.63	31403.2
14	45.01	565.49	42.42	2331.04	0	1151.85	19996.8	1.14	-43.03	1.83	2845.76	0	1668.17	28788
15	38.68	556.95	41.66	2326.64	0	1153.11	25432.8	5.42	-45.93	4.12	2996.07	0	1637.59	29189.3
16	42.95	569.76	50.13	2332.72	0	1156.08	20615	-0	-0	-0	2149	0	1465.7	-0
17	49.13	560.76	41.89	2331.13	0	1153.6	21887	3.05	-49.29	9.69	2986.77	0	1574.17	36352.4
18	42.19	574.34	45.78	2318.54	0	1151.81	21798	6.64	-42.72	3.59	2906.67	0	1669.94	30493.4
19	47.53	573.88	39.98	2308.26	0	1147.4	21279.6	-0.92	-45.62	2.52	2873.38	0	1659.38	28702.8
20	45.78	574.34	49.82	2319.06	0	1155.03	22853.7	8.93	-40.74	4.43	2935.6	0	1670.55	31424.4
21	49.21	577.55	47.68	2322.3	0	1154.09	21946.6	-1.07	-46.39	4.43	2970.4	0	1611.05	31805
22	49.13	575.87	49.74	2315.25	0	1157.29	21789.7	-0	-0	-0	2149	0	1465.7	-0
23	49.06	583.5	46.23	2316.58	0	1151.4	23252.1	5.34	-44.86	7.4	2931.57	0	1598.23	33305.5
