Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	109.94	679.63	42.34	2062.92	0	1116.31	6620.78	-10.83	-47.61	7.4	2575.49	0	1572.55	12370.1
2	99.41	686.34	46.08	2079.63	0	1115.99	8940.09	4.73	-41.81	5.8	2476.5	0	1647.31	8567.5
3	103.68	684.66	38.15	2061.43	0	1115.25	12305.8	-8.16	-36.62	8.01	2522.34	0	1662.71	10435.5
4	120.09	676.73	42.57	2060.86	0	1120.61	5189.99	-7.1	-34.18	9.69	2566.4	0	1650.88	14246.5
5	105.21	676.88	40.21	2062.51	0	1116.41	10327.4	-0	-0	-0	2149	0	1465.7	-0
6	119.4	677.03	41.5	2048.04	0	1119.17	7218.7	-0	-0	-0	2149	0	1465.7	-0
7	119.63	665.28	40.74	2049.5	0	1120.69	8168.94	-0	-0	-0	2149	0	1465.7	-0
8	121.08	673.22	41.28	2052.79	0	1113.81	11261.7	-26.32	583.19	49.06	2531.42	0	1253.92	8949.03
9	121.92	664.06	36.32	2032.08	0	1118.14	9583.89	-27.08	462.19	173.95	2575.82	0	1246.7	36769.1
10	122.15	653.23	39.67	2046.76	0	1116.88	11334.3	-0	-0	-0	2149	0	1465.7	-0
11	132.45	636.44	41.73	2033.52	0	1120.86	6242.18	-0	-0	-0	2149	0	1465.7	-0
12	123.67	625.46	28.76	2018.98	0	1120.03	10012.7	-32.04	355.99	190.2	2496.17	0	1247.25	51039.9
13	124.05	617.52	36.47	2040.35	0	1120.43	12500.5	-32.42	334.78	57.37	2574.44	0	1227.79	-3086.52
14	141.45	586.55	36.39	2008.5	0	1122.38	4644.1	-0	-0	-0	2149	0	1465.7	-0
15	123.98	583.34	25.86	2021.43	0	1121.76	9526.04	-53.1	356.45	95.37	2520.74	0	1246.42	29779.7
16	135.12	563.35	26.25	2027.25	0	1119.35	15497.2	-77.59	341.03	35.48	2533.46	0	1238.11	-2114.29
17	139.16	536.96	32.35	1997.42	0	1121.65	4037.2	-0	-0	-0	2149	0	1465.7	-0
18	121.77	526.28	23.12	2024.87	0	1122.15	8904.88	-71.26	320.43	65.77	2526.43	0	1241.78	20220.7
19	137.41	495.3	12.21	2003.87	0	1120.7	16097.5	-0	-0	-0	2149	0	1465.7	-0
20	133.06	470.58	29.75	1997.47	0	1127.08	2277.64	-0	-0	-0	2149	0	1465.7	-0
21	119.4	436.55	13.96	1996.9	0	1129.41	7078.66	-46.39	330.81	20.29	2512.58	0	1239.14	7585.14
22	134.89	419.46	0.23	1996.49	0	1120.12	17505.6	-44.02	330.66	19.15	2571.6	0	1234.03	15845.2
23	119.48	383.45	19.68	2001.47	0	1133.89	4168.23	-50.51	371.4	-56.3	2485.42	0	1235.6	9394.12
24	115.13	361.02	9.08	1979.06	0	1127.57	7791.87	-59.28	356.6	-13.5	2540.47	0	1235.73	5425.47
25	118.87	324.55	-6.18	1987.92	0	1130.92	13525	-66.6	398.56	-1.75	2499.17	0	1259.46	16590.7
