Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-2.81305	-2.87772	10.2928	0.333818	6.71706	9.77444	-3.62456	-5.72876	27.8504	-4.61256	-13.2562	25.6922	7.45576	-19.477	5.80925	7.85591	-25.3871	6.26722	7.90241	21.3135	1.79326	8.4856	24.478	2.1286	11.8282	8.72393	18.3505	12.5445	9.13243	17.5648
1	-2.81022	-2.5566	10.3483	0.372146	6.84718	9.69361	-3.56733	-5.70053	28.0055	-4.42867	-13.2592	25.7792	7.23405	-19.6912	6.90056	7.50024	-25.4703	7.82874	7.13507	21.0531	1.46887	7.33854	23.867	2.33091	11.464	8.81131	16.6358	11.5239	9.57654	15.6179
2	-2.73657	-2.2897	10.417	0.486688	6.94481	9.58424	-3.39127	-5.73942	28.207	-4.1508	-13.2631	25.7504	6.88674	-19.3424	8.39094	7.16962	-25.1886	9.37672	5.59528	19.9574	0.78521	5.88778	22.42	2.18361	10.5991	9.14128	13.8118	10.4854	10.4313	13.1012
3	-2.57166	-2.10722	10.4988	0.665292	7.01079	9.48482	-3.09322	-5.78575	28.4095	-3.84809	-13.2219	25.6494	6.48121	-18.6297	9.94584	6.92946	-24.751	10.684	3.92847	18.3505	-0.23356	4.43585	20.7278	1.67328	9.70634	9.6026	10.5551	9.62629	11.3136	10.4401
4	-2.30711	-2.02446	10.5807	0.921996	7.03791	9.41481	-2.68411	-5.81945	28.5992	-3.54274	-13.1551	25.5663	6.03691	-17.6904	11.4123	6.75519	-24.1645	11.8617	2.51641	16.7811	-1.16608	3.01016	19.3982	1.27719	8.85913	9.83927	7.59559	8.66235	11.6864	8.03584
5	-1.9546	-2.03742	10.6405	1.27169	7.01387	9.36758	-2.19642	-5.83087	28.7681	-3.205	-13.1175	25.56	5.61885	-16.6878	12.8336	6.63888	-23.4438	13.1545	1.24208	15.6839	-1.57914	1.55959	18.6228	1.41065	7.82139	9.62137	5.25885	7.38612	11.4769	6.0674
6	-1.5522	-2.12967	10.6547	1.68746	6.93086	9.31983	-1.66849	-5.78063	28.8785	-2.79462	-13.1131	25.5744	5.30145	-15.8521	14.2962	6.56938	-22.788	14.5815	-0.017992	15.1443	-1.29747	0.198008	18.2838	2.10723	6.53234	9.08101	3.5674	5.94521	11.0326	4.57678
7	-1.14626	-2.26763	10.6091	2.10972	6.80787	9.25023	-1.13487	-5.64407	28.8592	-2.30972	-13.0858	25.4636	5.0969	-15.3281	15.7681	6.51624	-22.3985	15.8986	-1.02183	14.9093	-0.451486	-0.845332	18.19	3.07882	5.3274	8.57952	2.46939	4.67501	10.6648	3.5127
8	-0.76708	-2.39517	10.5147	2.4908	6.70549	9.15782	-0.632936	-5.4485	28.6439	-1.79367	-12.9765	25.1059	4.97464	-15.1197	17.0817	6.47621	-22.3291	16.8451	-1.52601	14.7135	0.62748	-1.55919	18.2369	4.0526	4.53894	8.34562	1.8192	3.67929	10.4023	2.7445
9	-0.432732	-2.45171	10.4023	2.82044	6.71053	9.06636	-0.204752	-5.25705	28.2063	-1.299	-12.7805	24.484	4.91184	-15.1561	18.0707	6.47351	-22.4877	17.3276	-1.64494	14.5249	1.67579	-2.08153	18.3282	4.93239	4.12794	8.32731	1.41552	2.87178	10.1623	2.16428
10	-0.164654	-2.39721	10.3014	3.09658	6.87581	8.99945	0.118448	-5.11839	27.567	-0.871526	-12.5471	23.6611	4.88985	-15.3427	18.6801	6.52399	-22.6587	17.41	-1.64714	14.4157	2.61838	-2.4941	18.2517	5.71158	3.85945	8.36656	1.12136	2.20389	9.94869	1.72252
11	0.016874	-2.22177	10.2276	3.31963	7.19251	8.96057	0.32523	-5.04958	26.7767	-0.53955	-12.3629	22.7266	4.88889	-15.5207	18.9562	6.6289	-22.6416	17.2338	-1.68697	14.3165	3.47258	-2.82575	17.862	6.40059	3.58683	8.38534	0.883476	1.67697	9.80445	1.38905
12	0.111008	-1.94315	10.1812	3.51012	7.60079	8.9316	0.423246	-5.05278	25.8921	-0.292332	-12.3173	21.7552	4.90084	-15.5341	18.9922	6.78479	-22.4415	16.9438	-1.79075	14.089	4.26118	-3.07282	17.289	7.02308	3.29177	8.38238	0.686456	1.30205	9.74183	1.14267
13	0.148148	-1.60221	10.1519	3.70699	8.02435	8.88445	0.442052	-5.11598	24.9623	-0.0824511	-12.4518	20.781	4.9396	-15.3564	18.8858	6.98687	-22.2598	16.6329	-1.9304	13.708	4.99943	-3.20702	16.8425	7.61483	3.01079	8.37076	0.525202	1.07824	9.74938	0.973728
14	0.183384	-1.24997	10.1249	3.93845	8.39596	8.79785	0.429252	-5.21273	24.0215	0.141021	-12.6876	19.7937	5.03594	-15.1205	18.7137	7.24112	-22.3131	16.3141	-2.05955	13.2926	5.70131	-3.21437	16.7458	8.19719	2.78917	8.36825	0.400662	0.982516	9.79537	0.870858
15	0.269804	-0.93367	10.0824	4.19588	8.67169	8.66723	0.433524	-5.30349	23.0773	0.401002	-12.8691	18.7678	5.21928	-15.0301	18.5108	7.55024	-22.6447	15.9524	-2.13682	13.0248	6.37414	-3.12664	16.9646	8.76328	2.65528	8.38679	0.312034	0.970327	9.84676	0.813689
16	0.431788	-0.685226	10.0085	4.4394	8.84043	8.50419	0.487304	-5.3612	22.113	0.684311	-12.8919	17.6964	5.49178	-15.2146	18.2737	7.89146	-23.1189	15.5227	-2.14288	13.0347	7.01587	-2.99937	17.2905	9.29373	2.60846	8.42201	0.25448	0.996162	9.89175	0.779663
17	0.653248	-0.515344	9.89569	4.62075	8.91312	8.32943	0.594226	-5.40402	21.1122	0.955482	-12.7655	16.6019	5.81612	-15.6203	17.9913	8.2178	-23.5461	15.0405	-2.08739	13.3101	7.62012	-2.87563	17.5367	9.77903	2.62346	8.46293	0.219634	1.02905	9.93351	0.753149
18	0.88719	-0.420388	9.74903	4.70457	8.90182	8.15857	0.73054	-5.45431	20.0796	1.18366	-12.5688	15.5155	6.14368	-16.0602	17.6708	8.48068	-23.7821	14.5437	-2.00635	13.7013	8.18343	-2.77353	17.6216	10.2206	2.66491	8.50172	0.19601	1.05588	9.97703	0.728281
19	1.07291	-0.3962	9.58007	4.68342	8.8099	7.99659	0.855394	-5.50773	19.039	1.3617	-12.3922	14.456	6.4353	-16.3468	17.3393	8.64919	-23.7744	14.0638	-1.93328	14.0289	8.71013	-2.68897	17.5723	10.6223	2.70886	8.53616	0.17441	1.07827	10.0238	0.703922
20	1.15864	-0.446068	9.3998	4.57755	8.64081	7.8443	0.92924	-5.55398	18.0178	1.49991	-12.2817	13.4258	6.66135	-16.3782	17.0293	8.72663	-23.5856	13.6101	-1.87173	14.1939	9.20947	-2.60379	17.4894	10.9919	2.7526	8.56672	0.153374	1.10319	10.0702	0.680122
21	1.1178	-0.578018	9.21678	4.41995	8.40664	7.70473	0.929482	-5.59776	17.0371	1.60999	-12.2305	12.4207	6.80075	-16.1607	16.7642	8.74377	-23.3382	13.1773	-1.81305	14.2136	9.68594	-2.49976	17.4779	11.3434	2.79423	8.59483	0.129034	1.13254	10.1102	0.65777
22	0.958168	-0.790472	9.03224	4.24031	8.12475	7.5817	0.860446	-5.6584	16.0969	1.69998	-12.2186	11.4406	6.8471	-15.8002	16.5427	8.72983	-23.116	12.7635	-1.74636	14.2007	10.1361	-2.36359	17.5828	11.6891	2.82901	8.62144	0.092628	1.16662	10.1421	0.637532
23	0.718638	-1.06699	8.84162	4.06082	7.81998	7.48052	0.749818	-5.73871	15.1744	1.77673	-12.2289	10.494	6.81735	-15.4296	16.3365	8.70315	-22.9403	12.3688	-1.66033	14.2608	10.5561	-2.1921	17.7785	12.0301	2.85759	8.64711	0.041376	1.20823	10.1691	0.618619
24	0.443672	-1.38562	8.65103	3.88592	7.51769	7.40811	0.624218	-5.80755	14.256	1.8379	-12.2448	9.59283	6.74531	-15.1446	16.1139	8.67385	-22.7984	11.9915	-1.54593	14.4274	10.9418	-1.99644	18.0047	12.3593	2.88753	8.67243	-0.024378	1.25872	10.1974	0.59603
25	0.168046	-1.72302	8.47671	3.70359	7.23473	7.37107	0.500034	-5.852	13.3508	1.8704	-12.2462	8.74597	6.65816	-14.9741	15.8641	8.64938	-22.685	11.6284	-1.39999	14.6874	11.2894	-1.7934	18.2133	12.6678	2.92705	8.69915	-0.105764	1.31692	10.2345	0.560244
26	-0.089644	-2.05754	8.33446	3.49999	6.98172	7.37438	0.382198	-5.89725	12.4794	1.86066	-12.2302	7.96121	6.56779	-14.8783	15.5958	8.63223	-22.5933	11.2852	-1.22816	15.0014	11.6052	-1.59587	18.3823	12.9574	2.97738	8.7305	-0.197102	1.37752	10.2841	0.505321
27	-0.327284	-2.37517	8.22722	3.26828	6.76282	7.41618	0.267112	-5.97514	11.648	1.8019	-12.2079	7.24031	6.47732	-14.7708	15.3161	8.61992	-22.5076	10.9767	-1.04735	15.302	11.9032	-1.40863	18.5	13.2467	3.03238	8.76998	-0.285474	1.42969	10.3501	0.437004
28	-0.549476	-2.66743	8.1509	3.01453	6.5734	7.4862	0.147944	-6.08686	10.8495	1.70091	-12.1774	6.57402	6.3945	-14.5971	15.0224	8.61093	-22.4114	10.7126	-0.87426	15.5264	12.1986	-1.23252	18.5468	13.5609	3.08526	8.82412	-0.358058	1.46214	10.4377	0.369543
29	-0.761858	-2.93273	8.09501	2.75947	6.40222	7.56708	0.016302	-6.19139	10.0685	1.58292	-12.131	5.94395	6.33463	-14.4135	14.7111	8.6035	-22.2838	10.4925	-0.704432	15.6843	12.5029	-1.06606	18.5085	13.9096	3.13388	8.9013	-0.40939	1.47526	10.5423	0.311709
30	-0.968462	-3.17556	8.04073	2.5293	6.23736	7.64066	-0.13431	-6.2372	9.28247	1.48106	-12.06	5.32988	6.31191	-14.3112	14.3809	8.59551	-22.1276	10.3099	-0.522046	15.8225	12.8114	-0.897778	18.4021	14.2836	3.1857	8.99985	-0.447984	1.48446	10.6499	0.261686
31	-1.16816	-3.3966	7.97485	2.34144	6.07126	7.69955	-0.30355	-6.2104	8.4766	1.41592	-11.9521	4.72168	6.33249	-14.3056	14.0294	8.58711	-21.9762	10.1566	-0.328954	15.954	13.1086	-0.708617	18.2651	14.6685	3.24842	9.10765	-0.488398	1.50856	10.7499	0.215409
32	-1.35142	-3.59301	7.90433	2.20396	5.9045	7.74754	-0.480266	-6.13111	7.65927	1.39539	-11.8117	4.1192	6.39257	-14.3461	13.6608	8.57846	-21.8564	10.0239	-0.141664	16.0576	13.3887	-0.49161	18.1295	15.0552	3.31977	9.21095	-0.539478	1.55198	10.8401	0.169131
33	-1.50548	-3.76744	7.84527	2.11473	5.74067	7.79921	-0.648004	-6.01389	6.84909	1.41527	-11.6462	3.53208	6.48374	-14.3982	13.284	8.57196	-21.7699	9.90212	0.031762	16.1235	13.6566	-0.271581	18.0013	15.44	3.39426	9.30051	-0.602092	1.59498	10.9216	0.113233
34	-1.62176	-3.92702	7.81187	2.06181	5.5822	7.87451	-0.792286	-5.86215	6.06341	1.46056	-11.461	2.97604	6.59561	-14.4624	12.9051	8.57019	-21.6975	9.78582	0.18745	16.1661	13.9178	-0.0844367	17.8658	15.8218	3.46206	9.37138	-0.67623	1.61178	10.9946	0.0352278
35	-1.70107	-4.07536	7.81754	2.03419	5.43334	7.98705	-0.909104	-5.67615	5.31866	1.51915	-11.2759	2.46204	6.7194	-14.5351	12.5286	8.57089	-21.6239	9.67685	0.31845	16.184	14.1784	0.0697244	17.7245	16.2	3.51118	9.42523	-0.76129	1.60287	11.0591	-0.0662389
36	-1.75174	-4.21219	7.87211	2.02969	5.3025	8.14103	-1.00397	-5.45561	4.62611	1.58963	-11.1136	1.992	6.84984	-14.608	12.1578	8.57018	-21.5539	9.5768	0.414512	16.1665	14.4432	0.213283	17.5969	16.5723	3.52956	9.46513	-0.859674	1.58347	11.1145	-0.18663
37	-1.77593	-4.33306	7.97686	2.04804	5.19365	8.33475	-1.07725	-5.21641	3.98562	1.67348	-10.978	1.56158	6.98331	-14.6939	11.7939	8.56692	-21.4992	9.48389	0.481532	16.1326	14.713	0.365739	17.4934	16.9356	3.51823	9.49643	-0.972152	1.56842	11.1618	-0.321947
38	-1.76833	-4.4321	8.12291	2.0826	5.09967	8.56109	-1.12169	-4.98694	3.38454	1.76676	-10.8522	1.16075	7.11428	-14.7954	11.4388	8.56233	-21.475	9.39473	0.554506	16.0929	14.988	0.545924	17.4137	17.2863	3.50587	9.53359	-1.08849	1.57458	11.2074	-0.467396
39	-1.72109	-4.5046	8.29523	2.12688	5.01063	8.80448	-1.12662	-4.79939	2.80357	1.86601	-10.7174	0.770631	7.23522	-14.8747	11.0957	8.55844	-21.4936	9.30611	0.672464	16.0233	15.2626	0.766528	17.3532	17.6202	3.53433	9.59145	-1.19905	1.61471	11.2602	-0.621663
40	-1.63562	-4.55744	8.48142	2.18019	4.9196	9.04022	-1.09065	-4.65614	2.23039	1.97368	-10.567	0.364864	7.34332	-14.9275	10.771	8.55502	-21.5579	9.21975	0.860006	15.9248	15.5289	1.03189	17.3095	17.9364	3.62862	9.67527	-1.30545	1.69196	11.3272	-0.787161
41	-1.52716	-4.61383	8.67059	2.23795	4.81333	9.24548	-1.02755	-4.52193	1.66177	2.08772	-10.3907	-0.0761589	7.44186	-14.991	10.4754	8.54861	-21.6644	9.14643	1.10572	15.8292	15.7851	1.33727	17.2829	18.2346	3.77514	9.77919	-1.42289	1.80102	11.4078	-0.972512
42	-1.41213	-4.69851	8.85222	2.2926	4.67613	9.40809	-0.954052	-4.36836	1.09914	2.20165	-10.1795	-0.556107	7.53333	-15.0983	10.2259	8.5324	-21.7988	9.10642	1.39202	15.7703	16.0324	1.67735	17.2748	18.5132	3.9538	9.899	-1.56775	1.93772	11.4928	-1.19021
43	-1.29967	-4.82755	9.019	2.34374	4.49901	9.52711	-0.880078	-4.18644	0.54644	2.31508	-9.94317	-1.06347	7.61503	-15.2453	10.0427	8.49557	-21.9284	9.12669	1.702	15.7566	16.2713	2.05222	17.2847	18.7725	4.14915	10.0281	-1.75532	2.10246	11.5672	-1.4498
44	-1.18458	-5.00349	9.1685	2.39587	4.27827	9.61246	-0.800842	-3.98581	0.009994	2.42936	-9.69903	-1.57403	7.67992	-15.4211	9.94532	8.42765	-22.019	9.23416	2.02116	15.796	16.5014	2.466	17.3109	19.0118	4.34478	10.1582	-2.0003	2.29834	11.6177	-1.75819
45	-1.05372	-5.22053	9.30351	2.45152	4.01477	9.67885	-0.702472	-3.78133	-0.500336	2.53999	-9.46108	-2.06081	7.72059	-15.6174	9.94959	8.32183	-22.0485	9.44769	2.34349	15.892	16.7193	2.92699	17.3503	19.2253	4.53271	10.2849	-2.3139	2.53244	11.6359	-2.12073
46	-0.896034	-5.46752	9.42793	2.50962	3.71713	9.73361	-0.575672	-3.58974	-0.975224	2.63847	-9.24546	-2.51171	7.73125	-15.792	10.0649	8.1755	-21.9961	9.77288	2.66928	16.0198	16.9219	3.44087	17.393	19.4027	4.7193	10.397	-2.69766	2.81328	11.6177	-2.54255
47	-0.71402	-5.72569	9.54136	2.56303	3.39883	9.77729	-0.43018	-3.43267	-1.41096	2.71398	-9.07395	-2.93069	7.70536	-15.8914	10.2965	7.98717	-21.8437	10.2017	3.02929	16.1573	17.1062	4.00605	17.4293	19.5329	4.93621	10.4671	-3.13871	3.14543	11.5629	-3.03
48	-0.531406	-5.97047	9.63469	2.59672	3.07309	9.81459	-0.297902	-3.32906	-1.81544	2.75291	-8.96254	-3.32473	7.63455	-15.8881	10.6446	7.75479	-21.6127	10.7165	3.46154	16.3012	17.2633	4.62752	17.4755	19.604	5.21607	10.4641	-3.63027	3.5309	11.4778	-3.58833
49	-0.383436	-6.1779	9.6858	2.59379	2.75648	9.8565	-0.21761	-3.29365	-2.21637	2.74543	-8.9192	-3.69637	7.50992	-15.7837	11.0997	7.47575	-21.3483	11.2932	3.9782	16.4499	17.3797	5.30907	17.554	19.6006	5.56743	10.3776	-4.1827	3.9699	11.3733	-4.22525
50	-0.306376	-6.33855	9.67455	2.54026	2.46951	9.91262	-0.221536	-3.31827	-2.64392	2.68864	-8.9431	-4.04637	7.32812	-15.6024	11.641	7.14795	-21.0846	11.9095	4.56274	16.5869	17.4412	6.04778	17.6648	19.5005	5.98014	10.2258	-4.81565	4.46905	11.261	-4.95618
51	-0.317358	-6.45934	9.60368	2.42541	2.23375	9.98617	-0.31525	-3.38347	-3.10409	2.58123	-9.01735	-4.37607	7.09222	-15.3945	12.249	6.77672	-20.8594	12.5527	5.18946	16.7119	17.4293	6.83509	17.8032	19.2753	6.43986	10.0431	-5.55424	5.03909	11.1465	-5.80843
52	-0.402804	-6.55222	9.50204	2.24262	2.06505	10.0724	-0.467628	-3.47911	-3.57074	2.41862	-9.11457	-4.68538	6.79904	-15.2121	12.919	6.37597	-20.7241	13.2287	5.84545	16.8471	17.318	7.66375	17.9894	18.8961	6.94192	9.85749	-6.42746	5.68938	11.0215	-6.81623
53	-0.539436	-6.62325	9.40633	1.99439	1.96802	10.1592	-0.637332	-3.59603	-3.99986	2.19835	-9.21072	-4.96924	6.43517	-15.0696	13.6604	5.95488	-20.7181	13.9681	6.5225	16.9946	17.0724	8.53522	18.2608	18.3375	7.49205	9.67441	-7.47107	6.42825	10.8624	-8.01471
54	-0.732024	-6.67137	9.3417	1.69314	1.93087	10.2305	-0.822982	-3.71069	-4.34664	1.92246	-9.28949	-5.21317	5.99963	-14.981	14.4978	5.51395	-20.8333	14.8236	7.21837	17.1461	16.6557	9.44165	18.6384	17.5761	8.10596	9.49021	-8.72689	7.25875	10.6399	-9.44495
55	-1.01552	-6.69001	9.31354	1.35711	1.93061	10.2716	-1.07318	-3.79167	-4.57627	1.59553	-9.34737	-5.3889	5.52492	-15.0118	15.4713	5.0503	-21.0337	15.8666	7.93401	17.3365	16.0362	10.3601	19.1373	16.5874	8.79854	9.30133	-10.2374	8.17637	10.3264	-11.16
56	-1.39841	-6.66547	9.30635	1.01128	1.94043	10.2774	-1.41916	-3.84651	-4.67368	1.22928	-9.40052	-5.44917	5.04497	-15.2273	16.6322	4.55824	-21.2848	17.1811	8.66518	17.6546	15.1748	11.2444	19.7838	15.3435	9.57526	9.08462	-12.0525	9.15968	9.9052	-13.2286
57	-1.83447	-6.59161	9.29255	0.687491	1.93372	10.2509	-1.83488	-3.92649	-4.63627	0.840869	-9.47942	-5.33669	4.56108	-15.5976	18.0404	4.03871	-21.5643	18.8463	9.38769	18.1609	14.0229	12.0009	20.6058	13.8146	10.4326	8.80205	-14.2358	10.1559	9.38	-15.7337
58	-2.25199	-6.49056	9.24796	0.409297	1.88545	10.201	-2.26509	-4.09766	-4.44961	0.438429	-9.60962	-4.99307	4.05001	-16.0089	19.7652	3.50056	-21.8713	20.9209	10.0349	18.8542	12.5372	12.4979	21.6219	11.9731	11.3447	8.43182	-16.8637	11.0915	8.77181	-18.7598
59	-2.60779	-6.42248	9.17275	0.183753	1.77851	10.1381	-2.68117	-4.38182	-4.05757	0.0198567	-9.80462	-4.37357	3.49057	-16.3744	21.877	2.94955	-22.2092	23.4228	10.497	19.7181	10.6958	12.5889	22.8156	9.80955	12.2524	7.97824	-20.0058	11.8798	8.10821	-22.3667
60	-2.90252	-6.46321	9.08961	0.00696111	1.61082	10.0675	-3.09217	-4.73693	-3.37805	-0.415817	-10.0737	-3.46571	2.87108	-16.6682	24.4227	2.37343	-22.557	26.3156	10.6615	20.722	8.51786	12.1711	24.1288	7.33087	13.0871	7.4601	-23.6859	12.4592	7.4045	-26.5652
