Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-357.502	924.191	-40.9144	-401.833	942.602	-299.142	-554.976	921.202	-91.0704	-569.661	933.583	-169.667	-489.833	998.814	-317.43	-432.369	983.344	10.4264	-391.336	824.68	20.8355	-241.717	486.543	-20.5411	-232.308	432.388	-18.0687	-174.805	438.404	-60.7235	-184.578	84.5162	-66.8555	-222.701	60.9297	-115.45	-20.863	92.406	-97.9689	-59.3625	59.1163	-38.3116	-513.88	854.349	-332.434	-572.86	472.251	-287.473	-580.812	413.66	-286.031	-526.742	396.612	-242.524	-670.398	70.4211	-220.619	-711.229	61.5259	-174.662	-509.088	42.3728	-189.606	-558.481	26.9965	-259.137
0.007	-346.721	921.166	-40.8222	-392.531	940.477	-298.842	-544.645	918.247	-89.7967	-559.968	930.898	-168.241	-481.664	996.02	-316.843	-422.279	979.916	10.668	-380.554	821.388	20.7074	-230.921	483.331	-21.3055	-220.106	430.103	-18.5726	-162.912	437.194	-60.5072	-158.014	84.2535	-65.5916	-195.112	59.2138	-114.165	5.6017	97.5627	-96.5403	-31.7292	62.5868	-37.0139	-505.492	852.805	-331.879	-567.448	471.652	-286.833	-576.085	413.317	-285.407	-521.939	395.459	-242.065	-670.127	71.2993	-219.995	-710.895	62.5654	-173.768	-508.91	42.2948	-189.417	-558.436	26.9023	-258.75
0.013	-335.863	918.22	-40.6658	-383.331	938.126	-298.895	-534.295	915.252	-88.4484	-550.169	928.23	-166.722	-472.842	993.022	-315.8	-412.134	976.598	11.0744	-369.369	817.534	21.9645	-220.091	480.299	-22.2566	-207.657	427.97	-19.1532	-150.311	436.423	-61.2762	-132.774	84.7344	-63.9929	-168.875	58.2041	-112.554	30.7864	102.847	-95.1886	-5.40691	66.8246	-35.5327	-496.689	851.172	-330.958	-561.641	471.088	-286.34	-571.189	412.805	-284.735	-517.07	394.105	-241.87	-669.744	72.0151	-219.439	-710.559	63.8585	-173.172	-508.805	42.218	-189.279	-558.573	26.9305	-258.452
0.02	-324.928	915.388	-40.4767	-373.72	936.15	-298.293	-523.912	912.288	-87.0613	-540.249	925.58	-165.139	-464.521	989.978	-314.957	-401.695	973.418	11.3898	-358.433	813.77	22.2518	-209.394	477.486	-23.0829	-195.349	426.213	-19.8105	-138.065	435.885	-62.3541	-108.855	85.7462	-62.3701	-144.064	57.6536	-110.64	54.2811	108.333	-93.9447	19.4027	71.5893	-34.0078	-487.7	849.468	-329.902	-555.452	470.67	-285.857	-565.83	412.449	-284.373	-511.892	392.882	-241.761	-669.383	73.0559	-219.187	-710.278	65.3194	-172.911	-508.778	42.1507	-189.166	-558.692	26.9512	-258.245
0.027	-314.126	912.775	-40.038	-364.145	934.14	-298.012	-514.192	910.085	-86.6512	-530.126	923.013	-163.453	-456.411	986.891	-314.231	-391.157	970.664	11.6973	-347.419	810.105	22.5783	-198.664	474.905	-23.6753	-182.958	424.962	-20.4221	-125.923	435.608	-63.5352	-86.4166	87.0715	-60.878	-120.812	57.3796	-108.703	76.2756	113.57	-92.8998	42.6946	76.5092	-32.6707	-478.675	847.869	-328.892	-548.987	470.078	-285.58	-560.062	411.917	-284.506	-506.494	391.493	-241.781	-668.815	74.2447	-219.267	-709.964	67.0684	-172.952	-508.745	42.0729	-189.103	-558.723	26.9747	-258.116
0.033	-303.296	910.35	-39.6092	-354.402	932.162	-297.868	-503.68	908.067	-84.5156	-517.938	919.5	-162.008	-447.938	984.123	-313.083	-380.555	968.334	11.9806	-336.323	806.567	22.9372	-187.931	472.353	-24.0547	-170.773	423.772	-20.7361	-114.128	435.409	-64.5308	-65.279	88.3176	-59.5404	-98.9918	57.3253	-107.094	96.7807	118.547	-91.5701	64.2128	81.2288	-31.3968	-469.338	846.29	-327.782	-542.272	469.519	-285.527	-554.213	411.62	-284.555	-500.783	390.241	-241.872	-668.332	75.5818	-219.562	-709.503	69.0107	-173.339	-508.716	42.001	-189.068	-558.653	27.0089	-258.074
0.04	-292.475	908.177	-39.2118	-344.581	930.346	-297.727	-491.956	903.869	-83.2501	-507.43	917.192	-160.447	-439.322	981.674	-311.92	-369.434	966.222	12.2374	-325.135	803.409	23.4146	-176.793	470.714	-24.3338	-158.753	422.728	-20.8834	-102.152	435.318	-65.4924	-45.6693	89.5029	-58.6733	-78.8005	57.462	-106.15	115.798	122.81	-90.8685	84.0557	85.2301	-30.4867	-459.789	844.841	-326.726	-535.23	469.147	-285.627	-547.962	411.35	-284.54	-495.02	389.018	-242.192	-667.609	77.1993	-220.054	-709.096	71.2602	-173.994	-508.675	41.9384	-189.057	-558.5	27.0566	-258.077
0.047	-281.692	906.223	-39.0554	-334.612	928.693	-297.618	-481.073	901.584	-82.0321	-496.857	915.11	-158.988	-430.567	979.539	-310.84	-358.328	964.415	12.6189	-313.886	800.602	23.8195	-165.47	469.34	-24.3366	-146.797	421.583	-21.4491	-90.4411	435.138	-66.0809	-28.0982	90.5435	-57.9715	-60.1239	57.5438	-105.775	133.348	126.224	-90.2896	102.205	88.3768	-29.9133	-450.072	843.583	-325.725	-528.026	468.825	-285.876	-541.53	411.278	-284.95	-488.976	387.935	-242.447	-666.877	79.1026	-220.806	-708.606	73.8607	-174.843	-508.63	41.8696	-189.07	-558.286	27.1224	-258.161
0.053	-270.918	904.572	-38.8846	-324.561	927.173	-297.567	-470.002	899.524	-80.84	-486.049	913.24	-157.688	-421.729	977.771	-308.954	-347.202	962.894	13.0577	-302.569	798.218	24.1282	-153.833	468.012	-24.3789	-134.971	420.361	-21.5833	-78.7054	434.754	-66.4233	-11.7367	90.8729	-58.0678	-43.1844	57.4044	-106.006	149.341	128.716	-90.0054	118.566	90.341	-29.6435	-440.089	842.487	-324.739	-520.356	468.586	-286.174	-534.698	411.208	-285.523	-482.562	386.998	-242.926	-665.894	81.2965	-221.836	-707.925	76.7716	-175.994	-508.593	41.8079	-189.132	-558.012	27.2126	-258.256
0.06	-260.004	903.116	-38.8407	-314.314	925.861	-297.479	-458.834	897.831	-79.745	-475.229	911.726	-156.469	-412.504	976.528	-307.728	-335.637	961.553	13.4277	-291.073	796.149	24.3536	-142.075	467.207	-24.3856	-123.111	419.148	-21.6066	-66.873	434.253	-66.3535	2.94568	90.624	-58.5463	-27.9603	56.8236	-106.719	163.74	130.097	-89.9766	133.236	91.356	-29.6688	-430.001	841.598	-323.856	-512.673	468.513	-286.447	-527.591	411.206	-286.302	-475.882	386.082	-243.669	-664.807	83.609	-222.967	-707.196	80.0171	-177.386	-508.541	41.7464	-189.218	-557.606	27.3583	-258.355
