Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0593867	0.0144619	-0.632716	-0.0066463	-0.000670741	-0.507242	0.00439926	0.0124507	-0.409607	0.0239833	0.00484296	-0.321578	0.0109704	0.0180641	0.0230096	-0.00140185	-0.00127593	0.00135556	0.05935	0.453244	-0.0437285	0.060707	0.436977	-0.0575137
1	-0.0362256	0.0276585	-0.681273	0.00670704	0.00488444	-0.534445	0.015467	0.0208689	-0.416001	0.0385581	0.0090863	-0.301365	0.0142389	0.027443	0.0194456	-0.00294667	-0.00318296	-0.0234652	0.0912256	1.31587	-0.130758	0.0704307	1.37139	-0.149343
2	0.00140481	0.04927	-0.706587	0.0495144	0.0163989	-0.525377	0.0238781	0.04105	-0.409842	0.0594274	0.0222633	-0.250516	0.0132444	0.0477367	0.0174448	-0.00939444	-0.00112074	-0.0549893	0.0614759	2.6595	-0.255437	0.016107	2.71691	-0.263178
3	0.0530063	0.0715852	-0.65126	0.11042	0.0263441	-0.444969	0.0291659	0.0633719	-0.365843	0.0833293	0.033903	-0.161566	0.00623741	0.0701881	0.0178963	-0.01846	-0.000100741	-0.0856056	-0.11735	4.05546	-0.353134	-0.172658	4.00209	-0.314553
4	0.0915978	0.0819093	-0.596756	0.150706	0.0204052	-0.385824	0.0340774	0.070973	-0.326033	0.111812	0.0266052	-0.0822493	-0.000172593	0.07966	0.020147	-0.0227163	-0.012267	-0.109635	-0.459231	5.1327	-0.336333	-0.493195	4.94954	-0.209709
5	0.109774	0.0864381	-0.623077	0.166084	0.0101389	-0.395364	0.0470696	0.0686611	-0.322158	0.149562	0.0103656	-0.0290078	-0.00167593	0.0818115	0.0319844	-0.0202993	-0.0278363	-0.119861	-0.840901	5.90366	-0.19886	-0.835779	5.65096	0.0296763
6	0.149467	0.0894278	-0.674459	0.209663	0.00466481	-0.421995	0.0871096	0.0664885	-0.300921	0.208168	-0.00157111	0.0405893	3.85185e-05	0.0840956	0.0560459	-0.0161781	-0.037607	-0.115042	-1.1252	6.42182	0.00396037	-1.10477	6.21363	0.315526
7	0.230373	0.0850811	-0.69854	0.31033	-0.00162148	-0.431052	0.158704	0.0684356	-0.21032	0.286371	-0.00454	0.155714	-0.000385926	0.0866263	0.082283	-0.0181874	-0.0402874	-0.102565	-1.31278	6.75891	0.219587	-1.30793	6.69505	0.563268
8	0.339756	0.0693185	-0.716559	0.44522	-0.0154174	-0.443428	0.247187	0.0732485	-0.0734767	0.367103	0.000345185	0.288817	-0.00386074	0.0900711	0.105959	-0.0279019	-0.035057	-0.0847781	-1.47581	7.06693	0.426067	-1.47528	7.16486	0.734577
9	0.444046	0.0497593	-0.760858	0.570763	-0.0358667	-0.460341	0.330256	0.0802919	0.0458274	0.430664	0.00691259	0.404166	-0.00727148	0.0983848	0.132825	-0.0400922	-0.0255307	-0.0606344	-1.62958	7.532	0.608137	-1.60339	7.70477	0.838804
10	0.522402	0.0363422	-0.795931	0.653022	-0.05336	-0.448143	0.393306	0.0897063	0.120333	0.462994	0.0115796	0.490436	-0.00778778	0.113399	0.168303	-0.0511685	-0.0151826	-0.0304233	-1.74119	8.1914	0.737836	-1.67872	8.3001	0.884735
11	0.58261	0.0328667	-0.793357	0.689233	-0.0625278	-0.402023	0.435388	0.10148	0.15417	0.467539	0.0131533	0.545346	-0.00493148	0.133737	0.21125	-0.059173	-0.0052963	0.00485037	-1.77592	8.93103	0.796727	-1.69272	8.86625	0.879927
12	0.642716	0.0372863	-0.759656	0.70075	-0.0639537	-0.343271	0.464807	0.114448	0.162788	0.459144	0.0130207	0.573163	2.66667e-05	0.155496	0.255007	-0.0636252	0.00401407	0.04242	-1.73007	9.60932	0.801	-1.65101	9.33336	0.846028
13	0.704889	0.0458852	-0.711177	0.712407	-0.0611026	-0.288177	0.487503	0.12665	0.159289	0.450093	0.0125567	0.582215	0.0059437	0.174813	0.294295	-0.06443	0.0120337	0.0795589	-1.62386	10.1223	0.785096	-1.56881	9.66939	0.811967
