Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	-2.9451	10.0424	7.73299	-2.00481	8.27895	7.55843	-8.97241	-7.52853	23.767	-7.33796	-10.2785	23.9177	3.58224	-27.2307	-6.34042	3.98297	-27.2064	-4.70524	9.63582	14.0573	-1.96715	6.48508	17.4128	0.40374	10.9791	12.9371	25.9641	6.96805	13.4032	25.649
1	-2.85136	9.98686	7.59197	-1.80804	8.232	7.4478	-8.58489	-7.74752	24.284	-6.92038	-10.124	23.9152	3.74712	-27.2377	-3.57242	4.17261	-27.4856	-3.33556	7.72088	13.5808	-1.63953	6.04966	17.1607	0.459973	9.56992	13.7089	23.285	7.04409	13.8174	24.1878
2	-2.58511	9.75952	7.31846	-1.45668	7.94591	7.34017	-7.95206	-8.07803	24.6089	-6.29127	-9.93575	24.0242	3.83778	-26.1428	-0.669075	4.33514	-27.1331	-1.49426	5.02154	12.5427	-1.88188	4.78046	16.9756	-0.159574	7.68829	14.0247	19.4028	6.74973	13.5989	21.2833
3	-2.15737	9.38303	6.97594	-0.940017	7.41746	7.23338	-7.13549	-8.19577	24.6923	-5.44042	-9.48972	24.0867	3.8018	-24.583	1.75103	4.39252	-26.3045	0.17116	2.68017	11.3929	-3.12989	3.00123	16.7224	-1.60945	6.36735	13.7643	15.0481	6.26397	12.7612	17.4593
4	-1.59607	8.89261	6.61812	-0.261957	6.67714	7.10105	-6.23113	-7.9324	24.614	-4.40883	-8.7113	24.0407	3.73318	-22.8458	3.61196	4.39848	-24.8767	1.50447	1.20972	10.4042	-5.00037	1.31034	16.0007	-3.48259	5.81421	12.7831	10.8997	5.79835	11.5068	13.5071
5	-0.934297	8.32778	6.2778	0.552556	5.79478	6.91612	-5.33559	-7.35442	24.5272	-3.27974	-7.77107	23.9312	3.84991	-20.8175	5.39447	4.50432	-22.6514	2.86777	0.0180817	9.38175	-6.43416	-0.0720114	14.5076	-5.05693	5.17219	11.2864	7.32907	5.24291	10.1421	9.92805
6	-0.196793	7.71775	5.98637	1.45174	4.8573	6.6919	-4.4809	-6.66018	24.5689	-2.12988	-6.91485	23.8321	4.26516	-18.4939	7.55242	4.78211	-19.9727	4.56056	-1.48565	7.98595	-6.68809	-1.33905	12.4925	-5.90725	3.82259	9.87924	4.5569	4.38953	9.01759	6.87533
7	0.588917	7.07993	5.77199	2.34891	3.93979	6.48706	-3.63231	-6.04882	24.7391	-1.01432	-6.28187	23.7541	4.86717	-16.2944	10.0456	5.1564	-17.6827	6.46152	-3.01708	6.34437	-5.80856	-2.69549	10.6914	-5.99783	2.23309	9.06575	2.74066	3.22697	8.35955	4.45566
8	1.3741	6.43459	5.64002	3.13835	3.09242	6.35656	-2.76327	-5.61512	24.8625	0.0115086	-5.87149	23.6143	5.46744	-14.8377	12.4352	5.50773	-16.3897	8.23518	-4.16656	5.13415	-4.28303	-4.08142	9.73285	-5.47247	1.0198	8.81958	1.73898	1.97462	8.12374	2.7248
9	2.09673	5.82417	5.56798	3.74036	2.34669	6.30514	-1.89446	-5.33699	24.7072	0.894229	-5.62048	23.2958	5.95873	-14.541	14.2647	5.76097	-15.993	9.64556	-4.87627	4.98643	-2.55178	-5.31134	9.69125	-4.4857	0.302107	8.82733	1.26178	0.825251	8.06017	1.61708
