Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-35.25	554.35	-95.98	2372.63	0	1177.63	38053.6	78.2	211.49	18.84	1628	0	1252.79	17892.8
2	-97.66	657.04	41.58	2453.46	0	1157.55	31170.3	122.68	180.97	-6.03	1619.37	0	1230.97	41911.1
3	-71.26	631.87	-9.84	2360.47	0	1164.88	-5482.01	31.66	153.2	41.81	1540.55	0	1233.46	-15976.6
4	-96.74	606.08	-56.61	2369.06	0	1157.02	39313.2	86.59	131.07	25.25	1616.53	0	1252.63	17890.8
5	-157.55	593.87	34.03	2401.24	0	1159.02	6178.58	-0	-0	-0	2149	0	1465.7	-0
6	-83.08	515.59	24.11	2358.15	0	1174.18	20124.2	-0	-0	-0	2149	0	1465.7	-0
7	-122.3	629.43	-5.8	2395.95	0	1154.05	29804	-0	-0	-0	2149	0	1465.7	-0
8	-157.62	649.26	-8.77	2381.34	0	1153.83	-5236.67	-0	-0	-0	2149	0	1465.7	-0
9	-100.1	705.41	79.8	2360.95	0	1157.63	18074.3	-0	-0	-0	2149	0	1465.7	-0
10	-184.48	709.69	52.49	2398.06	0	1155.69	34158	-0	-0	-0	2149	0	1465.7	-0
11	-156.56	704.19	24.03	2344.69	0	1144.72	14874.1	-0	-0	-0	2149	0	1465.7	-0
12	-159.07	720.21	121.92	2372.3	0	1164.52	26404.9	-0	-0	-0	2149	0	1465.7	-0
13	-227.2	732.73	67.9	2364.38	0	1149.19	18952.5	25.02	-34.64	22.43	2929.79	0	1576.74	24706.7
14	-138.55	784.76	55.16	2349.52	0	1149.2	8897.92	-32.35	-33.42	-2.9	2706.44	0	1647.22	20030.8
15	-196.15	775.3	91.4	2353.81	0	1159.75	42153.9	21.67	-37.69	-10.07	2655.76	0	1592.26	8741.43
16	-185.7	816.19	94.07	2336.48	0	1151.21	13510.1	-3.59	-45.47	27.47	2740.12	0	1495.78	34881.2
17	-127.87	828.86	51.5	2338.14	0	1151.65	19566.3	-0	-0	-0	2149	0	1465.7	-0
18	-191.35	813.9	52.49	2328.79	0	1154.61	32237.9	26.25	-52.19	-9.23	2703.44	0	1597.32	7684.9
19	-129.47	854.19	73.01	2333.4	0	1150.22	4013.45	-0	-0	-0	2149	0	1465.7	-0
20	-155.79	812.99	58.98	2310.84	0	1159.71	32373.1	6.79	-44.86	14.95	2571.9	0	1554.04	17170.2
21	-141.6	860.9	57.68	2319.77	0	1150.03	18234.7	16.94	-36.93	-9.08	2957.82	0	1625.61	4203.48
22	-113.68	832.82	67.67	2299.94	0	1157.23	12699.1	-12.66	-30.06	1.37	2765.98	0	1672.48	17493.7
