Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2401.54	995.953	1388.76	2394.35	988.183	1133.56	2211.86	1027.54	1305.74	2207.46	1025.52	1226.64	2283.18	1075	1097.99	2327.29	1076.38	1428.61	2316.86	878.984	1459.61	2261.38	501.944	1408.07	2229.97	443.578	1407.31	2295.7	424.049	1355.33	2129.3	76.1501	1347.92	2082.64	57.4714	1294.19	2294.95	45.6142	1292.68	2258.37	32.5369	1367.09	2306.86	871.84	1077.57	2470.72	522.526	1105.15	2474.41	451.97	1103.13	2544.23	462.725	1141.93	2601.67	94.1416	1128.07	2561.3	52.6786	1179.64	2762.34	110.984	1177.9	2742.45	89.4505	1121.21
0.007	2401.6	994.824	1388.76	2394.43	987.139	1133.49	2211.73	1026.51	1305.51	2207.39	1024.38	1226.17	2284.04	1073.68	1097.62	2327.01	1075.52	1428.36	2316.01	878.292	1459.52	2257.81	501.661	1407.9	2226.04	443.475	1407.15	2291.73	423.86	1355.77	2123.88	76.4298	1347.71	2077.08	57.7487	1293.99	2289.41	45.5108	1292.65	2252.71	32.4416	1366.92	2306.97	870.924	1077.28	2470.83	522.003	1104.07	2475.07	451.426	1102.56	2544.96	462.993	1140.88	2607.04	94.6665	1128.4	2567.52	52.758	1180.53	2767.26	115.585	1179.41	2748.73	92.0844	1122.9
0.013	2401.76	993.923	1389.25	2394.5	986.21	1133.4	2211.64	1025.32	1305.09	2207.24	1023.43	1225.91	2284.36	1072.78	1097.08	2326.65	1074.5	1428.07	2315.2	877.57	1459.3	2254.33	501.435	1407.82	2222.09	443.373	1407.04	2287.78	423.201	1355.84	2118.33	76.6426	1347.71	2071.62	58.1322	1293.8	2283.87	45.4214	1292.74	2246.95	32.2047	1366.88	2307.03	870.062	1076.87	2471.48	521.534	1104.07	2475.71	450.813	1101.99	2546.07	463.587	1139.82	2611.18	94.61	1128.62	2572.53	52.2747	1180.88	2770.8	119.088	1180.71	2753.76	94.324	1124.61
0.02	2401.58	993.005	1388.99	2394.42	985.064	1133.11	2211.48	1024.43	1304.67	2207.11	1022.47	1225.5	2284.57	1071.65	1096.55	2326.39	1073.84	1427.67	2314.43	876.811	1459.01	2250.97	501.163	1407.66	2218.45	443.27	1406.84	2283.91	422.58	1355.97	2112.84	76.8275	1347.69	2065.99	58.5261	1293.77	2278.28	45.3692	1292.81	2241.4	32.1885	1366.93	2307.09	869.199	1076.39	2472.52	521.242	1103.05	2476.68	450.223	1101.68	2547.26	463.369	1138.85	2614.06	94.4093	1128.64	2575.8	51.9097	1180.68	2773.1	121.756	1181.36	2757.1	95.5044	1125.58
0.027	2401.35	991.866	1388.61	2394.47	984.243	1132.83	2211.34	1023.57	1304.26	2206.98	1021.61	1225.02	2284.59	1070.8	1096.09	2326.08	1072.72	1427.42	2313.64	876.031	1458.66	2247.76	500.86	1407.46	2214.92	443.191	1406.64	2280.29	421.925	1355.85	2107.36	77.1436	1347.71	2060.47	58.8894	1293.7	2272.65	45.3598	1292.86	2235.68	32.2568	1367.04	2307.26	868.235	1075.78	2473.92	520.883	1102.84	2477.7	449.636	1101.5	2549	463.45	1138.05	2615.85	94.0264	1128.42	2577.47	51.2433	1180.09	2774.25	123.134	1181.87	2759.04	96.0238	1126.35
0.033	2400.84	990.689	1387.68	2394.39	983.199	1132.29	2211.26	1022.69	1303.59	2206.82	1020.79	1224.51	2284.7	1069.78	1095.54	2326.16	1071.64	1426.44	2312.89	875.362	1458.28	2244.19	500.618	1407.53	2210.87	443.36	1407.46	2276.63	421.174	1355.73	2101.92	77.4756	1347.77	2054.99	59.2089	1293.67	2267.15	45.2564	1292.85	2230.1	32.0477	1367.05	2307.37	867.413	1075.23	2475.73	520.539	1102.75	2479.29	449.112	1101.31	2550.51	462.663	1137.55	2616.64	93.4937	1128.03	2578.03	50.5143	1179.83	2774.37	122.97	1182.35	2760.09	95.7394	1127.28
0.04	2400.94	989.62	1387.75	2394.42	982.445	1131.74	2211.15	1021.82	1303.02	2206.74	1019.93	1223.86	2284.58	1068.75	1094.92	2325.85	1070.35	1426.16	2312.17	874.528	1457.8	2241.56	500.212	1407.13	2208.38	442.858	1406.05	2273.32	420.469	1355.41	2096.53	77.882	1347.8	2049.48	59.7057	1293.64	2261.5	45.3699	1292.99	2224.58	32.1336	1367.18	2307.61	866.576	1074.69	2478.03	520.394	1102.81	2481.05	448.702	1101.2	2552.09	461.942	1137.38	2616.27	92.7156	1127.64	2577.36	49.3151	1178.21	2773.6	121.155	1183.03	2759.58	94.6021	1127.7
0.047	2400.69	988.565	1387.19	2394.34	981.462	1130.66	2211.11	1020.77	1302.04	2206.78	1018.98	1223.02	2284.41	1067.82	1094.33	2325.75	1069.33	1425.76	2311.5	873.766	1457.23	2239.02	499.773	1406.65	2205.36	442.665	1405.7	2269.97	419.731	1355.12	2091.2	78.348	1347.79	2043.99	60.34	1293.59	2255.96	45.3216	1293.09	2218.95	32.0973	1366.95	2308.05	865.788	1074.16	2480.53	520.339	1102.97	2483.01	448.502	1101.1	2553.86	461.245	1137.42	2614.98	91.5539	1127.2	2575.26	48.5075	1177.12	2772.26	118.059	1183.81	2758.06	92.7839	1127.84
0.053	2400.48	987.448	1386.57	2394.52	980.836	1129.9	2211.02	1020.01	1301.19	2206.88	1018.12	1222.07	2284.03	1066.59	1093.83	2325.43	1067.97	1425.56	2310.82	872.993	1456.63	2236.5	499.349	1406.26	2202.44	442.477	1405.35	2266.95	419.044	1354.74	2085.88	78.8228	1347.69	2038.55	61.0457	1293.5	2250.51	45.072	1292.91	2213.34	31.9716	1366.82	2308.53	865.139	1073.6	2483.06	520.169	1103.74	2485.04	448.404	1101.11	2555.47	460.479	1137.89	2612.96	90.5063	1126.6	2572.26	47.323	1175.93	2770.12	113.965	1184.59	2755.4	90.356	1127.86
0.06	2400.36	986.418	1385.92	2394.81	980.197	1129.33	2210.92	1019.27	1300.37	2207.04	1017.14	1221.13	2283.68	1065.8	1093.4	2325.41	1067.08	1424.72	2310.19	872.138	1456.02	2234.11	498.91	1405.75	2198.99	442.623	1405.64	2264.06	418.313	1354.32	2080.49	79.4487	1347.7	2033.13	61.8993	1293.41	2244.99	45.0233	1292.91	2207.63	32.0242	1366.84	2309.06	864.525	1073.05	2485.42	520.172	1104.11	2487.25	448.41	1101.17	2557	459.573	1138.65	2609.97	89.2306	1126.01	2568.06	45.9552	1174.63	2767.14	109.187	1185.26	2751.75	87.2071	1127.58
