Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	819.66	874.692	1337.51	821.416	864.716	1104.97	657.079	889.947	1253.74	657.063	885.807	1183	748.947	907.414	1077.31	735.124	921.988	1353.57	747.69	784.132	1399.78	721.947	443.12	1392.73	709.95	387.196	1402.44	755.371	366.527	1354.96	669.194	71.6109	1403.81	625.831	46.7663	1366.73	803.152	40.3245	1342.39	776.35	28.9637	1411.84	757.347	780.242	1048.41	719.685	436.1	1049.05	709.807	385.751	1042.57	757.788	364.367	1081.74	678.914	69.2184	1043.34	637.298	44.0354	1078.35	810.586	37.7227	1108.58	789.702	27.7217	1038.56	720.427	422.676	1278.92	677.883	79.4062	1326.82	801.483	36.552	1367.92	721.702	422.323	1162.52	688.34	78.0566	1118.02	811.46	34.6343	1077.8
0.007	819.555	874.699	1337.51	821.311	864.727	1104.98	656.977	889.944	1253.74	656.952	885.808	1183.01	748.839	907.433	1077.31	735.01	921.995	1353.57	747.597	784.136	1399.78	721.891	443.126	1392.72	709.917	387.199	1402.44	755.337	366.546	1354.97	669.206	71.612	1403.8	625.818	46.7689	1366.74	803.153	40.3243	1342.39	776.345	28.9598	1411.86	757.257	780.253	1048.4	719.628	436.097	1049.05	709.761	385.741	1042.58	757.753	364.374	1081.74	678.908	69.2247	1043.34	637.289	44.0288	1078.34	810.593	37.7166	1108.58	789.711	27.7226	1038.56	720.366	422.683	1278.93	677.89	79.4116	1326.82	801.492	36.5618	1367.91	721.665	422.316	1162.52	688.341	78.0591	1118.02	811.457	34.6337	1077.8
0.013	819.451	874.707	1337.5	821.199	864.746	1104.97	656.882	889.945	1253.73	656.845	885.792	1183	748.735	907.44	1077.3	734.892	922.003	1353.56	747.502	784.146	1399.76	721.844	443.133	1392.71	709.873	387.205	1402.44	755.293	366.544	1354.98	669.197	71.6121	1403.8	625.822	46.7623	1366.72	803.151	40.3248	1342.38	776.347	28.9662	1411.86	757.169	780.269	1048.4	719.584	436.1	1049.04	709.709	385.745	1042.56	757.727	364.383	1081.73	678.897	69.2202	1043.33	637.29	44.029	1078.34	810.59	37.7166	1108.58	789.709	27.7179	1038.56	720.314	422.687	1278.92	677.89	79.4103	1326.82	801.481	36.5537	1367.91	721.61	422.334	1162.52	688.338	78.0488	1118.02	811.462	34.6329	1077.79
0.02	819.35	874.726	1337.5	821.095	864.768	1104.97	656.78	889.935	1253.72	656.745	885.794	1182.99	748.64	907.442	1077.29	734.785	922.017	1353.58	747.412	784.152	1399.76	721.803	443.133	1392.71	709.827	387.204	1402.43	755.267	366.554	1354.95	669.194	71.6191	1403.8	625.82	46.7615	1366.72	803.15	40.3177	1342.38	776.343	28.9678	1411.85	757.088	780.27	1048.39	719.526	436.104	1049.05	709.658	385.745	1042.57	757.685	364.39	1081.74	678.903	69.217	1043.33	637.292	44.0235	1078.34	810.589	37.7236	1108.57	789.705	27.7101	1038.56	720.28	422.685	1278.92	677.868	79.4053	1326.83	801.481	36.5633	1367.91	721.542	422.34	1162.52	688.335	78.0405	1118.01	811.465	34.6345	1077.8
0.027	819.245	874.733	1337.48	820.989	864.784	1104.96	656.674	889.926	1253.72	656.631	885.783	1182.99	748.526	907.454	1077.28	734.674	922.008	1353.57	747.32	784.166	1399.76	721.751	443.137	1392.71	709.781	387.23	1402.43	755.223	366.553	1354.96	669.191	71.6057	1403.81	625.822	46.7649	1366.73	803.146	40.3204	1342.38	776.33	28.9615	1411.86	756.983	780.276	1048.39	719.462	436.104	1049.04	709.603	385.746	1042.57	757.646	364.405	1081.73	678.888	69.2211	1043.33	637.287	44.0168	1078.33	810.6	37.7178	1108.57	789.709	27.7165	1038.55	720.213	422.695	1278.91	677.86	79.4066	1326.81	801.487	36.562	1367.92	721.48	422.325	1162.52	688.334	78.0414	1118.01	811.457	34.6306	1077.78
0.033	819.138	874.744	1337.47	820.878	864.8	1104.94	656.568	889.915	1253.7	656.54	885.76	1182.98	748.41	907.455	1077.28	734.553	922.015	1353.56	747.238	784.157	1399.75	721.716	443.139	1392.7	709.743	387.238	1402.43	755.18	366.561	1354.95	669.212	71.6269	1403.89	625.825	46.7489	1366.74	803.155	40.3284	1342.38	776.35	28.9708	1411.84	756.882	780.285	1048.39	719.424	436.107	1049.04	709.554	385.745	1042.55	757.6	364.405	1081.74	678.89	69.2112	1043.33	637.294	44.0183	1078.32	810.591	37.7228	1108.57	789.712	27.7257	1038.55	720.179	422.706	1278.91	677.871	79.3991	1326.82	801.486	36.5621	1367.91	721.434	422.319	1162.52	688.328	78.044	1118.01	811.466	34.6399	1077.79
0.04	819.03	874.761	1337.47	820.782	864.82	1104.93	656.438	889.904	1253.7	656.421	885.757	1182.97	748.287	907.464	1077.25	734.433	922.021	1353.55	747.14	784.178	1399.73	721.674	443.148	1392.7	709.714	387.223	1402.41	755.146	366.569	1354.95	669.186	71.6019	1403.8	625.819	46.7521	1366.73	803.152	40.3266	1342.38	776.339	28.9694	1411.85	756.774	780.291	1048.38	719.368	436.114	1049.04	709.512	385.742	1042.55	757.557	364.419	1081.74	678.888	69.2153	1043.33	637.294	44.0078	1078.33	810.59	37.7206	1108.56	789.698	27.7231	1038.56	720.137	422.719	1278.91	677.868	79.4065	1326.82	801.485	36.5655	1367.92	721.383	422.339	1162.51	688.329	78.0459	1118	811.465	34.6368	1077.79
0.047	818.914	874.784	1337.45	820.676	864.844	1104.91	656.308	889.891	1253.68	656.301	885.76	1182.97	748.163	907.464	1077.26	734.301	922.028	1353.54	747.036	784.171	1399.72	721.626	443.141	1392.7	709.67	387.224	1402.41	755.107	366.58	1354.96	669.184	71.6026	1403.81	625.815	46.7462	1366.73	803.14	40.333	1342.38	776.339	28.9667	1411.85	756.668	780.289	1048.38	719.32	436.114	1049.03	709.47	385.735	1042.53	757.533	364.42	1081.73	678.887	69.2135	1043.32	637.285	44.0102	1078.32	810.58	37.7244	1108.58	789.701	27.7292	1038.55	720.112	422.7	1278.91	677.858	79.3954	1326.82	801.504	36.5183	1368.02	721.313	422.327	1162.5	688.318	78.0266	1118	811.467	34.6407	1077.79
0.053	818.798	874.807	1337.44	820.575	864.852	1104.89	656.168	889.892	1253.68	656.183	885.736	1182.95	748.048	907.464	1077.25	734.168	922.038	1353.53	746.946	784.177	1399.72	721.581	443.142	1392.7	709.633	387.222	1402.41	755.062	366.587	1354.96	669.183	71.5953	1403.81	625.821	46.7438	1366.74	803.147	40.3297	1342.38	776.333	28.9739	1411.85	756.57	780.302	1048.36	719.276	436.116	1049.04	709.428	385.74	1042.52	757.475	364.427	1081.73	678.88	69.2049	1043.32	637.295	44.0031	1078.32	810.579	37.7275	1108.57	789.701	27.7228	1038.55	720.079	422.704	1278.91	677.862	79.3967	1326.82	801.485	36.5659	1367.92	721.281	422.355	1162.5	688.317	78.0365	1118	811.459	34.6438	1077.79
0.06	818.686	874.827	1337.44	820.472	864.872	1104.88	656.036	889.88	1253.67	656.068	885.725	1182.95	747.919	907.478	1077.23	734.037	922.037	1353.52	746.84	784.187	1399.69	721.548	443.144	1392.69	709.6	387.23	1402.41	755.024	366.598	1354.95	669.197	71.6047	1403.89	625.818	46.7407	1366.72	803.14	40.3244	1342.38	776.331	28.9686	1411.84	756.458	780.3	1048.36	719.236	436.112	1049.02	709.387	385.743	1042.51	757.438	364.442	1081.73	678.88	69.2099	1043.32	637.284	44.004	1078.31	810.59	37.7293	1108.56	789.705	27.7413	1038.55	720.026	422.719	1278.91	677.852	79.4003	1326.82	801.485	36.5644	1367.91	721.213	422.353	1162.49	688.309	78.024	1117.98	811.457	34.6445	1077.78
