Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	11.98	654.75	27.62	2002.67	0	1143.21	4679.37	-0	-0	-0	2149	0	1465.7	-0
2	27.54	648.8	37.61	2015.96	0	1148.2	7482.65	-0	-0	-0	2149	0	1465.7	-0
3	39.83	661.47	46.84	2046.95	0	1148.95	11564.8	-0	-0	-0	2149	0	1465.7	-0
4	20.68	644.68	26.93	1998.74	0	1146.04	5074.45	-0	-0	-0	2149	0	1465.7	-0
5	33.11	654.45	33.49	2008.72	0	1144.88	6276.51	-0	-0	-0	2149	0	1465.7	-0
6	42.04	652.77	43.72	2028.27	0	1150.85	12014.5	-0	-0	-0	2149	0	1465.7	-0
7	37.23	649.41	29.91	2006.25	0	1145.69	4317.48	-0	-0	-0	2149	0	1465.7	-0
8	31.43	652.16	27.31	1996.56	0	1142.96	6760.57	-0	-0	-0	2149	0	1465.7	-0
9	46.23	645.75	38.76	2005.27	0	1151.66	9193.59	-0	-0	-0	2149	0	1465.7	-0
10	49.06	651.55	35.71	2016.41	0	1147.11	4739.64	-0	-0	-0	2149	0	1465.7	-0
11	32.12	644.53	23.73	1989.33	0	1143.11	8200.29	-0	-0	-0	2149	0	1465.7	-0
12	50.28	643.16	35.93	1990.39	0	1150.73	5796.05	-0	-0	-0	2149	0	1465.7	-0
13	56	640.72	37.69	2018.49	0	1149.74	7778.64	-0	-0	-0	2149	0	1465.7	-0
14	36.93	638.43	23.27	1985.43	0	1143.36	8173.67	25.71	171.51	14.27	2309.61	0	1232.63	12235.1
15	55.01	637.66	28.99	1979.27	0	1147.22	4589.51	31.81	229.8	18.39	2326.24	0	1234.14	15068.7
16	57.3	636.29	38.99	2010.06	0	1149.37	11286.7	42.27	237.88	18.08	2235.89	0	1262.76	12584.2
17	52.57	628.05	23.8	1985.34	0	1145.29	6389.96	43.87	246.58	-0.31	2280.38	0	1251.38	9798.72
18	51.8	623.78	21.06	1964.92	0	1143.82	6402.84	42.42	251.62	17.85	2343.1	0	1247.06	16105
19	62.26	618.74	38.91	1999.41	0	1152.95	10726.8	24.72	251.31	18.54	2241.85	0	1258.84	10728.4
