Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.05608	-0.000386667	-0.34454	-0.02118	-0.00249846	-0.43203	-0.00358	-0.00111333	-0.230433	0.0149346	0.00156231	-0.255692	-2e-05	-0.00102	-0.00391667	-0.00196	0.00221154	0.00271769	-0.02726	0.413133	-0.0730567	-0.0111623	0.478678	-0.0569015
1	-0.05712	0.00101667	-0.358917	-0.0291254	-6.84615e-05	-0.388788	0.000976667	0.000603333	-0.22903	0.0142654	0.00148154	-0.221192	-0.00271333	-0.00337667	-0.01095	-0.00707	-0.00368769	-0.0104231	-0.0634367	1.22147	-0.181213	-0.0754162	1.37003	-0.132917
2	-0.03248	0.0004	-0.3602	-0.00913385	0.00166538	-0.331916	0.0120533	0.00284333	-0.20955	0.0266377	0.00173308	-0.164955	-0.00993333	-0.00949	-0.02874	-0.0158723	-0.0157062	-0.0375962	-0.11274	2.25997	-0.291793	-0.198945	2.54502	-0.21216
3	0.00926667	-0.00085	-0.35834	0.0227285	0.00179462	-0.294529	0.0297233	0.00386	-0.175133	0.04832	0.000326154	-0.106035	-0.0181033	-0.0187233	-0.0537733	-0.0245815	-0.0327438	-0.07499	-0.20706	3.09947	-0.32816	-0.389561	3.59909	-0.246028
4	0.02915	0.00088	-0.394567	0.0319692	0.00258077	-0.328673	0.0483033	0.00227333	-0.15716	0.0725562	-0.00350462	-0.0793423	-0.02213	-0.0280667	-0.07387	-0.0286115	-0.0494431	-0.109844	-0.368143	3.72463	-0.2739	-0.595065	4.36043	-0.215345
5	0.0310267	0.00411	-0.433353	0.0349269	0.00381769	-0.383346	0.0665133	-0.00104667	-0.14275	0.10219	-0.00850231	-0.0599408	-0.0220733	-0.03466	-0.0803233	-0.0264969	-0.0610969	-0.13232	-0.545463	4.30185	-0.170787	-0.731858	4.88297	-0.137225
6	0.04379	0.00285333	-0.458527	0.0705954	0.000277692	-0.416783	0.0933633	-0.00397	-0.10623	0.143758	-0.0129069	-0.00669154	-0.0219933	-0.0378367	-0.0746833	-0.0201454	-0.0674077	-0.142331	-0.698037	4.87701	-0.0682033	-0.80567	5.28927	-0.0327538
7	0.0824933	-0.00557667	-0.504327	0.142869	-0.01094	-0.47306	0.134843	-0.00492667	-0.05406	0.194725	-0.0148277	0.0697385	-0.0242867	-0.0372967	-0.06075	-0.0129892	-0.0691069	-0.142664	-0.822313	5.42517	0.01372	-0.877131	5.70098	0.0815523
8	0.13965	-0.0205533	-0.584237	0.229206	-0.0277308	-0.569442	0.18281	-0.00514667	-0.00315667	0.246546	-0.0140854	0.137885	-0.02882	-0.0351533	-0.0432033	-0.00831462	-0.06708	-0.135789	-0.929177	5.99197	0.0791967	-0.957653	6.20704	0.187385
9	0.19981	-0.0377833	-0.669653	0.316169	-0.0461323	-0.655148	0.223443	-0.00671	0.0383233	0.297014	-0.0123569	0.190007	-0.0352167	-0.0341933	-0.0253233	-0.00799231	-0.0624485	-0.124228	-1.02608	6.62949	0.125353	-1.02343	6.81732	0.26805
10	0.257467	-0.0504033	-0.728687	0.395712	-0.0632654	-0.694302	0.252477	-0.00975667	0.0640633	0.346845	-0.0117731	0.22895	-0.04322	-0.0346067	-0.00775333	-0.0115631	-0.0565023	-0.109732	-1.09521	7.33001	0.145603	-1.05763	7.48311	0.319631
11	0.317703	-0.05509	-0.73566	0.453835	-0.0773038	-0.694729	0.273287	-0.01275	0.0754633	0.392976	-0.0129015	0.25528	-0.0522367	-0.03499	0.00953667	-0.0170246	-0.05028	-0.0933177	-1.11682	8.02982	0.14474	-1.05739	8.15067	0.348734
12	0.370723	-0.05548	-0.69119	0.486156	-0.0862215	-0.668543	0.28746	-0.0142233	0.07987	0.430778	-0.0145577	0.27223	-0.0609867	-0.0342833	0.0265133	-0.02247	-0.0441831	-0.0754831	-1.0921	8.64772	0.138223	-1.02754	8.76366	0.3633
13	0.41426	-0.05496	-0.620827	0.504637	-0.0891308	-0.617703	0.297817	-0.01402	0.0822933	0.458269	-0.0153123	0.28555	-0.0676467	-0.0318333	0.0429433	-0.0267631	-0.03813	-0.0564746	-1.03738	9.11689	0.139297	-0.975707	9.26237	0.369104
14	0.453457	-0.05192	-0.548773	0.523376	-0.0885131	-0.557019	0.30805	-0.0128133	0.08471	0.475996	-0.0143585	0.298958	-0.0709	-0.0274867	0.05864	-0.0296162	-0.0318292	-0.0367015	-0.971123	9.41166	0.153017	-0.910502	9.60449	0.369908
15	0.481783	-0.0498867	-0.5083	0.548834	-0.0878508	-0.51227	0.319137	-0.0108967	0.0878433	0.485665	-0.0116308	0.312425	-0.0713133	-0.0219	0.07413	-0.03124	-0.0249462	-0.0165077	-0.904303	9.5525	0.177297	-0.839215	9.78388	0.368745
16	0.50122	-0.0515933	-0.50354	0.578235	-0.0884046	-0.494854	0.330747	-0.00835333	0.0911367	0.489508	-0.00757231	0.323121	-0.0703533	-0.01571	0.09061	-0.0320277	-0.0172769	0.00421923	-0.839187	9.57987	0.20763	-0.764201	9.82628	0.368198
17	0.516377	-0.05273	-0.49452	0.606378	-0.08885	-0.490876	0.340823	-0.00533667	0.09358	0.490102	-0.00284231	0.327349	-0.06906	-0.00905333	0.109167	-0.0324031	-0.00865692	0.0262069	-0.77519	9.52646	0.23832	-0.684612	9.76627	0.370606
18	0.518623	-0.05026	-0.45864	0.626165	-0.0868308	-0.474343	0.344267	-0.00217	0.09393	0.488368	0.00189923	0.323061	-0.06801	-0.00194667	0.13015	-0.0326631	0.000998462	0.0504631	-0.712587	9.41128	0.262163	-0.602084	9.63181	0.377252
19	0.503183	-0.0460267	-0.413597	0.630224	-0.0814446	-0.435288	0.33818	0.000646667	0.0898067	0.48304	0.00627769	0.31095	-0.0675467	0.00559333	0.153267	-0.0330438	0.0116423	0.0776631	-0.653403	9.2535	0.27096	-0.522872	9.44442	0.386142
20	0.48056	-0.0406567	-0.37347	0.615383	-0.0736469	-0.383743	0.324193	0.00338	0.0807167	0.472186	0.0102577	0.293294	-0.0676833	0.0136233	0.177893	-0.0338238	0.0230685	0.107882	-0.59965	9.08168	0.259397	-0.454548	9.22581	0.391357
21	0.469197	-0.0331133	-0.334117	0.58646	-0.0649423	-0.335177	0.30693	0.00683	0.0694967	0.455181	0.0141438	0.272798	-0.06837	0.0222067	0.203213	-0.0353077	0.0350092	0.140698	-0.551777	8.92234	0.230883	-0.400937	9.00037	0.386265
22	0.475163	-0.0246267	-0.285837	0.556525	-0.0565185	-0.29638	0.29019	0.0112633	0.0593733	0.434459	0.0184208	0.252359	-0.0695167	0.0313367	0.228823	-0.0375515	0.0472746	0.175437	-0.50961	8.78663	0.196987	-0.360995	8.79057	0.368678
23	0.487257	-0.01773	-0.237787	0.53572	-0.0493262	-0.264698	0.276507	0.0160567	0.04968	0.413634	0.0234946	0.234382	-0.0706267	0.04108	0.254487	-0.0403515	0.0598623	0.211445	-0.471833	8.67317	0.170657	-0.331172	8.6101	0.34245
24	0.49719	-0.0119267	-0.19504	0.527356	-0.0432254	-0.236045	0.267597	0.02051	0.03847	0.395638	0.0293731	0.219171	-0.0708833	0.05151	0.280363	-0.0432562	0.0728885	0.248292	-0.436127	8.57592	0.160457	-0.30705	8.4621	0.315082
25	0.498733	-0.00641333	-0.161037	0.529149	-0.0372569	-0.209265	0.2631	0.0246767	0.0254767	0.382314	0.0356608	0.204362	-0.0701367	0.0626667	0.307163	-0.0455731	0.0865477	0.285798	-0.40174	8.49224	0.16821	-0.284548	8.34454	0.293938
