Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	3.62115	9.37134	24.1182	2.58749	4.00895	23.1418	-1.71658	-8.30107	48.3891	0.485825	-8.45322	48.0984	-0.0058475	-21.4772	2.71881	1.47811	-11.8609	2.81143	9.92949	14.7714	1.61729	0.438713	8.97752	3.97673	11.5916	6.44284	26.2357	2.76262	6.85519	26
1	3.89809	9.41063	24.0428	2.66992	4.15114	23.0083	-1.33381	-7.72907	48.2679	0.614247	-8.03719	47.8959	0.113943	-22.4156	4.30188	1.45531	-12.5289	4.14876	9.60475	14.6404	1.94316	0.08016	8.98299	3.93797	11.3902	6.60678	24.7141	2.60547	6.88934	24.4177
2	4.20355	9.39196	23.9726	2.83066	4.21956	22.8867	-0.864515	-7.09559	48.078	0.863316	-7.60375	47.6761	0.23378	-23.1963	5.95434	1.41504	-13.0887	5.74709	9.31749	14.3704	1.82362	-0.289932	8.85422	3.48232	11.362	6.67995	22.6049	2.5357	6.88273	22.1335
3	4.53433	9.30729	23.9257	3.08987	4.19963	22.7939	-0.33421	-6.41458	47.8265	1.22274	-7.13269	47.4251	0.346055	-23.8219	7.42128	1.40408	-13.5298	7.31463	9.19022	14	1.04225	-0.561711	8.53136	2.42643	11.662	6.66459	20.0046	2.68739	6.86132	19.264
4	4.88041	9.14452	23.9159	3.44334	4.07136	22.7413	0.222	-5.67769	47.5342	1.6667	-6.56158	47.1433	0.448782	-24.3022	8.56907	1.45846	-13.8772	8.67813	9.27618	13.6106	-0.36109	-0.664109	8.03719	0.872831	12.2894	6.50884	17.1135	3.06759	6.79886	16.0887
5	5.22548	8.89523	23.9439	3.86649	3.82246	22.7266	0.768747	-4.88711	47.2362	2.1663	-5.85037	46.8557	0.572093	-24.5707	9.49967	1.59812	-14.1053	9.90926	9.50167	13.2391	-1.98472	-0.599138	7.42718	-0.773135	13.0347	6.13815	14.2035	3.55007	6.63299	12.9511
6	5.55453	8.56468	23.9909	4.32835	3.46056	22.7287	1.28756	-4.10148	46.9828	2.7129	-5.05672	46.6096	0.768765	-24.4622	10.5012	1.81642	-14.0998	11.2584	9.70688	12.78	-3.2921	-0.448125	6.69763	-2.082	13.607	5.5627	11.48	3.96556	6.35529	10.0609
7	5.86279	8.17192	24.0273	4.8026	3.01209	22.7164	1.79073	-3.44807	46.8284	3.32547	-4.34483	46.4523	1.05241	-23.8	11.8227	2.06122	-13.7261	12.9145	9.72357	12.0352	-3.90954	-0.355349	5.80701	-2.8182	13.7778	4.92021	9.06517	4.16013	6.04232	7.50521
8	6.15714	7.73938	24.0284	5.2683	2.51085	22.6667	2.31783	-3.06175	46.789	4.02497	-3.89781	46.3875	1.36586	-22.5557	13.4919	2.24907	-12.964	14.8426	9.41029	10.9082	-3.74809	-0.483036	4.79369	-2.96298	13.4368	4.38732	7.05569	4.02374	5.79239	5.34816
9	6.4509	7.28364	23.9836	5.70612	1.98894	22.5766	2.91428	-2.99461	46.8032	4.80361	-3.8125	46.3498	1.62166	-20.9373	15.3263	2.31412	-11.976	16.8319	8.71865	9.53045	-2.97967	-0.920325	3.83935	-2.62707	12.6318	4.06443	5.49382	3.54355	5.65232	3.6395
10	6.75495	6.81562	23.8953	6.09536	1.47444	22.4644	3.60469	-3.18623	46.7477	5.6179	-4.06605	46.2351	1.76342	-19.3255	17.0632	2.24507	-11.0492	18.6435	7.72751	8.2348	-1.89424	-1.62221	3.2158	-1.94047	11.5329	3.92278	4.33892	2.8246	5.60226	2.3868
11	7.06722	6.34617	23.7758	6.413	0.991722	22.3602	4.3788	-3.50543	46.4968	6.40233	-4.5461	45.9529	1.78772	-18.1129	18.4741	2.08083	-10.4398	20.1019	6.5822	7.39757	-0.741273	-2.44349	3.12097	-1.01666	10.3197	3.85261	3.50708	2.03084	5.60172	1.54016
12	7.36778	5.89129	23.6437	6.63411	0.562992	22.2919	5.19273	-3.80592	45.9702	7.08447	-5.10152	45.4532	1.7283	-17.5303	19.4155	1.883	-10.226	21.1099	5.44641	7.20936	0.33157	-3.21781	3.53079	0.0295691	9.13782	3.77188	2.91429	1.30691	5.63169	1.00661
13	7.6244	5.47222	23.5197	6.73729	0.209843	22.2743	5.98095	-3.969	45.149	7.5993	-5.59712	44.728	1.63283	-17.5414	19.8508	1.70923	-10.2899	21.651	4.47067	7.54962	1.27299	-3.82819	4.22238	1.09025	8.10407	3.6764	2.49062	0.733483	5.68741	0.685944
14	7.80275	5.11031	23.4203	6.71437	-0.0491418	22.3043	6.67482	-3.93674	44.0703	7.90755	-5.95247	43.8032	1.54083	-17.8971	19.8476	1.59352	-10.4397	21.7848	3.73035	8.10814	2.09833	-4.23508	4.9335	2.09161	7.27491	3.59032	2.18073	0.325745	5.76041	0.496036
15	7.87552	4.82221	23.352	6.57754	-0.203094	22.3666	7.22012	-3.72838	42.8111	8.01002	-6.15272	42.73	1.46742	-18.3081	19.5424	1.5393	-10.5471	21.6155	3.20426	8.60824	2.85115	-4.45598	5.50222	3.00126	6.6307	3.52045	1.94322	0.0614091	5.84036	0.379152
16	7.82848	4.61802	23.314	6.35779	-0.250977	22.4446	7.58746	-3.42444	41.4681	7.9449	-6.23556	41.5717	1.4043	-18.6013	19.0825	1.5289	-10.5953	21.2501	2.83367	8.93624	3.5664	-4.53304	5.90902	3.81541	6.12485	3.46707	1.75112	-0.0924573	5.91796	0.299527
17	7.66394	4.50157	23.3018	6.09422	-0.202503	22.5274	7.77291	-3.12574	40.1271	7.76966	-6.2622	40.3848	1.33634	-18.7657	18.5737	1.53973	-10.6396	20.7667	2.57187	9.14637	4.2503	-4.5106	6.23281	4.54136	5.72348	3.43319	1.58839	-0.166325	5.98285	0.236989
18	7.40015	4.46941	23.3089	5.82185	-0.0772745	22.6104	7.79374	-2.90947	38.8346	7.54103	-6.28631	39.2008	1.25678	-18.8962	18.0549	1.55591	-10.7442	20.2033	2.38948	9.38375	4.88524	-4.42437	6.57313	5.18608	5.40449	3.41577	1.44466	-0.184503	6.02647	0.179825
19	7.06538	4.50941	23.3287	5.56448	0.0993464	22.6926	7.68256	-2.80686	37.5916	7.30194	-6.34052	38.0205	1.17016	-19.096	17.5126	1.57105	-10.9345	19.565	2.26872	9.77322	5.45084	-4.3	6.989	5.75351	5.15096	3.4072	1.31263	-0.165285	6.04549	0.120107
20	6.68856	4.60164	23.3541	5.33117	0.299499	22.7723	7.47877	-2.81162	36.3688	7.07847	-6.44359	36.8262	1.08522	-19.3985	16.9169	1.58141	-11.1728	18.8455	2.19791	10.3435	5.94149	-4.15551	7.47605	6.247	4.94991	3.40266	1.18722	-0.121023	6.04257	0.0518755
21	6.29245	4.72215	23.3768	5.11477	0.49494	22.8454	7.22131	-2.89864	35.13	6.88176	-6.60356	35.5982	1.00672	-19.7434	16.2498	1.57879	-11.3716	18.0458	2.16435	11.0193	6.36968	-4.00302	7.97498	6.67189	4.78936	3.39915	1.06472	-0.0597336	6.02621	-0.0291491
22	5.89196	4.84842	23.3888	4.89581	0.66088	22.9051	6.9439	-3.03924	33.8487	6.71082	-6.80644	34.322	0.932157	-19.997	15.514	1.55265	-11.433	17.1798	2.1499	11.651	6.75936	-3.85138	8.3928	7.0374	4.65622	3.39359	0.94182	0.01074	6.01072	-0.125495
