Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.02124	0.000646667	-0.0318467	-0.0618867	-0.00434833	-0.14324	-0.00718667	0.00151333	-0.0286533	-0.02842	-0.000253333	-0.0776017	-0.00310333	-0.00370667	-0.00951667	-0.000655	-0.00308333	-0.006365	-0.0143267	0.43117	-0.0222333	0.0613133	0.697213	-0.062415
1	-0.03037	0.00352333	-0.122277	-0.02894	-0.000945	-0.165152	-0.00945333	0.00540333	-0.0369533	-0.013005	0.00346833	-0.0524217	-0.00841333	-0.00809333	-0.0222967	-0.00534167	-0.00691833	-0.0174283	-0.12682	1.54283	-0.08127	0.00280667	1.91271	-0.16162
2	-0.01583	0.00260333	-0.178063	0.03561	0.00367333	-0.160527	-0.00789	0.00626667	-0.01385	0.0141567	0.006345	-0.00964833	-0.01811	-0.0194533	-0.0504167	-0.014755	-0.0150633	-0.0396117	-0.397363	3.1783	-0.166763	-0.216452	3.31338	-0.25831
3	0.0145633	-0.00431667	-0.219543	0.070905	0.00574833	-0.191272	-0.00243	-0.00102333	0.0182367	0.036165	0.00359	0.011125	-0.03012	-0.0363967	-0.0884367	-0.024265	-0.0265467	-0.066735	-0.797277	4.60071	-0.22206	-0.574735	4.33281	-0.270868
4	0.0329733	-0.0123	-0.29157	0.0641533	0.006675	-0.26861	0.0108633	-0.0130067	0.03059	0.0582417	-0.00195833	0.0100517	-0.0391967	-0.0505933	-0.11819	-0.0290933	-0.03515	-0.0839733	-1.13756	5.44974	-0.202197	-0.895157	5.01364	-0.185728
5	0.0698733	-0.0129233	-0.332803	0.098045	0.007935	-0.325228	0.05058	-0.01844	0.06414	0.107793	-0.004325	0.0348133	-0.0424667	-0.0563167	-0.13044	-0.0297117	-0.0372167	-0.0852233	-1.30418	5.89845	-0.123207	-1.09821	5.60524	-0.0453667
6	0.14835	-0.0125967	-0.333537	0.193713	0.00440333	-0.351873	0.113313	-0.0156967	0.140087	0.180087	-0.00414833	0.0918067	-0.04115	-0.0556	-0.126057	-0.029475	-0.034145	-0.0718167	-1.41698	6.2107	-0.0130233	-1.25796	6.19578	0.100403
7	0.241037	-0.0211233	-0.365353	0.304702	-0.00659	-0.401757	0.172163	-0.0110533	0.217017	0.246105	-0.00514667	0.143093	-0.0388967	-0.0520733	-0.10836	-0.03012	-0.0288117	-0.0474283	-1.54927	6.59898	0.100407	-1.38758	6.79774	0.218115
8	0.342793	-0.0384067	-0.417527	0.408417	-0.02039	-0.454	0.217543	-0.00979667	0.27533	0.294785	-0.00790667	0.18116	-0.0388633	-0.04817	-0.0840067	-0.032035	-0.02407	-0.0184083	-1.67185	7.13622	0.18625	-1.46634	7.40715	0.295628
9	0.448227	-0.0587633	-0.455643	0.498425	-0.0307667	-0.478863	0.25272	-0.0127533	0.313783	0.329027	-0.00966333	0.210218	-0.04096	-0.04481	-0.05902	-0.0347267	-0.020005	0.0104617	-1.7467	7.76864	0.24244	-1.49465	7.98575	0.339027
10	0.538877	-0.07464	-0.459873	0.565855	-0.035455	-0.468463	0.281767	-0.01667	0.336533	0.352278	-0.00940667	0.231113	-0.0435167	-0.04205	-0.03674	-0.037295	-0.0157683	0.0379817	-1.75846	8.40183	0.285377	-1.4813	8.49789	0.363148
11	0.612383	-0.0827567	-0.43598	0.60837	-0.0346167	-0.429742	0.310407	-0.0193233	0.34697	0.36827	-0.00807833	0.242595	-0.0452467	-0.03894	-0.01801	-0.03887	-0.01054	0.0649517	-1.71501	8.9533	0.331677	-1.43772	8.91883	0.380718
12	0.670957	-0.08415	-0.399667	0.632017	-0.0305467	-0.386295	0.340533	-0.0210467	0.348537	0.380345	-0.00663833	0.242602	-0.04593	-0.0349667	-0.00200667	-0.0388667	-0.003965	0.0921033	-1.63849	9.37771	0.387873	-1.37333	9.24205	0.398587
13	0.711647	-0.08077	-0.360953	0.647205	-0.0255767	-0.352403	0.368863	-0.02176	0.34539	0.39115	-0.00518333	0.232632	-0.0456367	-0.0302133	0.0126	-0.03705	0.00394167	0.11945	-1.55058	9.6645	0.45028	-1.29372	9.47116	0.420378
14	0.738307	-0.0737533	-0.323137	0.66002	-0.0209767	-0.329262	0.39237	-0.0210467	0.338923	0.401233	-0.00330833	0.216902	-0.0446	-0.0249667	0.0272567	-0.03343	0.01302	0.14675	-1.46016	9.83061	0.507297	-1.20504	9.60657	0.448222
15	0.759227	-0.06577	-0.29374	0.666958	-0.0170733	-0.313408	0.408947	-0.01901	0.328277	0.40822	-0.000373333	0.199293	-0.0433667	-0.0193467	0.04231	-0.028515	0.0230883	0.173795	-1.36397	9.90438	0.545413	-1.11474	9.64994	0.4774
16	0.776027	-0.05908	-0.27186	0.667175	-0.0139183	-0.29955	0.41587	-0.0161533	0.314173	0.409033	0.00422667	0.18184	-0.0425633	-0.0135133	0.0572067	-0.0235083	0.0338167	0.200565	-1.2587	9.90526	0.556277	-1.028	9.61554	0.495388
17	0.7828	-0.0532333	-0.25024	0.66754	-0.0104817	-0.27963	0.41139	-0.0129	0.298433	0.403105	0.0108133	0.165747	-0.0427133	-0.00775	0.07157	-0.0198783	0.0447167	0.227167	-1.14614	9.83536	0.54004	-0.945985	9.52912	0.491018
18	0.77913	-0.0464333	-0.224807	0.66829	-0.004615	-0.250668	0.397513	-0.00904667	0.28202	0.391528	0.018575	0.150208	-0.04383	-0.00186333	0.0854333	-0.0181267	0.055365	0.253557	-1.03293	9.69298	0.505877	-0.867892	9.41148	0.465045
19	0.767353	-0.0383267	-0.193363	0.664605	0.00350167	-0.219728	0.378483	-0.00416	0.266443	0.376635	0.0258033	0.132587	-0.0455533	0.00459	0.09923	-0.0171817	0.0656117	0.279657	-0.926023	9.48965	0.466543	-0.793978	9.27266	0.429662
20	0.750023	-0.0311133	-0.159657	0.652807	0.01107	-0.194402	0.35861	0.00154667	0.25249	0.361517	0.031645	0.112277	-0.04736	0.0118933	0.113437	-0.01535	0.0756417	0.305382	-0.82888	9.25366	0.432647	-0.725445	9.11888	0.39845
21	0.730597	-0.02398	-0.129513	0.634362	0.0177467	-0.173908	0.340997	0.00684	0.237127	0.348247	0.03634	0.0898917	-0.0486367	0.0199233	0.12885	-0.0119217	0.0856517	0.330805	-0.74183	9.02048	0.408	-0.663155	8.96074	0.377268
22	0.711813	-0.0158733	-0.104893	0.615868	0.0263033	-0.148812	0.326667	0.0112633	0.219623	0.338142	0.040875	0.0674483	-0.04907	0.0285933	0.146123	-0.00755167	0.095695	0.355818	-0.664203	8.81892	0.392067	-0.606725	8.81428	0.364545
23	0.691287	-0.00720333	-0.0847567	0.600578	0.0354267	-0.1233	0.314573	0.01499	0.201537	0.331137	0.046	0.047115	-0.0489433	0.0375867	0.1657	-0.00331167	0.105827	0.380547	-0.595257	8.6628	0.381743	-0.555387	8.69462	0.356417
24	0.669463	0.00149	-0.0661067	0.591378	0.042465	-0.107177	0.30347	0.0184433	0.183293	0.326737	0.05171	0.0291667	-0.04883	0.0465833	0.187697	0.000216667	0.116192	0.405268	-0.53416	8.55135	0.372947	-0.508155	8.61055	0.34937
25	0.650163	0.00944333	-0.04503	0.588107	0.0482233	-0.09222	0.29254	0.0223667	0.165733	0.324592	0.0578383	0.01403	-0.04935	0.0555133	0.21177	0.00312333	0.126788	0.429758	-0.478637	8.47925	0.361403	-0.46388	8.56312	0.341445
26	0.635013	0.0160067	-0.0262933	0.587293	0.0540483	-0.0728567	0.28128	0.027	0.148797	0.324227	0.0642517	0.00105333	-0.0508	0.0644667	0.237507	0.005645	0.13756	0.453792	-0.425907	8.4432	0.34527	-0.420003	8.54842	0.332505
27	0.622177	0.0222867	-0.0117567	0.58848	0.0602883	-0.04999	0.26996	0.0319467	0.130843	0.32538	0.0707783	-0.0109783	-0.05273	0.07369	0.264903	0.00782833	0.148428	0.477598	-0.373123	8.44036	0.32617	-0.373608	8.55946	0.324428
28	0.61048	0.02901	-0.00346333	0.58858	0.0665683	-0.029245	0.259757	0.0367833	0.110453	0.327488	0.0771267	-0.0235767	-0.0545	0.0833033	0.294083	0.00986833	0.15936	0.501523	-0.318943	8.46398	0.307743	-0.323672	8.58783	0.319403
29	0.598737	0.0366533	0.00334333	0.586612	0.0729183	-0.00985333	0.251513	0.0416433	0.08802	0.330133	0.0833183	-0.036465	-0.0558233	0.0935367	0.325393	0.0118533	0.170388	0.52598	-0.263177	8.50229	0.293847	-0.270693	8.62846	0.318215
30	0.589113	0.0446833	0.0126967	0.58649	0.0798667	0.01023	0.24617	0.04685	0.0635133	0.333688	0.089665	-0.0492967	-0.0564367	0.104747	0.359313	0.01366	0.18174	0.551482	-0.207347	8.54393	0.287097	-0.214627	8.67901	0.32065
