Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	61.19	458.37	28.53	1836.09	0	1127.11	7572.63	-0	-0	-0	2149	0	1465.7	-0
2	55.92	462.19	28.23	1818.4	0	1123.52	9653.9	-0	-0	-0	2149	0	1465.7	-0
3	61.19	456.54	27.77	1801.01	0	1122.73	10568.9	-0	-0	-0	2149	0	1465.7	-0
4	60.2	461.88	34.1	1816.8	0	1128.68	8649.14	-0	-0	-0	2149	0	1465.7	-0
5	65.61	454.86	28.15	1820.91	0	1125.86	7520.96	-0	-0	-0	2149	0	1465.7	-0
6	65.16	460.21	30.75	1812.66	0	1124.21	7084.8	-0	-0	-0	2149	0	1465.7	-0
7	67.06	453.03	29.53	1799.01	0	1124.79	9787.41	-0	-0	-0	2149	0	1465.7	-0
8	67.14	457.31	31.28	1804.82	0	1124.7	10544.4	-0	-0	-0	2149	0	1465.7	-0
9	67.75	449.68	32.42	1796.63	0	1127.21	9651.26	-0	-0	-0	2149	0	1465.7	-0
10	76.14	450.59	31.2	1820.45	0	1125.27	6021.99	-0	-0	-0	2149	0	1465.7	-0
11	70.72	441.74	26.47	1775.89	0	1123.46	9943	-11.44	163.42	-5.49	2155.51	0	1238.31	13746
12	74.46	446.62	28.53	1790.21	0	1120.63	11349.9	-11.75	203.86	7.25	2132.57	0	1263.31	10265.3
13	75.38	436.1	32.42	1788.75	0	1128.36	9603.17	4.73	190.12	3.05	2128.99	0	1261.91	13832.1
14	77.29	428.77	26.02	1789.78	0	1126.16	7724.49	-3.66	177.15	-5.65	2176.86	0	1234.92	10909.8
15	78.2	422.82	27.47	1790.79	0	1125.69	6931.66	-5.72	175.32	13.05	2165.48	0	1234.62	11746.4
16	76.83	416.72	24.41	1766.16	0	1123.17	10962.7	-3.81	180.05	15.49	2140.89	0	1245.37	12473
17	85.07	414.12	29.53	1781.78	0	1126.81	8839.95	-17.78	196.38	12.44	2123.48	0	1268.9	11662.7
18	75.15	400.24	26.93	1777.93	0	1130.25	8736.59	-19.53	198.06	12.13	2122.71	0	1257.38	12160
19	86.14	387.57	20.68	1775.17	0	1126.13	6922.42	-24.19	212.71	-2.82	2213.72	0	1239.35	9057.66
20	83.39	393.07	24.57	1775.16	0	1124.19	9476.75	-40.66	216.22	-2.21	2125.22	0	1246.48	11064.6
21	77.44	369.42	18.16	1755.74	0	1127.77	12376.9	-40.05	230.1	10.53	2122.78	0	1265.42	12867.8
22	86.36	370.48	22.35	1771.44	0	1128.14	8008.64	-50.35	251.62	16.33	2142.54	0	1277.74	11687.3
23	80.87	350.49	19	1764.08	0	1132.1	8266.87	-43.41	272.37	-3.36	2224.09	0	1237.79	10341.4
24	86.06	342.56	14.5	1774.82	0	1126.76	7364.72	-50.66	290.37	3.05	2202.35	0	1246.43	11656.7
25	82.32	339.51	16.17	1752.41	0	1125.88	12173.9	-61.19	306.7	14.8	2129.59	0	1283.55	12532.5
26	79.96	314.48	17.09	1732.58	0	1133.84	10145.5	-60.2	305.18	9.31	2146.84	0	1268.91	11851.5
27	83.24	314.03	13.66	1754.43	0	1126.48	8388.44	-61.8	339.2	-0	2202.81	0	1271	9267.09
28	80.41	287.02	13.43	1757.62	0	1141.63	7534.48	-66.76	337.22	-9.46	2204.58	0	1244.14	9934.75
29	83.77	288.7	8.85	1748.49	0	1122.9	10452	-65.16	345.46	9.08	2121.08	0	1287.83	15407.7
30	78.43	269.62	8.47	1711.54	0	1126.93	11894.6	-74.08	344.39	4.65	2128.01	0	1288.1	11567.5
31	76.68	245.82	8.62	1721.46	0	1142.67	9885.82	-56.99	350.04	-8.39	2203.84	0	1264.57	13550.2
32	81.79	242.61	3.43	1773.3	0	1125.89	6283.74	-71.79	343.48	-13.96	2173.81	0	1258.85	10394.8
33	75.23	214.39	4.5	1735.97	0	1140.42	7301.69	-66.68	341.64	-10.15	2156.48	0	1268.33	16053.7
34	73.09	202.79	1.3	1717.91	0	1132.4	10651.6	-61.04	339.97	-0.99	2113.81	0	1287.65	14459.1
35	66.99	190.43	-0.84	1727.35	0	1136.88	8846.05	-64.93	338.44	-10.38	2181.38	0	1267.98	10295.3
36	65.46	155.64	-0.23	1711	0	1154.02	7108.96	-64.7	330.35	-18.08	2162.83	0	1261.34	7756.34
37	62.26	153.66	-5.34	1800.06	0	1130.65	7317.92	-61.04	339.97	-21.59	2153.31	0	1266.77	13804.3
38	52.41	111.54	-9.77	1595.31	0	1165.7	10962.7	-61.11	334.32	-11.14	2133.52	0	1279.29	15480
39	55.01	108.8	-5.34	1682.95	0	1133.74	11932.2	-62.56	341.03	-15.26	2118.19	0	1284.99	12597.3
40	39.22	82.55	-2.21	1677.57	0	1193.56	6653.23	-60.42	340.27	-24.95	2139.61	0	1272.62	10207.9
41	44.86	61.95	-12.59	1724.89	0	1188.78	6430.94	-60.65	346.07	-35.25	2160.3	0	1258.54	10826.1
42	37.46	56.3	-6.41	1820.5	0	1158.14	4973.76	-54.17	348.97	-29.3	2149.51	0	1268.22	18666.2
43	-0	-0	-0	2149	0	976.7	-0	-62.41	350.95	-19.68	2107.55	0	1290.03	15565.8
44	-0	-0	-0	2149	0	976.7	-0	-61.49	351.26	-29.91	2125.96	0	1275.73	8610.65
45	-0	-0	-0	2149	0	976.7	-0	-51.19	358.28	-37.92	2142.94	0	1268.33	10759.5
46	-0	-0	-0	2149	0	976.7	-0	-58.82	358.73	-38.22	2131.61	0	1268.35	11772.5
47	-0	-0	-0	2149	0	976.7	-0	-56.92	365.3	-23.73	2108.82	0	1290.33	15601.4
48	-0	-0	-0	2149	0	976.7	-0	-51.12	366.52	-28.99	2115.18	0	1285.47	13129.1
49	-0	-0	-0	2149	0	976.7	-0	-54.93	375.67	-43.41	2123.82	0	1269.82	9386.97
50	-0	-0	-0	2149	0	976.7	-0	-50.89	375.67	-36.01	2118.13	0	1274.48	14598.8
51	-0	-0	-0	2149	0	976.7	-0	-54.09	383.15	-30.36	2101.04	0	1284.37	14651.4
52	-0	-0	-0	2149	0	976.7	-0	-50.74	387.57	-29.91	2096.8	0	1288.35	14536.2
53	-0	-0	-0	2149	0	976.7	-0	-46.46	384.22	-43.64	2125.03	0	1265.38	11606.5
54	-0	-0	-0	2149	0	976.7	-0	-53.63	395.2	-40.97	2119.86	0	1272.4	11598.7
55	4.73	-17.55	-7.86	1815.39	0	857.81	9793.62	-48.45	390.78	-34.56	2099.93	0	1277.66	15931.4
56	-0	-0	-0	2149	0	976.7	-0	-45.32	400.85	-32.88	2098.16	0	1289.5	12711.2
57	1.3	-19.84	-8.09	2423.4	0	914.82	10653.3	-51.19	396.88	-33.65	2081.82	0	1284.9	10220
58	-0	-0	-0	2149	0	976.7	-0	-46.62	405.27	-38.45	2101.19	0	1277.97	13864
59	9.31	-20.45	-8.7	1439.19	0	952.77	12420.1	-48.6	400.09	-40.82	2100.27	0	1271.05	10939.8
60	-0	-0	-0	2149	0	976.7	-0	-41.96	411.07	-32.5	2093.5	0	1282.31	16916.6
61	4.96	-15.41	-3.97	2170.91	0	789.54	11934.8	-45.01	408.78	-33.57	2070.94	0	1285.11	12544.9
62	-0	-0	-0	2149	0	976.7	-0	-44.63	413.51	-37.84	2093.43	0	1278.64	10557.2
63	-0	-0	-0	2149	0	976.7	-0	-39.52	412.6	-35.78	2086.32	0	1273.97	16029.7
64	4.88	-16.94	-10.99	1842.87	0	894.33	9964.13	-40.89	422.52	-35.93	2077.6	0	1282.18	14367.5
65	7.25	-15.26	-2.67	2081.88	0	808.83	14138.2	-41.66	415.65	-31.66	2066.88	0	1285.48	10917.6
66	-0	-0	-0	2149	0	976.7	-0	-37.61	424.65	-32.88	2070.09	0	1284.43	14720.6
67	1.98	-16.17	-2.9	1767.92	0	771.77	10871.2	-40.97	421.45	-32.27	2068.11	0	1279.69	12263.5
68	-0	-0	-0	2149	0	976.7	-0	-38.15	428.47	-34.41	2078.15	0	1282.55	15150.3
69	2.06	-15.72	-7.02	2023.73	0	922.44	9126.94	-31.51	429.38	-33.95	2072.35	0	1278.77	15201.3
70	-0	-0	-0	2149	0	976.7	-0	-34.94	424.5	-29.07	2038.28	0	1285.31	13105.4
71	8.32	-16.48	-3.2	1515.5	0	757.45	13841.1	-36.77	433.5	-29.83	2060.96	0	1288.1	14388.4
72	-0	-0	-0	2149	0	976.7	-0	-33.11	426.94	-36.77	2055.27	0	1274.6	12190.1
73	9.23	-15.56	-9.69	1679.32	0	929.31	11358.7	-23.96	437.32	-35.1	2071.07	0	1279.2	15425.5
74	-0	-0	-0	2149	0	976.7	-0	-36.54	431.67	-24.87	2021.71	0	1292.58	13303.8
75	-0	-0	-0	2149	0	976.7	-0	-26.86	429.69	-29.22	2040.39	0	1283.76	12765.4
76	3.05	-18.31	-6.41	1906.5	0	857.7	10056.3	-26.63	433.04	-34.1	2058.79	0	1275.08	11069.7
77	-0	-0	-0	2149	0	976.7	-0	-27.31	436.71	-35.32	2051.42	0	1274.92	16142.9
78	4.2	-15.41	-6.33	1886.5	0	893.33	11650.7	-27.85	431.21	-25.41	2030.2	0	1283.01	16760.6
79	-0	-0	-0	2149	0	976.7	-0	-28.08	437.62	-22.35	2018.75	0	1291.96	13634.1
80	4.43	-19.68	-3.43	1592.91	0	819.65	11439.4	-23.12	433.04	-31.51	2040.02	0	1275.79	13834.8
81	-0	-0	-0	2149	0	976.7	-0	-22.58	433.2	-33.8	2049.35	0	1273.22	14262.8
82	-0	-0	-0	2149	0	976.7	-0	-28.15	436.71	-29.3	2027.07	0	1280.63	14287.2
83	-0	-0	-0	2149	0	976.7	-0	-20.14	430.91	-21.59	2003.82	0	1291.25	15577.6
84	-0	-0	-0	2149	0	976.7	-0	-21.13	434.88	-25.79	2015.71	0	1289.04	11581.9
85	6.1	-17.24	-4.35	1746.35	0	812.7	12247.5	-21.06	427.4	-30.67	2024.27	0	1273.85	12597.9
86	-0	-0	-0	2149	0	976.7	-0	-16.63	430.15	-30.98	2025.43	0	1277.41	16994.3
87	-0	-0	-0	2149	0	976.7	-0	-20.68	431.21	-26.4	2011.2	0	1283.68	15037.6
88	4.27	-15.26	-3.81	2116.8	0	814.95	12333.7	-16.17	423.13	-22.58	2000.82	0	1286.24	15617.3
89	-0	-0	-0	2149	0	976.7	-0	-18.69	428.16	-28.99	2005.01	0	1283.33	11879
90	6.79	-16.63	-5.95	1543.79	0	844.57	11408.9	-17.62	418.24	-32.27	2013.93	0	1273.94	13184.1
91	-0	-0	-0	2149	0	976.7	-0	-11.37	423.13	-31.36	2024.07	0	1274.84	18676.7
92	-0	-0	-0	2149	0	976.7	-0	-18.69	420.99	-23.27	1977.58	0	1293.68	11787.6
93	-0	-0	-0	2149	0	976.7	-0	-14.27	411.07	-26.55	1975.73	0	1285.31	13666.2
94	6.18	-15.72	-4.35	1639.22	0	815.52	10981	-10.07	416.56	-29.75	2001.46	0	1281.07	13648.6
95	-0	-0	-0	2149	0	976.7	-0	-12.13	412.29	-34.87	2010.36	0	1273.12	15167.2
96	1.98	-16.48	-6.1	2099.05	0	868.89	11572.4	-10.15	409.24	-25.48	1977.93	0	1284.76	18688.3
97	-0	-0	-0	2149	0	976.7	-0	-12.51	407.26	-20.52	1962.51	0	1296.27	13094.1
98	6.79	-17.09	-4.35	1614.47	0	815.64	12991	-6.1	404.21	-31.59	1992.9	0	1278.21	13121.4
99	-0	-0	-0	2149	0	976.7	-0	-6.56	400.09	-35.48	1987.43	0	1272.87	14217.4
100	-0	-0	-0	2149	0	976.7	-0	-7.78	405.27	-32.2	2006.24	0	1281.3	15628.8
101	-0	-0	-0	2149	0	976.7	-0	-9.23	393.68	-23.5	1942.29	0	1291.14	14766
102	5.49	-15.72	-3.43	1686.48	0	749.11	12207.3	-3.05	396.58	-28.08	1968.24	0	1291.81	11005
103	6.26	-15.87	-4.5	1543.09	0	805.26	10740.7	-9.23	389.25	-35.02	1977.46	0	1273.7	11246
104	-0	-0	-0	2149	0	976.7	-0	0.31	390.32	-33.26	1990.84	0	1275.05	18241.3
105	-0	-0	-0	2149	0	976.7	-0	-8.01	390.17	-26.86	1948.89	0	1287.25	16097.1
106	4.12	-16.48	-2.29	2045.25	0	772.82	13275.2	-1.45	383.15	-23.19	1949.22	0	1291.82	14039
107	-0	-0	-0	2149	0	976.7	-0	-2.82	382.69	-34.1	1959.58	0	1275.45	12690.9
108	6.1	-17.55	-9.92	2064.65	0	896.53	8555.54	-3.59	386.35	-35.78	1979.67	0	1275.44	14904.3
109	-0	-0	-0	2149	0	976.7	-0	0.38	379.33	-30.44	1958.27	0	1274.67	17759.1
110	-0	-0	-0	2149	0	976.7	-0	1.83	385.59	-21.29	1934.79	0	1296.02	13379.7
111	7.02	-17.85	-4.81	1831.14	0	803.98	10502.6	-6.56	379.33	-29.68	1946.09	0	1281.54	10322.4
112	5.65	-19.23	-6.48	1727.14	0	855.82	9515.49	7.1	386.05	-32.65	1967.06	0	1275.12	13930.7
113	-0	-0	-0	2149	0	976.7	-0	-1.53	379.64	-31.59	1959.55	0	1270.76	17599
114	3.28	-21.67	-9.38	2356.59	0	944.42	9727.91	-5.11	389.1	-19	1934.92	0	1291.5	16331
115	-0	-0	-0	2149	0	976.7	-0	4.88	381.77	-17.7	1898.91	0	1294.54	10660.3
116	6.79	-23.96	-2.29	1545.39	0	814.75	9391.4	0.15	386.81	-33.04	1975.48	0	1267.77	13848.7
117	-0	-0	-0	2149	0	976.7	-0	3.28	388.49	-30.9	1962.4	0	1267.11	18528.8
118	-0	-0	-0	2149	0	976.7	-0	2.29	394.29	-27.39	1941.04	0	1278.96	14499.7
119	8.32	-21.97	-7.02	2282.21	0	912.1	12992.8	-0.69	390.78	-14.65	1899.66	0	1295.41	12340.9
120	-0	-0	-0	2149	0	976.7	-0	12.21	397.03	-29.53	1949.85	0	1278.78	12692.3
121	2.98	-27.31	-9.08	1841.78	0	885.33	9425.78	7.02	401.46	-35.1	1981.15	0	1263.64	15026.5
122	-0	-0	-0	2149	0	976.7	-0	0.53	402.37	-26.32	1923.42	0	1278.25	17878.5
123	-0.15	-21.97	-4.12	2149.1	0	847.62	11934.1	8.93	403.44	-11.6	1900.77	0	1294.6	15669.3
