Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	843.94	983.125	1348.03	847.431	993.252	1096.07	659.622	983.959	1251.42	664.163	985.948	1183.47	763.452	1046.26	1056.28	748.121	1036.87	1383.51	755.46	881.976	1395.55	747.498	494.887	1397.42	738.806	436.242	1401.72	790.646	411.701	1350.43	670.315	70.1402	1402.84	623.322	51.2178	1356.67	830.02	37.9884	1349.03	788.474	29.921	1427.24	762.141	875.377	1045.93	806.417	478.418	1071.94	783.333	424.701	1067.94	838.696	397.313	1121.32	676.164	73.612	1061.49	630.481	49.862	1108.92	830.482	39.6635	1105.13	787.433	26.9246	1030.95	737.544	478.328	1273.52	690.329	87.8772	1320.95	822.222	34.616	1378.03	792.158	475.499	1192.03	712.832	84.5585	1142.05	827.045	34.1653	1078.4
0.007	843.893	983.137	1348.02	847.409	993.257	1096.07	659.585	983.943	1251.39	664.131	985.94	1183.44	763.437	1046.27	1056.26	748.063	1036.88	1383.51	755.405	881.979	1395.54	747.443	494.896	1397.41	738.781	436.246	1401.72	790.61	411.713	1350.43	670.316	70.1389	1402.85	623.322	51.2161	1356.68	830.022	37.9955	1349.05	788.467	29.9231	1427.24	762.14	875.379	1045.91	806.422	478.419	1071.95	783.329	424.702	1067.94	838.684	397.326	1121.32	676.162	73.6099	1061.47	630.481	49.8618	1108.91	830.481	39.661	1105.13	787.437	26.9215	1030.95	737.526	478.328	1273.53	690.328	87.8837	1320.95	822.246	34.5857	1378.02	792.15	475.503	1192.03	712.831	84.5663	1142.05	827.05	34.1713	1078.4
0.013	843.842	983.149	1348.01	847.392	993.253	1096.07	659.546	983.945	1251.35	664.094	985.931	1183.42	763.431	1046.26	1056.24	748.004	1036.86	1383.48	755.34	882	1395.53	747.405	494.906	1397.42	738.746	436.259	1401.71	790.582	411.731	1350.42	670.313	70.132	1402.85	623.31	51.2178	1356.68	830.011	37.9971	1349.04	788.467	29.9229	1427.25	762.138	875.366	1045.9	806.435	478.402	1071.96	783.34	424.691	1067.94	838.709	397.317	1121.33	676.159	73.6067	1061.47	630.489	49.8485	1108.91	830.486	39.6615	1105.13	787.439	26.9309	1030.95	737.487	478.329	1273.51	690.33	87.8716	1320.95	822.212	34.6118	1378.04	792.044	475.505	1191.76	712.846	84.5618	1142.04	827.054	34.1738	1078.41
0.02	843.792	983.155	1347.99	847.37	993.262	1096.06	659.503	983.94	1251.32	664.077	985.927	1183.39	763.415	1046.26	1056.23	747.948	1036.84	1383.46	755.277	882.006	1395.51	747.362	494.917	1397.39	738.713	436.273	1401.7	790.551	411.735	1350.41	670.309	70.131	1402.84	623.313	51.2171	1356.68	830.013	38.0024	1349.05	788.47	29.9229	1427.25	762.134	875.359	1045.89	806.447	478.415	1071.95	783.358	424.697	1067.94	838.702	397.332	1121.35	676.167	73.6035	1061.47	630.488	49.8593	1108.9	830.479	39.6676	1105.13	787.433	26.9372	1030.94	737.455	478.319	1273.49	690.323	87.8746	1320.95	822.222	34.6144	1378.04	792.146	475.514	1192.02	712.84	84.5644	1142.04	827.044	34.1735	1078.39
0.027	843.748	983.161	1347.97	847.356	993.249	1096.05	659.317	983.916	1251.24	664.044	985.921	1183.36	763.393	1046.26	1056.21	747.864	1036.83	1383.44	755.224	882.011	1395.49	747.318	494.923	1397.38	738.683	436.288	1401.69	790.518	411.729	1350.41	670.301	70.1307	1402.85	623.315	51.2051	1356.68	830.018	38.0016	1349.04	788.462	29.9213	1427.25	762.127	875.353	1045.87	806.461	478.398	1071.95	783.347	424.692	1067.93	838.716	397.33	1121.35	676.158	73.6095	1061.46	630.489	49.8481	1108.9	830.484	39.666	1105.13	787.441	26.9337	1030.94	737.444	478.331	1273.48	690.318	87.8848	1320.94	822.22	34.617	1378.04	792.14	475.516	1192.02	712.848	84.5714	1142.04	827.044	34.1833	1078.39
0.033	843.689	983.162	1347.97	847.336	993.246	1096.04	659.281	983.917	1251.19	664.028	985.91	1183.31	763.373	1046.25	1056.2	747.797	1036.81	1383.41	755.155	882.016	1395.47	747.268	494.925	1397.39	738.654	436.267	1401.68	790.481	411.739	1350.4	670.298	70.1373	1402.84	623.31	51.2091	1356.68	830.009	38.0049	1349.06	788.464	29.9257	1427.26	762.124	875.344	1045.85	806.466	478.403	1071.95	783.358	424.685	1067.93	838.709	397.322	1121.35	676.163	73.6089	1061.46	630.489	49.8566	1108.89	830.483	39.6702	1105.13	787.449	26.9325	1030.94	737.433	478.33	1273.47	690.32	87.8706	1320.95	822.217	34.6277	1378.04	792.035	475.509	1191.74	712.844	84.5696	1142.03	827.054	34.1779	1078.39
0.04	843.638	983.161	1347.96	847.318	993.248	1096.03	659.242	983.902	1251.16	664.009	985.904	1183.27	763.36	1046.26	1056.17	747.722	1036.8	1383.38	755.103	882.028	1395.45	747.242	494.933	1397.37	738.625	436.316	1401.66	790.463	411.758	1350.39	670.297	70.1331	1402.84	623.31	51.2066	1356.67	830.017	38.0032	1349.05	788.468	29.9231	1427.26	762.111	875.343	1045.82	806.471	478.392	1071.95	783.365	424.688	1067.93	838.699	397.328	1121.35	676.164	73.6037	1061.45	630.484	49.862	1108.9	830.482	39.6709	1105.13	787.441	26.9387	1030.94	737.401	478.326	1273.46	690.324	87.8811	1320.94	822.218	34.623	1378.04	792.025	475.513	1191.74	712.831	84.5685	1142.03	827.052	34.1719	1078.4
0.047	843.58	983.162	1347.94	847.301	993.244	1096.02	659.208	983.901	1251.12	663.971	985.905	1183.23	763.345	1046.25	1056.15	747.659	1036.77	1383.35	755.043	882.026	1395.43	747.202	494.946	1397.36	738.599	436.283	1401.64	790.438	411.768	1350.39	670.292	70.1368	1402.84	623.315	51.2112	1356.66	830.016	38.0045	1349.06	788.462	29.9281	1427.26	762.102	875.345	1045.81	806.483	478.401	1071.95	783.372	424.684	1067.91	838.696	397.336	1121.35	676.162	73.6003	1061.45	630.488	49.8555	1108.89	830.482	39.6677	1105.14	787.448	26.9362	1030.94	737.393	478.331	1273.46	690.328	87.8699	1320.94	822.216	34.6312	1378.05	792.107	475.512	1191.99	712.82	84.5668	1142.03	827.048	34.1793	1078.39
0.053	843.524	983.162	1347.94	847.28	993.249	1096.01	659.176	983.891	1251.09	663.941	985.897	1183.21	763.317	1046.26	1056.13	747.569	1036.77	1383.33	754.997	882.025	1395.41	747.162	494.95	1397.35	738.584	436.337	1401.64	790.425	411.782	1350.38	670.298	70.1412	1402.82	623.314	51.2111	1356.66	830.01	38.0061	1349.06	788.469	29.9267	1427.25	762.094	875.342	1045.8	806.47	478.4	1071.94	783.375	424.678	1067.91	838.692	397.334	1121.36	676.17	73.5981	1061.44	630.483	49.8457	1108.87	830.472	39.6646	1105.14	787.442	26.9347	1030.94	737.382	478.342	1273.43	690.308	87.8794	1320.93	822.221	34.6339	1378.05	792.095	475.526	1191.98	712.829	84.56	1142.03	827.055	34.1735	1078.4
0.06	843.475	983.161	1347.94	847.258	993.259	1096	659.136	983.888	1251.04	663.931	985.884	1183.16	763.305	1046.26	1056.11	747.495	1036.76	1383.31	754.953	882.019	1395.38	747.15	494.952	1397.34	738.562	436.338	1401.62	790.416	411.776	1350.39	670.294	70.1361	1402.82	623.315	51.2054	1356.65	830.014	38.0168	1349.05	788.461	29.9223	1427.24	762.095	875.34	1045.78	806.475	478.399	1071.93	783.376	424.673	1067.91	838.676	397.334	1121.36	676.167	73.5973	1061.44	630.486	49.8539	1108.87	830.487	39.6695	1105.14	787.455	26.9354	1030.93	737.391	478.333	1273.42	690.33	87.888	1320.93	822.218	34.6269	1378.04	791.968	475.53	1191.71	712.823	84.5641	1142.03	827.056	34.1818	1078.41
0.067	843.416	983.167	1347.94	847.225	993.259	1095.99	659.102	983.89	1251.02	663.901	985.89	1183.13	763.282	1046.27	1056.08	747.419	1036.76	1383.28	754.902	882.022	1395.38	747.131	494.951	1397.32	738.551	436.332	1401.6	790.403	411.79	1350.38	670.292	70.1246	1402.8	623.315	51.2048	1356.64	830.018	38.0141	1349.06	788.477	29.9284	1427.24	762.068	875.348	1045.75	806.463	478.403	1071.92	783.351	424.671	1067.89	838.653	397.339	1121.36	676.18	73.5954	1061.43	630.48	49.8539	1108.86	830.481	39.6766	1105.13	787.452	26.9361	1030.93	737.387	478.345	1273.4	690.336	87.8756	1320.92	822.219	34.6321	1378.04	792.037	475.547	1191.96	712.808	84.5563	1142.01	827.046	34.1786	1078.4
0.073	843.371	983.168	1347.92	847.197	993.271	1095.97	659.07	983.879	1250.99	663.875	985.88	1183.09	763.26	1046.28	1056.06	747.356	1036.76	1383.26	754.863	882.019	1395.35	747.112	494.963	1397.31	738.534	436.346	1401.58	790.395	411.798	1350.37	670.29	70.1261	1402.8	623.318	51.1995	1356.64	830.022	38.0069	1349.05	788.465	29.9232	1427.25	762.058	875.349	1045.71	806.459	478.4	1071.91	783.353	424.674	1067.88	838.653	397.338	1121.36	676.174	73.587	1061.43	630.483	49.8528	1108.85	830.482	39.6703	1105.13	787.456	26.9334	1030.93	737.39	478.329	1273.39	690.329	87.8654	1320.92	822.225	34.6331	1378.05	792.012	475.549	1191.95	712.814	84.5581	1142.01	827.051	34.1777	1078.41
