Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	846.662	928.108	1374.33	856.613	912.463	1113.18	653.848	955.33	1259.57	658.121	953.749	1186.81	764.67	981.279	1066.91	748.273	1000.57	1394.54	775.266	835.117	1432.87	739.142	440.441	1403.46	725.102	381.112	1408.14	770.824	365.716	1349.43	692.957	57.6129	1393.48	634.925	46.9235	1357.22	827.033	33.3177	1341.31	804.571	22.8841	1408.57	791.131	828.701	1051	739.772	437.741	1055.76	725.442	379.571	1044.75	768.661	363.946	1102.03	695.144	60.2934	1059.02	634.653	48.359	1083.07	826.26	32.074	1113.24	801.601	25.9921	1047.34	726.578	423.425	1271.54	701.23	67.3208	1313.76	830.676	29.5979	1368.69	714.069	423.288	1188.96	695.942	61.4791	1139.41	828.265	30.7956	1086.26
0.007	846.635	928.12	1374.35	856.603	912.466	1113.19	653.822	955.304	1259.57	658.084	953.734	1186.79	764.657	981.279	1066.91	748.21	1000.55	1394.53	775.231	835.101	1432.87	739.191	440.405	1403.44	725.165	381.088	1408.13	770.884	365.709	1349.43	692.961	57.6019	1393.49	634.94	46.9207	1357.23	827.032	33.3217	1341.31	804.573	22.8804	1408.58	791.128	828.701	1051	739.778	437.738	1055.77	725.446	379.559	1044.74	768.661	363.937	1102.04	695.147	60.291	1059.01	634.664	48.3466	1083.06	826.27	32.0717	1113.23	801.594	25.9882	1047.34	726.652	423.396	1271.53	701.229	67.3044	1313.76	830.678	29.5984	1368.69	714.064	423.288	1188.96	695.938	61.4735	1139.4	828.255	30.7922	1086.27
0.013	846.596	928.116	1374.37	856.596	912.468	1113.2	653.791	955.289	1259.57	658.063	953.722	1186.8	764.65	981.266	1066.92	748.163	1000.54	1394.53	775.203	835.099	1432.87	739.267	440.416	1403.44	725.222	381.076	1408.14	770.931	365.695	1349.44	692.963	57.6008	1393.49	634.933	46.9097	1357.23	827.038	33.3179	1341.31	804.58	22.8841	1408.57	791.132	828.701	1051.01	739.784	437.742	1055.77	725.45	379.567	1044.74	768.674	363.942	1102.04	695.146	60.2877	1059.01	634.654	48.3409	1083.06	826.269	32.0663	1113.23	801.601	25.9807	1047.34	726.742	423.375	1271.53	701.229	67.2992	1313.76	830.68	29.601	1368.68	714.087	423.283	1188.95	695.939	61.4752	1139.4	828.269	30.8025	1086.26
0.02	846.555	928.123	1374.39	856.573	912.478	1113.22	653.772	955.267	1259.56	658.039	953.705	1186.8	764.632	981.26	1066.92	748.109	1000.53	1394.54	775.175	835.092	1432.87	739.309	440.391	1403.42	725.28	381.07	1408.14	770.988	365.69	1349.44	692.974	57.6018	1393.5	635.492	46.5689	1357.54	827.038	33.3212	1341.31	804.573	22.8807	1408.58	791.127	828.702	1051.02	739.794	437.737	1055.78	725.454	379.559	1044.74	768.668	363.932	1102.04	695.149	60.275	1059.01	634.657	48.3389	1083.06	826.268	32.0724	1113.23	801.599	25.9841	1047.34	726.814	423.365	1271.52	701.237	67.3009	1313.76	830.685	29.5967	1368.69	714.083	423.278	1188.96	695.934	61.4731	1139.39	828.263	30.7962	1086.27
0.027	846.531	928.132	1374.4	856.562	912.487	1113.22	653.743	955.244	1259.57	658.015	953.689	1186.81	764.608	981.254	1066.92	748.054	1000.52	1394.54	775.149	835.089	1432.88	739.348	440.391	1403.44	725.327	381.054	1408.14	771.033	365.69	1349.44	692.967	57.5975	1393.49	635.492	46.5684	1357.56	827.032	33.3285	1341.31	804.571	22.8767	1408.59	791.116	828.707	1051.03	739.792	437.745	1055.78	725.466	379.556	1044.75	768.676	363.927	1102.05	695.143	60.2901	1059	634.661	48.3264	1083.06	826.269	32.0727	1113.23	801.61	25.986	1047.34	726.875	423.349	1271.52	701.239	67.2867	1313.77	830.69	29.6032	1368.7	714.089	423.291	1188.97	695.934	61.4792	1139.4	828.264	30.7931	1086.28
0.033	846.495	928.142	1374.42	856.552	912.492	1113.24	653.722	955.232	1259.55	657.993	953.678	1186.8	764.595	981.256	1066.93	748.001	1000.52	1394.54	775.125	835.085	1432.88	739.396	440.395	1403.42	725.374	381.067	1408.13	771.076	365.673	1349.44	692.973	57.5949	1393.51	634.95	46.8921	1357.24	827.462	33.2448	1341.16	804.576	22.8919	1408.58	791.115	828.71	1051.03	739.801	437.733	1055.78	725.487	379.554	1044.76	768.686	363.928	1102.06	695.151	60.2879	1059.01	634.662	48.3381	1083.05	826.274	32.066	1113.23	801.615	25.9893	1047.35	726.944	423.351	1271.51	701.244	67.2943	1313.77	830.686	29.6004	1368.69	714.072	423.282	1188.97	695.942	61.4719	1139.4	828.266	30.7905	1086.26
0.04	846.471	928.148	1374.43	856.531	912.498	1113.26	653.691	955.22	1259.56	657.972	953.664	1186.8	764.589	981.249	1066.93	747.955	1000.52	1394.54	775.098	835.091	1432.88	739.415	440.403	1403.41	725.384	381.063	1408.13	771.099	365.668	1349.44	692.974	57.5959	1393.51	635.5	46.5633	1357.56	827.47	33.2497	1341.16	804.573	22.8764	1408.58	791.109	828.717	1051.03	739.812	437.74	1055.79	725.485	379.563	1044.75	768.686	363.931	1102.06	695.156	60.2883	1059	634.662	48.3324	1083.06	826.272	32.0714	1113.24	801.605	25.9921	1047.34	726.984	423.342	1271.5	701.236	67.2841	1313.77	830.687	29.5992	1368.68	714.081	423.285	1188.97	695.94	61.4809	1139.4	828.273	30.8012	1086.27
0.047	846.444	928.162	1374.43	856.522	912.507	1113.27	653.674	955.206	1259.55	657.96	953.651	1186.79	764.575	981.246	1066.94	747.911	1000.51	1394.53	775.079	835.089	1432.89	739.44	440.394	1403.42	725.412	381.062	1408.13	771.133	365.672	1349.42	692.967	57.5982	1393.51	635.492	46.5514	1357.56	827.47	33.2477	1341.16	804.578	22.8856	1408.58	791.101	828.716	1051.03	739.807	437.733	1055.8	725.493	379.553	1044.77	768.727	363.978	1102.32	695.159	60.2834	1059.01	634.654	48.3279	1083.07	826.265	32.072	1113.23	801.606	25.9871	1047.34	727.041	423.353	1271.5	701.242	67.2976	1313.77	830.69	29.6064	1368.69	714.098	423.285	1188.97	695.939	61.47	1139.4	828.278	30.7986	1086.28
0.053	846.412	928.172	1374.45	856.495	912.517	1113.26	653.656	955.192	1259.54	657.941	953.646	1186.8	764.551	981.244	1066.93	747.869	1000.52	1394.54	775.057	835.088	1432.89	739.468	440.389	1403.39	725.425	381.058	1408.12	771.165	365.663	1349.41	692.974	57.5928	1393.51	634.953	46.8817	1357.25	827.038	33.3223	1341.31	804.576	22.884	1408.58	791.092	828.719	1051.04	739.803	437.737	1055.79	725.481	379.559	1044.77	768.722	363.981	1102.33	695.151	60.2874	1059.01	634.663	48.3372	1083.08	826.274	32.0746	1113.24	801.609	25.9811	1047.35	727.063	423.348	1271.48	701.245	67.2804	1313.76	830.684	29.6133	1368.69	714.087	423.278	1188.98	695.946	61.4729	1139.41	828.268	30.7956	1086.27
0.06	846.394	928.18	1374.45	856.498	912.525	1113.27	653.639	955.174	1259.53	657.923	953.637	1186.79	764.538	981.245	1066.93	747.829	1000.52	1394.53	775.038	835.087	1432.88	739.486	440.39	1403.4	725.441	381.054	1408.12	771.188	365.666	1349.41	692.972	57.5896	1393.51	635.497	46.5605	1357.55	827.04	33.3313	1341.31	804.582	22.8948	1408.59	791.095	828.717	1051.04	739.805	437.733	1055.82	725.474	379.56	1044.78	768.676	363.928	1102.06	695.146	60.2908	1059.02	634.66	48.3355	1083.08	826.274	32.0742	1113.24	801.6	25.9916	1047.34	727.107	423.34	1271.47	701.251	67.2754	1313.77	830.688	29.6022	1368.69	714.082	423.292	1188.99	695.939	61.4716	1139.41	828.261	30.8074	1086.27
