Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	2166.29	934.641	1426.47	2148.17	944.119	1159.84	1965.13	974.513	1349.22	1957.57	971.341	1258.54	2046.56	995.821	1122.5	2075.63	1002.61	1474.62	2064.76	847.114	1487.13	1982.29	474.27	1434.72	1960.85	424.069	1433.29	2017.61	395.076	1401.03	1871.38	76.212	1404.35	1824.37	55.3096	1361.68	2024.34	31.0373	1369.31	1986.74	15.352	1437.59	2077.77	827.928	1099.51	2172.74	469.738	1129.95	2175.83	413.076	1123.64	2239.79	413.108	1157.2	2279.14	73.1436	1124.77	2246.28	36.8194	1158.96	2437.81	64.3988	1173.33	2413.35	57.5231	1104.2
0.007	2166.59	934.302	1425.39	2148.93	943.768	1158.58	1965.36	974.23	1347.49	1957.92	971.039	1256.91	2047.19	995.209	1121	2075.37	1002.47	1473.23	2064.39	847.185	1486.03	1981.11	474.445	1433.84	1959.29	424.379	1432.9	2015.96	395.037	1400.69	1867.7	77.0178	1404.39	1820.6	56.4045	1361.68	2020.28	30.9496	1369.37	1982.37	15.3587	1437.64	2078.54	827.69	1098.44	2173.25	469.211	1128.98	2176.01	412.64	1122.78	2239.53	412.146	1156.69	2275.42	71.5666	1124.54	2242.08	35.3539	1158.59	2433.75	61.3931	1174.2	2409.6	55.0096	1104.74
0.013	2166.58	934.149	1424.31	2149.82	943.415	1157.29	1965.65	973.971	1345.8	1958.41	970.673	1255.15	2047.99	994.597	1119.49	2074.97	1002.47	1472.62	2064.08	847.197	1484.82	1979.89	474.684	1433.27	1957.89	424.704	1432.46	2014.36	395.068	1400.36	1863.99	77.8907	1404.43	1816.78	57.5395	1361.75	2016.26	30.9261	1369.4	1978.26	15.4299	1437.66	2079.52	827.425	1097.45	2173.55	468.651	1128.28	2175.8	412.007	1121.84	2239.06	410.865	1156.27	2271.7	69.7437	1124.67	2237.67	33.5911	1158.37	2429.48	58.6651	1175.06	2405.57	52.4523	1105.57
0.02	2166.59	933.979	1423.22	2150.65	943.003	1155.94	1965.9	973.63	1344.03	1958.93	970.273	1253.48	2048.77	994.089	1118.09	2074.79	1002.34	1471.13	2063.75	847.265	1483.69	1978.75	474.999	1432.7	1956.51	425.123	1432.01	2012.94	395.073	1399.96	1860.31	78.9778	1404.61	1812.95	58.7456	1361.72	2012.23	30.896	1369.33	1974.26	15.5913	1437.62	2080.61	827.116	1096.23	2173.51	468.021	1127.24	2175.35	411.296	1120.98	2238.41	409.57	1155.81	2267.22	67.914	1124.89	2232.96	31.6513	1158.44	2424.87	56.0062	1176.08	2401.28	49.6608	1106.47
0.027	2166.6	933.813	1422.11	2151.71	942.677	1154.63	1966.33	973.27	1342.2	1959.62	969.867	1251.75	2049.72	993.518	1116.51	2074.56	1002.19	1469.66	2063.55	847.302	1482.51	1977.78	475.348	1432.19	1955.28	425.558	1431.4	2011.52	395.097	1399.6	1856.62	80.0366	1404.66	1809.21	60.107	1361.89	2008.15	30.8569	1369.34	1970.28	15.8275	1437.6	2081.83	826.79	1095.07	2173.24	467.231	1126.52	2174.71	410.513	1120.28	2237.16	408.196	1155.61	2262.71	65.9636	1125.12	2228.18	29.4381	1158.39	2419.93	53.4691	1177.25	2396.87	47.1569	1107.52
0.033	2166.82	933.706	1420.94	2152.82	942.408	1153.26	1966.78	972.859	1340.21	1960.33	969.407	1249.86	2050.82	992.989	1114.9	2074.4	1002.01	1468.14	2063.39	847.399	1481.31	1976.84	475.631	1431.43	1954.07	425.856	1430.92	2010.23	395.124	1399.22	1853.06	81.1184	1404.65	1805.46	61.5402	1361.83	2004.07	30.7929	1369.35	1966.22	15.9789	1437.57	2083.13	826.421	1093.64	2172.73	466.362	1125.81	2173.72	409.615	1119.68	2236.3	406.682	1154.95	2258.05	64.0027	1125.59	2223.47	27.6682	1158.13	2414.8	50.9799	1178.56	2392.38	44.7173	1108.58
0.04	2167	933.579	1419.78	2154.06	942.056	1151.94	1967.29	972.493	1338.18	1961.19	968.884	1247.85	2052.13	992.432	1113.22	2074.46	1001.72	1466.16	2063.4	847.432	1479.88	1976.06	475.99	1430.79	1952.96	426.521	1430.36	2009	395.144	1398.78	1848.84	81.6809	1404.93	1801.8	62.9655	1361.87	2000.08	30.8184	1369.35	1961.05	15.2996	1437.99	2084.43	825.931	1092.33	2171.9	465.396	1124.89	2172.56	408.574	1119.07	2234.55	405.135	1154.59	2254.04	62.3228	1126.18	2219.48	27.0989	1158.08	2410.41	48.3307	1179.85	2388.27	42.2659	1109.33
0.047	2167.35	933.453	1418.54	2155.45	941.804	1150.78	1967.25	972.235	1336.14	1962.05	968.53	1245.79	2053.33	991.982	1111.45	2074.34	1001.48	1464.61	2063.39	847.522	1478.57	1975.39	476.331	1430.14	1952.07	426.941	1429.81	2007.9	395.272	1398.49	1845.62	83.1209	1404.82	1798.25	64.5398	1361.94	1996.08	30.7326	1369.33	1956.81	15.3187	1437.92	2085.6	825.683	1090.87	2170.72	464.507	1124.33	2170.72	407.64	1118.67	2232.52	403.895	1154.27	2251.31	62.0108	1127	2216.92	28.1704	1158.26	2407.85	45.2722	1180.75	2385.96	39.7615	1109.95
0.053	2167.68	933.33	1417.27	2156.81	941.624	1149.68	1967.9	971.838	1334.04	1962.99	968.26	1243.8	2054.7	991.439	1109.44	2074.31	1001.36	1462.96	2063.56	847.522	1477.07	1974.96	476.68	1429.41	1951.28	427.302	1429.19	2006.92	395.227	1398	1842.48	84.6517	1404.8	1794.62	66.2232	1362.06	1992.13	30.7432	1369.34	1952.83	15.5046	1437.75	2086.72	825.509	1089.43	2169.02	463.807	1123.96	2168.6	406.777	1118.22	2230.6	403.113	1153.6	2250.4	62.6146	1126.66	2215.3	29.3861	1158.23	2407.26	42.9434	1180.56	2384.87	37.572	1110.59
0.06	2168.12	933.303	1415.91	2158.25	941.583	1148.43	1968.54	971.521	1332.03	1964.01	968.122	1241.67	2056.23	991.067	1107.47	2074.38	1001.14	1461.17	2063.78	847.555	1475.65	1974.67	477.126	1428.65	1950.76	427.931	1428.45	2006.17	395.373	1397.45	1839.25	86.1148	1404.86	1791.22	68.1024	1362.13	1988.13	30.7369	1369.35	1948.78	15.622	1437.65	2087.82	825.572	1087.98	2166.72	463.138	1123.5	2166.28	406.065	1117.86	2229.15	402.721	1152.92	2250.37	62.3908	1125.94	2213.82	30.3829	1157.69	2406.31	42.0529	1180.55	2383.69	35.5877	1110.29
