Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.176955	0.0565883	-0.856898	-0.0737225	0.0296737	-0.807724	-0.10291	0.0112083	-0.382818	-0.0906612	0.008875	-0.338381	0.000153333	0.01088	0.01434	-0.00062625	0.00450375	0.0061825	-0.00565167	0.624183	-0.0547733	-0.0264575	0.696093	-0.0439875
1	-0.124147	0.0565733	-0.896672	-0.0451625	0.02641	-0.833771	-0.10292	0.0122583	-0.34657	-0.076935	0.006785	-0.296482	-0.00468833	0.00863	0.0129617	-0.00414125	-0.0001175	-0.00147375	-0.0879833	1.67409	-0.118517	-0.139334	1.79985	-0.0846512
2	-0.0734233	0.0513967	-0.912553	-0.0134025	0.0185625	-0.848084	-0.10943	0.010495	-0.278572	-0.0575813	0.002225	-0.224964	-0.015175	-0.00159	-0.00140667	-0.009625	-0.0128262	-0.023215	-0.23939	3.16435	-0.195197	-0.330951	3.3358	-0.126969
3	-0.0363383	0.03835	-0.880827	0.0150638	0.00443125	-0.821785	-0.119107	0.00292333	-0.178477	-0.0308925	-0.006685	-0.122994	-0.02875	-0.0218117	-0.03073	-0.0146388	-0.0344937	-0.0581275	-0.463735	4.76825	-0.254958	-0.598804	4.97252	-0.146054
4	-0.0186933	0.01913	-0.830828	0.0294	-0.0146837	-0.776742	-0.12751	-0.01058	-0.071415	0.00402375	-0.0195425	-0.0122563	-0.0413267	-0.04779	-0.0680283	-0.01645	-0.0599525	-0.097165	-0.748838	6.18103	-0.271077	-0.927201	6.42881	-0.119401
5	0.00394	-0.000755	-0.790822	0.05172	-0.0347988	-0.734477	-0.12041	-0.02481	0.0265333	0.0610137	-0.03173	0.0936662	-0.050155	-0.069995	-0.100472	-0.0141838	-0.0785	-0.12669	-1.05047	7.30284	-0.238632	-1.27424	7.62902	-0.04214
6	0.07232	-0.016735	-0.759495	0.123726	-0.0522388	-0.69598	-0.08111	-0.0332817	0.12388	0.155342	-0.0381175	0.201151	-0.0545133	-0.08141	-0.119415	-0.00868625	-0.08283	-0.138605	-1.3183	8.18177	-0.166515	-1.59627	8.61674	0.0764963
7	0.204948	-0.02781	-0.731732	0.259259	-0.0658737	-0.669555	-0.00728	-0.0330767	0.235805	0.28297	-0.0371413	0.318378	-0.0552533	-0.0820083	-0.12479	-0.00124	-0.0742437	-0.133661	-1.54359	8.91932	-0.0656233	-1.8769	9.45011	0.221849
8	0.381645	-0.0352917	-0.721335	0.431446	-0.0776787	-0.673494	0.08536	-0.025245	0.356942	0.420426	-0.03095	0.438015	-0.0535433	-0.0752367	-0.11965	0.00716875	-0.0587588	-0.11626	-1.73248	9.56797	0.0522617	-2.1011	10.1533	0.378364
9	0.561897	-0.04177	-0.737483	0.604175	-0.090595	-0.708109	0.176387	-0.01288	0.469485	0.545284	-0.0222775	0.54734	-0.0507433	-0.06485	-0.107248	0.0152275	-0.042	-0.0918888	-1.8717	10.1417	0.173323	-2.24907	10.7533	0.528691
