Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	826.451	805.001	1365.41	832.758	793.631	1068.66	601.238	845.612	1243.97	597.21	842.535	1180.68	715.307	855.529	1039.96	702.125	854.405	1393.46	727.337	692.048	1435.89	714.095	403.578	1405.83	706.121	356.479	1405.17	752.908	344.748	1359.36	695.087	66.3612	1402.89	644.665	46.5773	1366.74	812.479	39.4966	1347.46	791.405	28.1448	1418.89	751.655	686.591	1003.66	710.627	409.895	1042.95	696.775	350.457	1037.78	746.398	337.189	1085.45	690.109	62.2175	1045.32	645.314	50.9205	1080.26	813.529	38.1391	1105.79	789.774	27.7107	1034.57	715.504	390.973	1253.59	706.055	71.6906	1328.85	815.102	35.6568	1376.69	718.967	393.856	1185.22	705.049	74.1237	1118.31	813.947	36.1638	1074.98
0.007	826.513	804.985	1365.41	832.788	793.631	1068.64	601.3	845.615	1243.97	597.257	842.541	1180.68	715.358	855.528	1039.96	702.189	854.422	1393.48	727.4	692.04	1435.9	714.127	403.583	1405.83	706.17	356.476	1405.14	752.931	344.73	1359.34	695.094	66.348	1402.9	644.668	46.5759	1366.74	812.475	39.5026	1347.46	791.421	28.1603	1418.87	751.699	686.586	1003.67	710.652	409.897	1042.95	696.793	350.458	1037.77	746.416	337.175	1085.45	690.116	62.221	1045.31	645.317	50.9167	1080.27	813.528	38.1376	1105.79	789.773	27.705	1034.58	715.541	390.978	1253.58	706.058	71.6885	1328.85	815.106	35.6475	1376.69	718.976	393.851	1185.23	705.058	74.1261	1118.31	813.95	36.1655	1074.98
0.013	826.578	804.973	1365.42	832.832	793.615	1068.64	601.36	845.61	1243.98	597.314	842.543	1180.7	715.412	855.523	1039.96	702.246	854.407	1393.5	727.469	692.031	1435.89	714.163	403.573	1405.82	706.189	356.445	1405.13	752.954	344.727	1359.33	695.112	66.3619	1402.89	644.676	46.5786	1366.72	812.489	39.4943	1347.45	791.413	28.1432	1418.89	751.741	686.588	1003.67	710.666	409.894	1042.95	696.823	350.454	1037.79	746.443	337.181	1085.45	690.122	62.2209	1045.33	645.321	50.9229	1080.27	813.538	38.1332	1105.8	789.776	27.7044	1034.58	715.553	390.968	1253.56	706.058	71.6908	1328.84	815.104	35.6439	1376.68	719.017	393.847	1185.23	705.067	74.1242	1118.31	813.964	36.1588	1074.99
0.02	826.641	804.961	1365.41	832.866	793.611	1068.63	601.426	845.613	1243.98	597.366	842.546	1180.7	715.474	855.523	1039.97	702.311	854.41	1393.49	727.54	692.039	1435.89	714.2	403.569	1405.81	706.223	356.44	1405.12	752.978	344.707	1359.3	695.107	66.3688	1402.89	644.692	46.5754	1366.72	812.452	39.4787	1347.44	791.412	28.1474	1418.88	751.79	686.59	1003.67	710.702	409.914	1042.95	696.83	350.457	1037.79	746.47	337.168	1085.46	690.133	62.2252	1045.32	645.321	50.9212	1080.28	813.545	38.133	1105.8	789.773	27.6978	1034.59	715.582	390.996	1253.55	706.065	71.6876	1328.83	815.102	35.6538	1376.68	719.05	393.857	1185.24	705.065	74.1184	1118.31	813.962	36.1689	1074.98
0.027	826.705	804.947	1365.42	832.911	793.609	1068.63	601.491	845.615	1244	597.415	842.545	1180.72	715.527	855.522	1039.96	702.377	854.399	1393.49	727.614	692.02	1435.88	714.234	403.561	1405.81	706.258	356.445	1405.11	753.004	344.694	1359.3	695.116	66.3607	1402.87	644.684	46.5846	1366.72	812.459	39.4716	1347.42	791.426	28.137	1418.87	751.827	686.581	1003.67	710.722	409.9	1042.95	696.839	350.461	1037.78	746.494	337.168	1085.45	690.125	62.2211	1045.33	645.327	50.9313	1080.28	813.542	38.1331	1105.79	789.78	27.7066	1034.58	715.609	390.97	1253.54	706.056	71.6938	1328.83	815.114	35.6529	1376.67	719.081	393.855	1185.23	705.082	74.1175	1118.3	813.958	36.1589	1074.98
0.033	826.757	804.943	1365.42	832.961	793.6	1068.63	601.553	845.617	1244.01	597.478	842.545	1180.73	715.587	855.515	1039.96	702.444	854.387	1393.48	727.683	692.005	1435.87	714.281	403.561	1405.81	706.279	356.434	1405.11	753.024	344.691	1359.29	695.134	66.3649	1402.86	644.692	46.5785	1366.71	812.458	39.4671	1347.43	791.426	28.1491	1418.86	751.871	686.579	1003.67	710.765	409.905	1042.95	696.878	350.45	1037.78	746.524	337.164	1085.45	690.129	62.2219	1045.33	645.333	50.9317	1080.28	813.549	38.1348	1105.78	789.78	27.7045	1034.58	715.626	390.999	1253.52	706.063	71.7	1328.82	815.107	35.6566	1376.67	719.115	393.85	1185.22	705.077	74.1244	1118.32	813.961	36.1698	1074.98
0.04	826.827	804.926	1365.41	833.003	793.595	1068.62	601.604	845.622	1244.01	597.531	842.554	1180.73	715.633	855.509	1039.95	702.507	854.398	1393.5	727.747	692.003	1435.88	714.328	403.547	1405.81	706.31	356.439	1405.11	753.047	344.685	1359.28	695.129	66.3732	1402.86	644.689	46.5921	1366.72	812.458	39.4674	1347.42	791.429	28.1554	1418.87	751.909	686.579	1003.66	710.779	409.906	1042.95	696.904	350.448	1037.78	746.568	337.173	1085.47	690.126	62.2266	1045.32	645.328	50.9358	1080.27	813.545	38.1388	1105.79	789.767	27.7084	1034.57	715.652	391.014	1253.53	706.073	71.6912	1328.81	815.109	35.6438	1376.67	719.141	393.85	1185.23	705.078	74.1145	1118.31	813.959	36.1612	1074.98
0.047	826.9	804.92	1365.43	833.05	793.591	1068.61	601.676	845.621	1244.02	597.589	842.555	1180.74	715.687	855.509	1039.96	702.575	854.389	1393.49	727.828	691.996	1435.88	714.366	403.546	1405.81	706.343	356.44	1405.1	753.066	344.674	1359.27	695.134	66.3732	1402.86	644.697	46.5964	1366.7	812.469	39.4619	1347.42	791.419	28.1462	1418.87	751.957	686.579	1003.67	710.808	409.905	1042.94	696.915	350.448	1037.79	746.581	337.17	1085.44	690.128	62.2236	1045.32	645.337	50.9445	1080.28	813.531	38.1353	1105.79	789.776	27.6992	1034.59	715.68	391.005	1253.53	706.077	71.6896	1328.81	815.112	35.6522	1376.68	719.157	393.846	1185.23	705.085	74.1236	1118.31	813.961	36.1641	1074.98
0.053	826.967	804.907	1365.42	833.101	793.584	1068.6	601.736	845.624	1244.02	597.637	842.565	1180.74	715.737	855.508	1039.96	702.651	854.374	1393.49	727.88	691.994	1435.89	714.402	403.549	1405.81	706.384	356.471	1405.12	753.1	344.669	1359.27	695.137	66.3547	1402.86	644.701	46.5937	1366.7	812.461	39.4737	1347.42	791.409	28.1476	1418.87	751.997	686.578	1003.66	710.827	409.91	1042.94	696.955	350.445	1037.79	746.609	337.168	1085.45	690.124	62.219	1045.33	645.341	50.9384	1080.29	813.534	38.1364	1105.8	789.753	27.7085	1034.57	715.709	390.993	1253.51	706.085	71.692	1328.81	815.109	35.6558	1376.67	719.194	393.859	1185.22	705.081	74.1238	1118.31	813.948	36.1598	1074.98
0.06	827.03	804.893	1365.43	833.156	793.567	1068.61	601.811	845.627	1244.04	597.707	842.562	1180.76	715.798	855.508	1039.96	702.718	854.367	1393.49	727.964	691.993	1435.89	714.441	403.557	1405.81	706.421	356.417	1405.1	753.115	344.656	1359.26	695.129	66.3711	1402.87	644.699	46.5988	1366.72	812.465	39.4726	1347.42	791.422	28.1542	1418.87	752.062	686.584	1003.67	710.858	409.919	1042.93	696.959	350.448	1037.79	746.654	337.176	1085.46	690.128	62.2399	1045.32	645.329	50.9437	1080.27	813.545	38.1345	1105.8	789.762	27.7103	1034.57	715.746	391	1253.54	706.086	71.698	1328.81	815.104	35.6577	1376.67	719.235	393.846	1185.22	705.086	74.1254	1118.32	813.956	36.1642	1074.97
