Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	171.89	489.04	9.69	1931.96	0	1150.22	-1379.96	-33.26	481.87	32.96	2524.72	0	1236.72	-936.2
2	178.22	468.14	11.6	1926.42	0	1149.81	-448.34	-63.32	450.74	23.12	2501.6	0	1230.8	9008.58
3	159.84	442.66	14.27	1934.18	0	1147.92	-4368.75	-59.51	452.27	7.48	2487.51	0	1239.06	4444.46
4	160.9	410.61	4.73	1910.99	0	1152.03	-3754.12	-57.75	460.82	23.96	2509.64	0	1241.68	8843.01
5	162.96	385.13	1.22	1920.01	0	1150.05	1267.27	-57.91	491.49	2.14	2500.26	0	1239.27	14430
6	142.82	348.21	9.16	1917.73	0	1151.38	-2811.66	-36.7	548.25	-31.28	2512.23	0	1245.83	4107.42
7	149.77	305.33	2.98	1900.84	0	1164.88	-8925.33	-72.56	564.12	-22.28	2490.89	0	1245.5	-3168.67
8	129.85	283.2	-0.76	1910.19	0	1155.4	2598.18	-60.58	603.49	-25.79	2485.62	0	1255.97	13378.6
9	120.16	236.66	5.34	1916.32	0	1165.7	-6781.04	-85.83	580.29	-51.12	2500.11	0	1237.49	-10830.5
10	112	197.14	3.2	1866.81	0	1170.48	-6167.57	-92.93	622.86	-31.51	2483.61	0	1256.14	8521.27
11	89.19	171.97	-5.8	1907	0	1153.78	1687.51	-94.38	652.92	-22.89	2474.97	0	1257.66	15371.2
12	85.3	125.89	-1.68	1892.38	0	1168.95	-5002.51	-106.12	670.62	-45.01	2481.85	0	1251.44	-1238.6
13	62.87	90.64	3.28	1806.21	0	1201.41	-6823.5	-105.13	705.87	-36.54	2467.52	0	1261.59	4837.71
14	46.39	70.65	-0.31	2022.56	0	1212.04	-4114.01	-104.06	715.03	-18.77	2472.25	0	1256.38	7912.31
15	-0	-0	-0	2149	0	976.7	-0	-104.52	745.39	-33.34	2474.98	0	1254.6	6204.91
16	-0	-0	-0	2149	0	976.7	-0	-106.96	772.86	-28.46	2450.16	0	1261.41	11235
17	-0	-0	-0	2149	0	976.7	-0	-98.19	792.39	-15.18	2458.93	0	1260.12	10703.9
18	-0	-0	-0	2149	0	976.7	-0	-100.71	807.65	-28	2452.8	0	1258.39	4745.04
19	-0	-0	-0	2149	0	976.7	-0	-85.91	825.5	-35.1	2453.65	0	1258.57	12131.9
20	-0	-0	-0	2149	0	976.7	-0	-98.34	825.96	-24.11	2441.52	0	1257.87	8578.2
21	-0	-0	-0	2149	0	976.7	-0	-86.67	837.4	-25.02	2437.24	0	1262.23	11769.9
22	-0	-0	-0	2149	0	976.7	-0	-84.15	839.69	-38.99	2442.92	0	1258.16	7214.38
23	-0	-0	-0	2149	0	976.7	-0	-92.09	845.95	-32.81	2427.02	0	1259.34	7559.16
24	-0	-0	-0	2149	0	976.7	-0	-70.95	862.12	-27.62	2423.98	0	1265.61	19362.1
25	-0	-0	-0	2149	0	976.7	-0	-85.14	853.88	-44.17	2416.63	0	1258.72	8496.59
26	-0	-0	-0	2149	0	976.7	-0	-75.23	869.75	-38.99	2422.44	0	1264.08	6071.27
27	-0	-0	-0	2149	0	976.7	-0	-67.6	865.63	-35.48	2412.5	0	1264.54	14941.6
28	-0	-0	-0	2149	0	976.7	-0	-75.84	866.55	-41.35	2409.58	0	1262.84	8222.59
29	-0	-0	-0	2149	0	976.7	-0	-69.5	848.85	-39.67	2408.44	0	1262.02	8343.69
30	-0	-0	-0	2149	0	976.7	-0	-60.35	848.08	-39.14	2409.07	0	1264.68	11540.7
31	-0	-0	-0	2149	0	976.7	-0	-70.27	836.79	-38.15	2405.58	0	1262.68	5410.8
32	-0	-0	-0	2149	0	976.7	-0	-57.68	827.18	-40.51	2400.8	0	1264	12771.4
33	-0	-0	-0	2149	0	976.7	-0	-65.31	818.94	-42.27	2393.62	0	1263.12	7970.22
34	-0	-0	-0	2149	0	976.7	-0	-61.34	798.49	-37.69	2402.83	0	1263.03	6690.16
35	-0	-0	-0	2149	0	976.7	-0	-52.26	801.7	-41.05	2385.44	0	1267.32	11646
36	-0	-0	-0	2149	0	976.7	-0	-60.65	775.15	-36.54	2379.95	0	1266.56	12418.3
37	-0	-0	-0	2149	0	976.7	-0	-53.63	772.25	-40.74	2388.13	0	1266.59	10017.7
38	-0	-0	-0	2149	0	976.7	-0	-49.59	746	-43.64	2374.78	0	1265.61	6839.28
39	-0	-0	-0	2149	0	976.7	-0	-47.38	739.29	-38.38	2380.92	0	1269.12	12395.1
40	-0	-0	-0	2149	0	976.7	-0	-50.96	721.74	-40.13	2367.6	0	1267.8	7224.69
41	-0	-0	-0	2149	0	976.7	-0	-37.46	702.97	-41.35	2370.49	0	1268.7	10689.7
42	-0	-0	-0	2149	0	976.7	-0	-51.27	682.98	-36.54	2365.3	0	1270.34	8568.98
43	-0	-0	-0	2149	0	976.7	-0	-32.27	666.5	-42.65	2369.52	0	1268.01	4701.01
44	-0	-0	-0	2149	0	976.7	-0	-41.12	650.79	-42.19	2358.3	0	1267.4	10062.9
45	-0	-0	-0	2149	0	976.7	-0	-36.77	629.12	-38.53	2360.32	0	1271.51	6718.13
46	-0	-0	-0	2149	0	976.7	-0	-16.94	619.66	-40.89	2359.06	0	1271.3	9148.27
47	-0	-0	-0	2149	0	976.7	-0	-41.73	591.13	-40.59	2349.44	0	1267.43	6133.33
48	-0	-0	-0	2149	0	976.7	-0	-17.09	594.94	-41.28	2346.9	0	1275.37	9046.09
49	-0	-0	-0	2149	0	976.7	-0	-25.02	553.74	-40.28	2347.03	0	1264.92	7589.99
50	-0	-0	-0	2149	0	976.7	-0	-26.4	555.27	-42.11	2342.87	0	1273.51	5921.01
51	-0	-0	-0	2149	0	976.7	-0	-15.03	530.85	-42.19	2338.31	0	1269.16	6089.85
