Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	818.729	983.207	1355.62	810.71	986.063	1085.9	665.738	1027.03	1275.52	661.364	1026.05	1183.74	747.767	1055.45	1072.81	754.159	1044.33	1369.58	733.846	898.059	1392.76	740.738	500.026	1396.44	717.769	436.747	1406.74	771.777	419.348	1350.67	673.238	73.5707	1400.85	624.695	52.1929	1368.08	823.191	42.781	1344.92	779.876	32.6764	1419.37	725.371	901.522	1048.28	714.797	499.361	1052.28	696.108	441.363	1045.78	753.821	422.075	1093.21	662.347	74.4557	1052.59	618.802	45.2831	1089.9	815.505	43.1059	1105.98	788.228	30.3087	1034.85	722.031	485.116	1284.3	697.149	88.4232	1321.39	819.212	34.9913	1370.56	715.632	487.944	1165.97	690.749	84.7359	1129.74	817.229	33.2457	1082.72
0.007	818.692	983.208	1355.59	810.68	986.071	1085.87	665.702	1027.03	1275.5	661.338	1026.06	1183.71	747.724	1055.46	1072.79	754.111	1044.32	1369.55	733.809	898.064	1392.73	740.726	500.027	1396.42	717.768	436.748	1406.73	771.772	419.345	1350.67	673.235	73.5701	1400.84	624.683	52.1991	1368.08	823.193	42.7805	1344.92	779.878	32.6715	1419.37	725.351	901.523	1048.26	714.799	499.371	1052.26	696.087	441.406	1045.7	753.826	422.066	1093.21	662.356	74.4487	1052.6	618.819	45.2769	1089.9	815.515	43.1073	1105.98	788.233	30.3108	1034.86	722.07	485.061	1284.32	697.155	88.4268	1321.39	819.207	34.9918	1370.57	715.644	487.96	1165.97	690.756	84.7418	1129.74	817.23	33.2435	1082.72
0.013	818.654	983.206	1355.58	810.653	986.076	1085.84	665.663	1027.03	1275.48	661.308	1026.06	1183.68	747.698	1055.47	1072.78	754.061	1044.32	1369.52	733.773	898.069	1392.71	740.717	500.03	1396.42	717.761	436.75	1406.69	771.764	419.338	1350.66	673.241	73.5757	1400.83	624.688	52.1907	1368.09	823.208	42.7779	1344.93	779.878	32.6685	1419.38	725.317	901.528	1048.24	714.812	499.375	1052.24	696.1	441.371	1045.7	753.841	422.062	1093.19	662.362	74.4515	1052.6	618.81	45.2856	1089.9	815.509	43.1028	1105.98	788.234	30.3116	1034.85	722.021	485.104	1284.26	697.158	88.4214	1321.38	819.212	34.9922	1370.56	715.649	487.942	1165.94	690.755	84.7243	1129.74	817.237	33.2434	1082.72
0.02	818.621	983.205	1355.55	810.628	986.08	1085.81	665.618	1027.02	1275.46	661.275	1026.06	1183.66	747.662	1055.48	1072.75	754.027	1044.32	1369.52	733.742	898.058	1392.68	740.714	500.026	1396.39	717.757	436.751	1406.69	771.758	419.331	1350.64	673.245	73.5693	1400.84	624.7	52.1832	1368.09	823.201	42.7681	1344.92	779.88	32.6728	1419.39	725.284	901.527	1048.21	714.817	499.368	1052.23	696.103	441.358	1045.68	753.837	422.063	1093.18	662.362	74.4423	1052.6	618.817	45.2914	1089.9	815.511	43.0984	1105.98	788.239	30.3163	1034.86	722.049	485.053	1284.29	697.155	88.425	1321.38	819.211	34.9903	1370.56	715.659	487.942	1165.93	690.754	84.7395	1129.74	817.242	33.2425	1082.71
0.027	818.576	983.204	1355.53	810.594	986.091	1085.79	665.584	1027.02	1275.42	661.249	1026.05	1183.63	747.638	1055.5	1072.73	753.985	1044.3	1369.48	733.704	898.058	1392.65	740.714	500.025	1396.37	717.758	436.749	1406.67	771.754	419.326	1350.63	673.248	73.5653	1400.84	624.696	52.1865	1368.09	823.2	42.7761	1344.93	779.876	32.6679	1419.37	725.247	901.532	1048.19	714.811	499.367	1052.21	696.113	441.362	1045.68	753.844	422.063	1093.16	662.359	74.4498	1052.59	618.807	45.2802	1089.9	815.514	43.0967	1105.98	788.229	30.3101	1034.85	722.055	485.052	1284.27	697.158	88.4145	1321.39	819.208	34.9893	1370.57	715.638	487.93	1165.9	690.749	84.7325	1129.73	817.215	33.2707	1082.64
0.033	818.535	983.208	1355.51	810.573	986.095	1085.77	665.549	1027.02	1275.39	661.21	1026.05	1183.6	747.609	1055.5	1072.7	753.939	1044.29	1369.47	733.677	898.069	1392.63	740.709	500.035	1396.35	717.743	436.758	1406.66	771.752	419.336	1350.61	673.253	73.5829	1400.8	624.696	52.1945	1368.09	823.199	42.7836	1344.92	779.88	32.672	1419.38	725.231	901.532	1048.17	714.823	499.366	1052.21	696.097	441.363	1045.67	753.836	422.063	1093.16	662.354	74.442	1052.59	618.808	45.282	1089.9	815.509	43.0988	1105.98	788.233	30.3116	1034.85	722.053	485.056	1284.25	697.171	88.423	1321.39	819.216	34.9888	1370.56	715.638	487.942	1165.9	690.75	84.7401	1129.73	817.241	33.2435	1082.71
0.04	818.499	983.211	1355.49	810.557	986.104	1085.74	665.518	1027.02	1275.36	661.176	1026.06	1183.56	747.587	1055.51	1072.66	753.894	1044.3	1369.44	733.642	898.068	1392.59	740.705	500.036	1396.33	717.753	436.764	1406.65	771.751	419.339	1350.6	673.254	73.5669	1400.82	624.69	52.1916	1368.09	823.201	42.7826	1344.92	779.883	32.6098	1419.26	725.203	901.531	1048.14	714.809	499.365	1052.19	696.114	441.355	1045.65	753.834	422.068	1093.14	662.369	74.4459	1052.59	618.809	45.2869	1089.9	815.516	43.1038	1105.97	788.219	30.3012	1034.85	722.01	485.101	1284.2	697.162	88.4142	1321.38	819.206	34.9949	1370.56	715.638	487.944	1165.9	690.747	84.7391	1129.73	817.236	33.2461	1082.71
0.047	818.465	983.215	1355.46	810.519	986.104	1085.73	665.474	1027.02	1275.33	661.149	1026.05	1183.53	747.565	1055.51	1072.63	753.85	1044.29	1369.42	733.615	898.069	1392.56	740.697	500.037	1396.33	717.75	436.759	1406.64	771.751	419.34	1350.58	673.241	73.57	1400.84	624.691	52.1956	1368.09	823.203	42.7842	1344.92	779.881	32.6823	1419.37	725.181	901.535	1048.11	714.805	499.364	1052.18	696.102	441.356	1045.64	753.833	422.062	1093.11	662.352	74.4447	1052.59	618.805	45.2806	1089.9	815.503	43.1073	1105.98	788.225	30.3125	1034.85	722.057	485.04	1284.24	697.172	88.4126	1321.38	819.21	34.99	1370.56	715.628	487.941	1165.88	690.76	84.7384	1129.73	817.221	33.2753	1082.63
0.053	818.431	983.205	1355.45	810.489	986.115	1085.7	665.434	1027	1275.31	661.108	1026.04	1183.51	747.519	1055.52	1072.6	753.809	1044.3	1369.39	733.577	898.064	1392.54	740.688	500.045	1396.31	717.744	436.753	1406.62	771.752	419.336	1350.57	673.245	73.57	1400.83	624.691	52.1703	1368.1	823.2	42.7832	1344.92	779.879	32.6751	1419.37	725.147	901.537	1048.09	714.804	499.374	1052.15	696.098	441.332	1045.63	753.83	422.069	1093.11	662.364	74.4366	1052.58	618.804	45.2751	1089.88	815.509	43.1108	1105.97	788.232	30.3151	1034.85	722.049	485.033	1284.22	697.152	88.4083	1321.37	819.208	35.0018	1370.56	715.615	487.936	1165.87	690.749	84.7407	1129.72	817.207	33.2883	1082.63
0.06	818.395	983.212	1355.43	810.464	986.112	1085.68	665.392	1027	1275.29	661.076	1026.05	1183.47	747.474	1055.52	1072.58	753.771	1044.29	1369.37	733.55	898.051	1392.5	740.694	500.045	1396.29	717.743	436.752	1406.62	771.749	419.34	1350.57	673.242	73.5733	1400.8	624.695	52.1637	1368.12	823.202	42.7841	1344.92	779.881	32.6812	1419.38	725.119	901.541	1048.06	714.804	499.367	1052.15	696.088	441.342	1045.61	753.821	422.068	1093.09	662.359	74.433	1052.57	618.806	45.2646	1089.89	815.505	43.1124	1105.97	788.217	30.3154	1034.84	722.044	485.042	1284.2	697.153	88.4138	1321.37	819.203	35.0023	1370.56	715.618	487.925	1165.84	690.744	84.7402	1129.73	817.228	33.2564	1082.72
