Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.171295	5.13839	10.0455	-0.961719	-2.56137	10.1005	0.32845	-4.01716	30.4407	3.7952	0.782714	30.5216	1.58278	-33.9184	5.98264	2.03205	-21.4454	2.7286	5.59024	18.6056	4.67526	-2.25399	8.80483	5.87849	6.39567	14.9419	21.2598	1.01016	14.7721	22.4201
1	0.116565	5.36321	10.0995	-1.01397	-2.46024	10.0954	0.296785	-3.52512	30.7494	3.87106	1.09897	30.7458	1.70572	-34.5388	6.69257	2.09281	-21.9056	3.97846	5.2385	18.0642	4.97857	-2.77142	8.27663	6.17164	6.12399	15.4127	20.8407	0.65015	15.3269	21.4436
2	0.064855	5.56188	10.1528	-1.04235	-2.37443	10.047	0.28676	-2.8795	31.1282	3.96674	1.48433	30.9226	1.83991	-34.7038	7.95237	2.15623	-22.0912	5.6178	4.58348	17.1881	4.88471	-3.44314	7.40982	6.01051	5.85282	15.588	19.4265	0.333064	15.8216	19.6268
3	0.0451075	5.73475	10.1891	-1.03025	-2.30678	9.95692	0.31419	-2.123	31.5422	4.078	1.94291	31.0274	2.01594	-34.3965	9.66982	2.23313	-22.0674	7.40463	3.76607	15.9713	4.19681	-4.10826	6.3047	5.1556	5.77267	15.4853	17.0005	0.251287	16.2015	17.0276
4	0.0955975	5.876	10.1952	-0.955451	-2.2729	9.83848	0.401183	-1.32212	31.9708	4.2143	2.46276	31.0999	2.25638	-33.756	11.7204	2.33008	-21.9143	9.22274	2.87159	14.5651	3.04963	-4.60447	5.12611	3.69274	5.80297	15.142	13.8334	0.46061	16.3992	13.9145
5	0.24025	5.9655	10.1626	-0.802711	-2.29538	9.70292	0.566665	-0.528705	32.4307	4.39073	2.99774	31.2233	2.57315	-32.9491	14.0386	2.46309	-21.5711	11.14	1.94985	13.1648	1.9742	-4.85074	3.96546	2.10034	5.65974	14.6138	10.5105	0.837686	16.3575	10.7534
6	0.462355	5.97507	10.0843	-0.578526	-2.38835	9.54675	0.813512	0.248585	32.9421	4.61716	3.46815	31.442	2.98139	-32.1017	16.5953	2.65352	-20.9133	13.2776	1.03597	11.877	1.53578	-4.95142	2.82148	0.936031	5.1349	14.0158	7.63282	1.1297	16.104	7.95188
7	0.703193	5.89148	9.95594	-0.31393	-2.54489	9.35384	1.12533	1.02178	33.4604	4.89378	3.80431	31.6898	3.47282	-31.3363	19.2749	2.89024	-19.9819	15.5948	0.110053	10.7495	1.89848	-5.12735	1.72787	0.474449	4.22301	13.4816	5.4489	1.11469	15.7603	5.68643
8	0.895095	5.73787	9.78306	-0.0561114	-2.73886	9.11057	1.47412	1.7793	33.8546	5.20467	3.99703	31.8121	3.98097	-30.7979	21.812	3.11813	-19.0255	17.8446	-0.84402	9.86591	2.80355	-5.49826	0.812464	0.646954	3.07588	13.0818	3.86524	0.761747	15.4587	3.96075
9	1.00371	5.56941	9.58463	0.147937	-2.93718	8.81953	1.83131	2.46884	33.9623	5.51573	4.09708	31.6559	4.40828	-30.5905	23.8968	3.27978	-18.3081	19.7355	-1.77301	9.32264	3.88472	-6.01465	0.207731	1.2208	1.89066	12.8099	2.68807	0.200609	15.2609	2.69695
