Time	RPelvisAngleX	RPelvisAngleY	RPelvisAngleZ	LPelvisAngleX	LPelvisAngleY	LPelvisAngleZ	RHipAngleX	RHipAngleY	RHipAngleZ	LHipAngleX	LHipAngleY	LHipAngleZ	RKneeAngleX	RKneeAngleY	RKneeAngleZ	LKneeAngleX	LKneeAngleY	LKneeAngleZ	RAnkleAngleX	RAnkleAngleY	RAnkleAngleZ	LAnkleAngleX	LAnkleAngleY	LAnkleAngleZ	RFootAngleX	RFootAngleY	RFootAngleZ	LFootAngleX	LFootAngleY	LFootAngleZ
0	0.873281	-1.50399	13.3758	-0.857603	2.8922	12.5356	5.09506	1.06896	38.3984	3.97337	2.16332	38.2841	-0.835904	-19.3504	12.181	-4.48578	-11.0872	11.3041	5.48388	7.65356	4.83819	-1.03263	-2.98434	2.02092	6.12656	10.7836	19.2227	-0.176711	9.0376	16.5755
1	0.955644	-1.0384	13.3845	-0.805642	3.23441	12.4774	5.18723	1.24727	38.1101	4.18816	2.31948	37.901	-0.687772	-19.7215	12.9696	-4.50703	-11.7952	11.8886	4.6714	8.03315	3.87668	-1.6882	-2.0988	1.0232	5.99713	10.0791	16.9219	-0.525886	8.25705	14.6154
2	1.04352	-0.544348	13.432	-0.740876	3.58538	12.4508	5.28878	1.33151	37.8711	4.47099	2.48189	37.5617	-0.663315	-20.1378	13.8646	-4.63468	-12.6956	12.7951	3.39001	8.55544	2.11699	-2.86117	-1.08314	-0.571748	5.53106	9.26164	13.6213	-1.41697	7.44537	11.7012
3	1.14925	-0.0596295	13.5179	-0.648945	3.92012	12.4507	5.37534	1.42924	37.8095	4.79257	2.77556	37.4336	-0.724459	-20.3463	14.9204	-4.75932	-13.3079	14.1152	1.95174	8.60387	0.0308614	-4.17549	-0.71212	-2.32508	4.83735	8.63383	9.9385	-2.52503	6.80376	8.43009
4	1.30131	0.363314	13.6285	-0.497895	4.18659	12.4709	5.40292	1.64168	38.0327	5.12896	3.33392	37.6463	-0.649143	-19.9107	16.4206	-4.67779	-13.1269	16.0122	0.750105	7.6759	-1.41072	-5.11725	-1.57393	-3.56059	4.05895	8.27031	6.75627	-3.43714	6.34051	5.56345
5	1.53523	0.67443	13.7354	-0.253037	4.32645	12.508	5.39323	1.964	38.4968	5.51576	4.10292	38.1203	-0.230105	-18.747	18.4798	-4.29498	-12.1721	18.39	-0.174683	5.8903	-1.6608	-5.6545	-3.47909	-3.96943	3.2355	8.05885	4.49632	-4.0997	5.99869	3.41759
6	1.86717	0.844661	13.8077	0.0954045	4.30744	12.5539	5.44718	2.27507	38.9968	6.01962	4.80728	38.5683	0.476961	-17.2502	20.7928	-3.74162	-10.9714	20.7374	-0.971759	3.87084	-0.9419	-6.00877	-5.65037	-3.70518	2.43841	7.90524	3.06797	-4.55031	5.8381	1.95149
7	2.27512	0.87391	13.8276	0.51703	4.13325	12.5931	5.65485	2.47678	39.2921	6.65718	5.2366	38.6934	1.24272	-16.0611	22.8916	-3.22945	-10.2035	22.5056	-1.67242	2.33611	0.201296	-6.23652	-7.22344	-3.07968	1.80443	7.80064	2.18451	-4.7025	5.90146	1.0059
8	2.7094	0.788447	13.792	0.951079	3.83515	12.6103	6.02961	2.56697	39.2057	7.37059	5.43863	38.3486	1.88298	-15.6521	24.4303	-2.84495	-10.2744	23.4659	-2.19325	1.68983	1.37014	-6.31652	-7.73403	-2.31217	1.42518	7.78731	1.60502	-4.53425	6.11169	0.412045
9	3.11776	0.631058	13.7089	1.33485	3.46699	12.6008	6.52593	2.59279	38.6661	8.06087	5.60717	37.544	2.33084	-16.0217	25.2907	-2.53844	-11.093	23.7024	-2.50434	1.88238	2.43206	-6.26426	-7.32595	-1.49912	1.26992	7.85229	1.20964	-4.1423	6.3512	0.048915
10	3.4606	0.450085	13.5959	1.63343	3.09299	12.571	7.0789	2.59318	37.7158	8.64709	5.84041	36.387	2.59203	-16.7504	25.5569	-2.2651	-12.2276	23.421	-2.69008	2.51456	3.39574	-6.13124	-6.48225	-0.700324	1.2174	7.9258	0.940534	-3.66194	6.55105	-0.168644
11	3.71813	0.287101	13.473	1.84708	2.76343	12.5295	7.63133	2.56504	36.479	9.11865	6.05945	35.0179	2.68026	-17.3723	25.413	-2.07255	-13.2141	22.816	-2.84425	3.14273	4.2926	-5.97853	-5.64132	0.0283327	1.16415	7.96842	0.757766	-3.20634	6.69374	-0.303199
