Time	RHipMomentX	RHipMomentY	RHipMomentZ	LHipMomentX	LHipMomentY	LHipMomentZ	RKneeMomentX	RKneeMomentY	RKneeMomentZ	LKneeMomentX	LKneeMomentY	LKneeMomentZ	RAnkleMomentX	RAnkleMomentY	RAnkleMomentZ	LAnkleMomentX	LAnkleMomentY	LAnkleMomentZ	RGRFX	RGRFY	RGRFZ	LGRFX	LGRFY	LGRFZ
0	-0.0176775	0.025905	-0.302042	0.006205	0.0193233	-0.26005	-0.061675	0.0048325	-0.20976	-0.0194	0.00863333	-0.167032	0.0044725	0.0120125	0.0090825	-0.000115	0.00780333	0.00238333	0.0460175	0.40704	-0.0604325	0.0650483	0.409195	-0.0293333
1	-0.00029	0.025685	-0.278085	0.03258	0.0216633	-0.218653	-0.058445	0.0026625	-0.166735	-0.00239167	0.0110117	-0.119072	0.009585	0.013995	0.01265	-0.00300833	0.00555333	0.000626667	-0.0529625	1.52798	-0.0855075	-0.017815	1.43562	-0.00859
2	0.0555975	0.0264475	-0.253788	0.0796367	0.0232383	-0.17246	-0.0382625	0.0010925	-0.09838	0.0285217	0.0111567	-0.0513167	0.0087525	0.0134475	0.015505	-0.00994167	2.33333e-05	-0.00342167	-0.320508	3.23555	-0.053685	-0.275578	2.97084	0.0752017
3	0.112125	0.0237	-0.268125	0.10996	0.01946	-0.156072	-0.010865	-0.0023275	-0.031035	0.0618467	0.00502333	0.01488	-0.002555	0.00652	0.0170625	-0.02038	-0.0102933	-0.00973333	-0.77874	5.01989	0.07268	-0.740445	4.59644	0.233448
4	0.0963325	0.0141325	-0.33034	0.0808583	0.008845	-0.194043	-0.0063525	-0.0107525	0.0187125	0.07841	-0.00803167	0.05903	-0.020535	-0.00672	0.0204125	-0.0303017	-0.0226667	-0.0125383	-1.27082	6.41619	0.225992	-1.26027	5.97813	0.39962
5	0.0949175	0.0075175	-0.337373	0.0829167	-0.000805	-0.219545	0.0079175	-0.020895	0.0922225	0.106235	-0.0206117	0.11461	-0.03695	-0.0196325	0.0292775	-0.0371433	-0.0314767	-0.00640167	-1.58405	7.22001	0.316275	-1.62032	7.01313	0.496033
6	0.231122	0.013255	-0.2993	0.215472	-0.000968333	-0.21532	0.083435	-0.02448	0.205757	0.177645	-0.02357	0.21224	-0.0452775	-0.025795	0.0435875	-0.041125	-0.0335783	0.00725667	-1.71923	7.52715	0.36656	-1.81308	7.7476	0.530775
7	0.44415	0.017245	-0.33646	0.42148	0.00183333	-0.243485	0.193373	-0.02062	0.332875	0.266205	-0.0172283	0.335088	-0.0440975	-0.0271725	0.062125	-0.0414717	-0.0315067	0.0259367	-1.8056	7.68014	0.451065	-1.94039	8.33025	0.565132
8	0.604088	0.00025	-0.45195	0.59464	-0.00381	-0.302393	0.276695	-0.01818	0.453035	0.33399	-0.00830833	0.454008	-0.038805	-0.029975	0.08257	-0.0395683	-0.0288917	0.0469517	-1.89153	7.96598	0.560983	-2.02926	8.89459	0.614482
9	0.684635	-0.0334425	-0.549233	0.700528	-0.0199217	-0.339428	0.323765	-0.0223075	0.551972	0.376353	-0.00271	0.548612	-0.0353875	-0.0334225	0.101883	-0.037195	-0.0255033	0.06835	-1.95566	8.44672	0.649725	-2.06285	9.47243	0.665222
10	0.70868	-0.066965	-0.558455	0.740302	-0.0399333	-0.32969	0.349463	-0.0315475	0.622622	0.398963	-0.00409167	0.602982	-0.0353275	-0.0340825	0.118503	-0.03392	-0.0206217	0.0896633	-1.97267	9.04864	0.7042	-2.02855	10.0218	0.709735
11	0.698677	-0.0874075	-0.470202	0.729635	-0.0558117	-0.274147	0.359995	-0.0414575	0.668683	0.407703	-0.0116217	0.614605	-0.0372025	-0.0313225	0.132675	-0.028735	-0.0141767	0.110788	-1.92998	9.6517	0.729235	-1.92841	10.4713	0.744472
12	0.693325	-0.0907175	-0.33017	0.697168	-0.06278	-0.192017	0.36216	-0.04702	0.694443	0.408578	-0.0207183	0.595238	-0.03895	-0.02541	0.14626	-0.0216633	-0.00632833	0.131118	-1.82742	10.147	0.733983	-1.77735	10.7599	0.768913
13	0.717437	-0.0808825	-0.206942	0.667945	-0.0609317	-0.118507	0.362293	-0.0462725	0.701735	0.404213	-0.0268067	0.55992	-0.03891	-0.016995	0.16056	-0.0138517	0.00230667	0.149812	-1.67962	10.4586	0.731005	-1.59703	10.8475	0.781975
14	0.75311	-0.0668325	-0.143542	0.652917	-0.0531583	-0.0800483	0.35799	-0.04117	0.693747	0.395603	-0.027425	0.519165	-0.036855	-0.00736	0.17532	-0.00685333	0.01113	0.166502	-1.51433	10.5537	0.725648	-1.41033	10.7217	0.781503
15	0.773135	-0.05566	-0.134448	0.652812	-0.0426033	-0.0741283	0.34506	-0.0348275	0.673735	0.383007	-0.0227483	0.477898	-0.0336	0.0026025	0.190203	-0.00162	0.0197783	0.181598	-1.35642	10.4503	0.71422	-1.23483	10.4094	0.76752
16	0.771523	-0.048615	-0.13856	0.660057	-0.0317983	-0.0784617	0.324333	-0.02933	0.644062	0.365973	-0.015025	0.43664	-0.029845	0.01261	0.205405	0.00189	0.0280767	0.19591	-1.21753	10.2004	0.694698	-1.07815	9.97214	0.743097
