Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
0	-243.053	851.482	-102.497	-261.368	859.602	-382.471	-450.005	872.885	-161.873	-454.605	887.014	-257.877	-326.542	901.918	-396.917	-320.42	902.063	-70.63	-314.507	776.513	-32.4923	-218.93	414.599	-110.367	-194.359	363.079	-107.105	-135.59	380.565	-153.597	-59.2578	65.1525	-133.685	-90.3796	21.2834	-180.429	81.6078	105.012	-179.488	51.9866	72.9975	-116.252	-353.922	801.142	-430.424	-460.353	437.352	-348.495	-485.39	384.435	-342.383	-427.77	361.161	-299.855	-571.94	74.1064	-286.592	-620.658	53.9835	-240.689	-431.843	30.5593	-233.526	-470.8	17.1355	-314.335
0.007	-236.574	850.937	-102.402	-255.909	859.161	-382.255	-443.773	872.687	-160.739	-448.774	886.912	-257	-320.999	901.569	-396.333	-313.888	901.695	-70.1872	-308.078	776.216	-32.0609	-214.327	413.951	-110.185	-189.515	362.374	-107.083	-130.882	379.713	-153.641	-55.3126	64.0302	-133.767	-86.2207	20.0541	-180.577	85.5495	103.424	-179.652	55.9214	71.5004	-116.611	-348.86	801.022	-429.859	-456.692	437.726	-348.291	-481.966	384.908	-342.189	-424.178	361.07	-299.878	-571.374	75.3185	-286.796	-620.271	55.8297	-240.953	-431.787	30.5578	-233.576	-470.507	17.4755	-314.071
0.013	-230.391	850.428	-102.109	-250.252	858.728	-381.999	-437.553	872.549	-159.904	-442.822	886.744	-256.124	-315.579	901.185	-395.944	-307.489	901.408	-69.7593	-302.428	775.975	-31.4992	-209.843	413.514	-109.8	-184.307	361.87	-106.991	-125.984	378.828	-153.713	-52.2469	62.536	-134.047	-83.3891	18.6629	-180.619	88.6689	101.134	-179.981	58.6963	69.2462	-116.541	-343.705	800.88	-429.359	-452.971	437.975	-348.16	-478.66	385.48	-342.146	-421.171	361.264	-299.829	-570.7	76.6177	-286.981	-619.832	57.6936	-241.324	-431.751	30.5882	-233.684	-470.509	17.4812	-314.062
0.02	-223.985	849.976	-101.867	-244.652	858.296	-381.756	-431.364	872.536	-159.158	-436.675	886.621	-254.965	-309.974	900.672	-395.523	-300.581	900.997	-69.1558	-295.33	775.57	-31.0102	-203.933	412.933	-109.652	-178.952	361.409	-106.684	-121.111	377.799	-153.881	-49.762	60.7046	-134.023	-81.5083	17.1775	-180.198	91.3265	98.2625	-180.611	61.2923	66.7686	-116.854	-338.335	800.704	-428.588	-449.215	438.574	-348.057	-475.097	386.127	-341.979	-417.451	361.138	-299.823	-570.08	77.7985	-287.154	-619.246	59.4704	-241.253	-431.704	30.6275	-233.8	-470.495	17.4681	-314.047
0.027	-217.441	849.503	-101.576	-238.878	857.83	-381.439	-425.009	872.435	-158.232	-430.583	886.348	-254.062	-303.78	900.377	-394.505	-294.112	900.643	-68.6103	-289.642	775.317	-30.4506	-198.098	412.591	-109.438	-173.111	361.044	-106.221	-116.121	376.616	-154.003	-48.1184	58.7978	-134.011	-80.919	15.99	-179.805	93.1517	94.5914	-181.215	63.0798	63.705	-117.38	-332.791	800.533	-427.81	-445.231	438.753	-347.812	-471.564	386.783	-341.87	-414.003	361.146	-299.742	-569.347	79.1309	-287.442	-618.746	61.4295	-241.638	-431.656	30.6745	-233.919	-470.468	17.4831	-314.066
0.033	-210.802	849.052	-101.23	-232.968	857.348	-381.068	-418.628	872.425	-157.293	-424.206	886.304	-253.166	-298.015	899.799	-394.144	-286.454	900.299	-68.2117	-282.463	775.018	-29.9384	-192.734	412.469	-108.94	-167.637	360.526	-105.969	-111.139	375.339	-154.194	-47.1077	56.622	-134.154	-81.3182	14.5955	-179.792	94.2687	90.8106	-181.871	64.0748	59.8736	-118.318	-327.227	800.403	-427.061	-441.234	439.137	-347.62	-468.116	387.386	-341.974	-410.439	361.135	-299.797	-568.614	80.7377	-287.762	-618.182	63.4	-241.679	-431.613	30.7463	-234.058	-470.45	17.477	-314.074
0.04	-204.11	848.629	-100.848	-226.918	856.78	-380.62	-412.087	872.385	-156.398	-417.95	886.121	-252.35	-292.066	899.527	-393.736	-279.936	899.929	-67.7108	-276.659	774.812	-29.279	-186.791	412.095	-108.655	-162.131	359.922	-105.865	-106.34	373.949	-154.313	-46.7514	54.106	-134.408	-81.9934	13.0867	-179.891	95.2074	86.4099	-182.768	64.9736	56.0462	-118.719	-321.497	800.167	-426.262	-437.16	439.479	-347.458	-464.426	387.953	-341.914	-406.881	361.126	-299.889	-567.697	82.3161	-288.326	-617.472	65.5018	-242.043	-431.561	30.7809	-234.168	-470.411	17.4806	-314.091
0.047	-197.399	848.264	-100.355	-220.856	856.225	-380.17	-405.568	872.258	-155.481	-411.445	886.105	-251.472	-285.727	899.193	-393.02	-273.156	899.585	-67.1333	-269.876	774.594	-28.4095	-180.778	411.752	-108.287	-156.786	359.218	-105.82	-101.691	372.489	-154.451	-46.5369	51.9934	-135.047	-82.1191	12.8207	-180.528	96.1313	81.6457	-183.536	65.8641	51.1929	-119.586	-315.718	799.863	-425.579	-432.846	439.779	-347.151	-460.589	388.536	-341.601	-403.132	361.102	-299.974	-566.949	83.7862	-288.745	-616.968	67.555	-242.645	-431.501	30.7966	-234.266	-470.369	17.4951	-314.108
0.053	-190.596	847.862	-99.8117	-214.525	855.62	-379.712	-399.066	872.229	-154.571	-405.12	885.888	-250.594	-279.545	898.699	-392.507	-266.556	899.262	-66.3824	-263.121	774.422	-27.6307	-174.917	411.229	-108.03	-151.655	358.45	-105.799	-97.3322	371.289	-154.55	-45.8328	51.1342	-136.169	-81.5207	14.4932	-181.213	98.8821	76.8381	-183.633	68.2975	45.8881	-120.566	-309.627	799.51	-424.74	-428.448	440.239	-346.747	-456.677	389.031	-341.586	-399.362	361.036	-299.99	-566.089	85.2884	-289.393	-616.268	69.8294	-243.23	-431.434	30.8621	-234.402	-470.302	17.5065	-314.126
0.06	-183.806	847.519	-99.2364	-208.306	854.974	-379.197	-392.586	872.225	-153.559	-398.484	885.864	-249.723	-272.864	898.286	-391.722	-259.792	899.044	-65.6688	-256.55	774.336	-26.8189	-168.766	410.488	-107.906	-147.291	357.681	-105.935	-93.1864	370.53	-154.443	-42.7644	50.9046	-136.268	-79.9044	16.6711	-181.545	103.27	72.7954	-183.521	70.4734	42.576	-120.923	-303.527	799.238	-423.916	-423.93	440.462	-346.627	-452.688	389.6	-341.451	-395.851	361.262	-299.949	-565.134	86.8675	-290.092	-615.452	72.1993	-243.949	-431.372	30.9393	-234.612	-470.207	17.5226	-314.151
