Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.HeelX	R.HeelY	R.HeelZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.HeelX	L.HeelY	L.HeelZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT2X	R.MT2Y	R.MT2Z	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT2X	L.MT2Y	L.MT2Z
0	795.456	940.302	1358.57	803.145	947.791	1070.53	591.027	954.567	1259.19	594.231	959.201	1164.47	733.229	1003.19	1030.71	694.048	977.766	1398.62	716.581	830.178	1407.4	735.814	478.465	1396.34	726.95	410.702	1402.75	779.066	400.72	1349.01	672.649	83.3592	1401.14	629.005	52.6645	1358.69	835.128	42.4878	1345.89	799.831	31.4747	1420.88	719.898	855.439	1012.25	713.297	473.42	1025.98	710.05	413.737	1023.93	758.819	405.604	1075.74	676.83	82.3563	1037.2	630.784	51.0541	1080.28	827.185	44.7949	1104.18	800.421	26.5578	1027.79	733.911	463.801	1261.53	710.444	96.3762	1321.74	835.475	41.2693	1372.91	705.097	464.367	1158.9	697.742	99.4106	1117.17	830.963	39.3096	1074.62
0.01	795.452	940.303	1358.57	803.123	947.783	1070.54	591.027	954.563	1259.21	594.222	959.207	1164.49	733.204	1003.18	1030.71	694.062	977.768	1398.62	716.594	830.179	1407.41	735.793	478.465	1396.34	726.94	410.703	1402.76	779.048	400.72	1349.01	672.639	83.3616	1401.14	628.999	52.658	1358.7	835.126	42.4895	1345.89	799.82	31.4705	1420.88	719.883	855.447	1012.25	713.269	473.435	1026.03	710.023	413.736	1023.94	758.794	405.61	1075.74	676.826	82.3544	1037.2	630.785	51.0556	1080.27	827.187	44.796	1104.18	800.42	26.5551	1027.79	733.893	463.807	1261.54	710.446	96.3709	1321.74	835.473	41.2615	1372.91	705.069	464.363	1158.91	697.747	99.4849	1117.23	830.958	39.3092	1074.62
0.02	795.462	940.309	1358.57	803.107	947.783	1070.54	591.023	954.566	1259.23	594.21	959.204	1164.52	733.173	1003.17	1030.71	694.074	977.774	1398.63	716.608	830.181	1407.43	735.781	478.463	1396.36	726.927	410.706	1402.77	779.036	400.728	1349.01	672.643	83.3528	1401.15	628.997	52.6514	1358.69	835.119	42.4887	1345.89	799.831	31.4735	1420.88	719.86	855.436	1012.26	713.226	473.438	1026.04	709.991	413.737	1023.95	758.756	405.616	1075.73	676.836	82.3489	1037.2	630.779	51.052	1080.27	827.182	44.8012	1104.17	800.417	26.5528	1027.79	733.863	463.806	1261.55	710.44	96.3681	1321.75	835.471	41.2718	1372.92	705.042	464.363	1158.91	697.75	99.4043	1117.16	830.95	39.3097	1074.62
0.03	795.472	940.32	1358.57	803.086	947.783	1070.54	591.013	954.565	1259.26	594.189	959.197	1164.54	733.144	1003.17	1030.72	694.086	977.784	1398.64	716.617	830.183	1407.43	735.774	478.474	1396.36	726.912	410.711	1402.79	779.021	400.733	1349.01	672.634	83.3573	1401.15	628.995	52.6461	1358.69	835.118	42.4878	1345.89	799.826	31.4747	1420.88	719.829	855.442	1012.28	713.171	473.435	1025.98	709.96	413.744	1023.94	758.73	405.625	1075.73	676.827	82.3464	1037.19	630.775	51.0504	1080.26	827.177	44.8099	1104.16	800.414	26.5532	1027.78	733.834	463.804	1261.56	710.443	96.3593	1321.76	835.464	41.2671	1372.92	705.007	464.358	1158.92	697.754	99.4061	1117.16	830.952	39.3141	1074.62
0.04	795.477	940.326	1358.57	803.053	947.782	1070.55	591.01	954.564	1259.28	594.168	959.202	1164.58	733.116	1003.16	1030.73	694.101	977.793	1398.65	716.62	830.188	1407.45	735.757	478.462	1396.37	726.91	410.7	1402.79	779.017	400.73	1349.01	672.627	83.3531	1401.15	628.992	52.6316	1358.7	835.118	42.4869	1345.9	799.825	31.4692	1420.88	719.799	855.439	1012.29	713.138	473.433	1025.99	709.935	413.746	1023.95	758.693	405.627	1075.73	676.833	82.3427	1037.19	630.779	51.0417	1080.26	827.165	44.736	1104.03	800.412	26.553	1027.79	733.819	463.809	1261.57	710.433	96.3641	1321.76	835.46	41.2681	1372.92	704.97	464.364	1158.92	697.774	99.3928	1117.16	830.943	39.3211	1074.62
0.05	795.468	940.228	1358.54	803.034	947.787	1070.56	590.994	954.567	1259.31	594.153	959.19	1164.6	733.084	1003.15	1030.74	694.114	977.808	1398.65	716.637	830.192	1407.45	735.757	478.462	1396.37	726.908	410.699	1402.81	779.002	400.734	1349.01	672.635	83.3498	1401.16	628.992	52.6361	1358.71	835.116	42.4904	1345.9	799.823	31.4723	1420.88	719.773	855.444	1012.3	713.103	473.44	1025.99	709.892	413.748	1023.95	758.664	405.639	1075.72	676.841	82.3434	1037.19	630.773	51.0374	1080.26	827.174	44.8129	1104.16	800.414	26.5584	1027.79	733.791	463.813	1261.59	710.443	96.3503	1321.77	835.46	41.2687	1372.91	704.94	464.36	1158.92	697.777	99.3905	1117.15	830.949	39.3189	1074.62
0.06	795.495	940.345	1358.54	802.998	947.783	1070.56	590.986	954.573	1259.34	594.12	959.196	1164.63	733.052	1003.14	1030.75	694.127	977.814	1398.66	716.64	830.194	1407.47	735.755	478.457	1396.37	726.917	410.698	1402.82	779.003	400.734	1349.02	672.624	83.3505	1401.16	628.99	52.6365	1358.71	835.108	42.492	1345.9	799.821	31.4679	1420.88	719.737	855.448	1012.3	713.061	473.453	1025.99	709.859	413.754	1023.95	758.636	405.642	1075.73	676.846	82.346	1037.18	630.771	51.0394	1080.25	827.162	44.7486	1104.02	800.413	26.5595	1027.79	733.779	463.809	1261.6	710.428	96.3519	1321.77	835.455	41.2656	1372.92	704.921	464.362	1158.92	697.8	99.384	1117.15	830.944	39.329	1074.62
0.07	795.493	940.35	1358.55	802.971	947.787	1070.56	590.973	954.563	1259.37	594.107	959.188	1164.67	733.023	1003.14	1030.75	694.143	977.82	1398.67	716.653	830.191	1407.48	735.765	478.454	1396.38	726.93	410.694	1402.83	779.004	400.723	1349.02	672.635	83.3448	1401.17	628.992	52.6269	1358.71	835.109	42.4918	1345.91	799.824	31.4676	1420.88	719.705	855.443	1012.32	713.035	473.447	1026	709.84	413.755	1023.95	758.612	405.643	1075.73	676.85	82.3439	1037.18	630.765	51.032	1080.25	827.165	44.8272	1104.15	800.409	26.5525	1027.79	733.789	463.814	1261.61	710.442	96.3497	1321.78	835.454	41.2664	1372.91	704.889	464.361	1158.93	697.811	99.3685	1117.14	830.942	39.3309	1074.62
0.08	795.481	940.244	1358.52	802.926	947.778	1070.56	590.964	954.563	1259.39	594.069	959.184	1164.69	732.976	1003.13	1030.76	694.147	977.825	1398.69	716.663	830.191	1407.49	735.783	478.454	1396.39	726.956	410.682	1402.85	779.01	400.723	1349.01	672.633	83.344	1401.17	628.982	52.6251	1358.71	835.102	42.4951	1345.92	799.815	31.4709	1420.89	719.668	855.444	1012.33	713.007	473.45	1026.01	709.816	413.754	1023.97	758.579	405.65	1075.74	676.856	82.3349	1037.17	630.761	51.0303	1080.26	827.153	44.7637	1104.01	800.399	26.5536	1027.79	733.766	463.816	1261.62	710.438	96.3403	1321.79	835.445	41.2694	1372.92	704.859	464.36	1158.94	697.821	99.3594	1117.15	830.932	39.3371	1074.62
0.09	795.498	940.355	1358.54	802.889	947.781	1070.56	590.947	954.563	1259.42	594.05	959.175	1164.74	732.937	1003.13	1030.77	694.156	977.816	1398.7	716.67	830.183	1407.51	735.8	478.442	1396.4	726.986	410.677	1402.85	779.03	400.724	1349	672.637	83.3451	1401.18	628.985	52.6177	1358.71	835.099	42.4968	1345.92	799.814	31.4697	1420.88	719.629	855.446	1012.34	712.978	473.45	1026.01	709.798	413.755	1023.97	758.559	405.657	1075.73	676.873	82.3402	1037.17	630.761	51.0227	1080.25	827.158	44.8424	1104.15	800.406	26.5534	1027.79	733.767	463.81	1261.62	710.436	96.3383	1321.79	835.442	41.2783	1372.93	704.836	464.35	1158.94	697.838	99.3519	1117.15	830.923	39.3389	1074.62
