Time	Fx1	Fy1	Fz1	COPx1	COPy1	COPz1	Ty1	Fx2	Fy2	Fz2	COPx2	COPy2	COPz2	Ty2
1	-0	-0	-0	2149	0	976.7	-0	-5.11	851.59	-38.38	2441.24	0	1338.29	815.2
2	-5.19	-20.29	-6.71	2323.51	0	885.28	-6244.63	-23.65	824.13	-37.61	2425.24	0	1334.38	-6036.8
3	-0	-0	-0	2149	0	976.7	-0	-2.44	846.1	-41.66	2437.34	0	1337.22	-2557.55
4	-4.5	-25.18	-8.01	2420.17	0	911.2	-7850.65	-15.72	827.48	-36.39	2426.81	0	1336.06	-2088.81
5	-0	-0	-0	2149	0	976.7	-0	-4.04	836.79	-34.64	2430.55	0	1338.55	-247.21
6	-3.28	-25.33	-8.39	2470.22	0	923.91	-7122.43	-14.95	821.53	-37.99	2425.1	0	1335.93	-6741.42
7	0	0	0	2149	0	976.7	0	-8.77	821.38	-36.24	2426.92	0	1333.76	-1055.13
8	-4.73	-22.28	-6.18	2534.38	0	895.4	-6873.35	-11.98	814.06	-32.04	2424.71	0	1336.18	-3622.8
9	-0	-0	-0	2149	0	976.7	-0	-8.62	816.8	-35.4	2421.42	0	1335.78	-2116.51
10	-7.48	-21.67	-7.32	2555.58	0	913.07	-7618.27	-4.96	817.41	-36.62	2425.99	0	1334.82	-2598.19
11	-0	-0	-0	2149	0	976.7	-0	-5.87	816.35	-32.88	2424.07	0	1335.29	-3052.33
12	-5.42	-26.7	-8.85	2481.76	0	941.53	-7403.87	-6.79	816.65	-33.26	2418.08	0	1336.27	-1561.5
13	-0	-0	-0	2149	0	976.7	-0	-6.87	808.11	-34.94	2415.94	0	1333.71	-3861.11
14	0.61	-25.33	-6.03	2313.7	0	898.41	-4198.37	-5.8	818.02	-33.42	2418.53	0	1335.58	-4929.31
15	-0	-0	-0	2149	0	976.7	-0	-5.26	807.5	-34.87	2414.59	0	1332.58	-1420.99
16	1.22	-18.77	-5.11	2041.52	0	863.8	-3782.69	-1.75	822.75	-34.26	2413.95	0	1337.25	-2533.52
17	-0	-0	-0	2149	0	976.7	-0	-5.04	811.46	-34.64	2414.31	0	1333.58	-4410.38
18	-0	-0	-0	2149	0	976.7	-0	-0.99	823.97	-37.08	2410.32	0	1334.88	-1805.04
19	-1.37	-22.13	-7.1	2276.14	0	904.03	-5955.35	-4.73	819.24	-30.67	2405.18	0	1337.96	-1691.49
20	-0	-0	-0	2149	0	976.7	-0	-3.36	825.35	-36.09	2405.83	0	1335.42	-3814.9
21	-1.6	-21.21	-6.18	2199.77	0	898.14	-4940.75	-1.3	823.52	-34.48	2405.03	0	1335.36	-798.83
22	-0	-0	-0	2149	0	976.7	-0	1.83	842.29	-32.35	2402.66	0	1341.28	-147.39
23	0.46	-20.9	-7.55	2247.21	0	899.7	-6639.02	-1.53	826.72	-36.7	2399.8	0	1334.28	-2275.44
24	-0	-0	-0	2149	0	976.7	-0	6.33	846.25	-32.96	2400.5	0	1340.24	1185.15
25	-2.21	-27.01	-7.93	2452.49	0	933.02	-7704.35	0.38	842.9	-32.73	2390.06	0	1340.36	-1684.17
26	-0	-0	-0	2149	0	976.7	-0	8.09	848.85	-36.77	2398.16	0	1338.02	533.74
